time,LA Lakers,pts.away,score,pts.home,Dallas
3:18.0,D. Russell makes 2-pt shot at rim (assist by B. Ingram),2,99-118,,
3:01.0,,,99-120,2,D. Powell makes 2-pt shot at rim (assist by Q. Cook)
2:49.0,J. Randle misses 2-pt shot from 6 ft,,99-120,,
2:48.0,,,99-120,,Defensive rebound by D. Powell
2:48.0,,,99-120,,Dallas full timeout
2:48.0,,,99-120,,B. Bentil enters the game for H. Barnes
2:48.0,,,99-120,,N. Brussino enters the game for Y. Ferrell
2:31.0,,,99-120,,B. Bentil misses 2-pt shot from 7 ft
2:29.0,Defensive rebound by J. Randle,,99-120,,
2:13.0,D. Russell misses 3-pt shot from 24 ft,,99-120,,
2:12.0,,,99-120,,Defensive rebound by N. Brussino
2:00.0,,,99-120,,D. Finney-Smith misses 2-pt shot from 6 ft
1:58.0,Defensive rebound by J. Randle,,99-120,,
1:48.0,D. Russell makes 2-pt shot from 1 ft,2,101-120,,
1:37.0,,,101-120,,B. Bentil misses 2-pt shot from 17 ft
1:36.0,,,101-120,,Offensive rebound by D. Powell
1:28.0,,,101-120,,Turnover by Q. Cook (bad pass)
1:16.0,B. Ingram makes 3-pt shot from 25 ft (assist by J. Randle),3,104-120,,
1:10.0,,,104-120,,Turnover by D. Powell (bad pass; steal by D. Nwaba)
1:03.0,T. Ennis misses 3-pt shot from 23 ft,,104-120,,
1:02.0,Offensive rebound by T. Ennis,,104-120,,
0:59.0,D. Nwaba misses 2-pt shot from 1 ft,,104-120,,
0:57.0,Offensive rebound by J. Randle,,104-120,,
0:57.0,,,104-120,,Personal foul by D. Powell (drawn by J. Randle)
0:48.0,D. Russell makes 3-pt shot from 24 ft (assist by B. Ingram),3,107-120,,
0:38.0,,,107-120,,Shooting foul by D. Nwaba (drawn by D. Powell)
0:38.0,,,107-121,1,D. Powell makes free throw 1 of 2
0:38.0,,,107-122,1,D. Powell makes free throw 2 of 2
0:31.0,D. Russell makes 2-pt shot from 7 ft (assist by J. Randle),2,109-122,,
0:07.0,,,109-122,,B. Bentil misses 3-pt shot from 23 ft
0:06.0,Defensive rebound by J. Randle,,109-122,,
0:02.0,D. Nwaba makes 2-pt shot at rim (assist by B. Ingram),2,111-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
