time,Dallas,pts.away,score,pts.home,Memphis
2:39.0,,,93-88,,Offensive rebound by J. Martin
2:39.0,,,93-88,,Shooting foul by A. Hammons (drawn by J. Martin)
2:39.0,,,93-89,1,J. Martin makes free throw 1 of 2
2:39.0,,,93-90,1,J. Martin makes free throw 2 of 2
2:26.0,Shooting foul by D. Davis,,93-90,,
2:26.0,A. Hammons makes free throw 1 of 2,1,94-90,,
2:26.0,A. Hammons misses free throw 2 of 2,,94-90,,
2:24.0,,,94-90,,Defensive rebound by J. Martin
2:09.0,,,94-90,,Turnover by W. Baldwin (lost ball; steal by N. Brussino)
1:50.0,N. Brussino misses 3-pt shot from 26 ft,,94-90,,
1:50.0,,,94-90,,Defensive rebound by D. Davis
1:49.0,,,94-90,,Memphis full timeout
1:36.0,,,94-90,,T. Daniels misses 3-pt shot from 24 ft
1:33.0,Jump ball: J. Martin vs. D. Powell (D. Finney-Smith gains possession),,,,Jump ball: J. Martin vs. D. Powell (D. Finney-Smith gains possession)
1:33.0,Defensive rebound by Team,,94-90,,
1:30.0,Dallas full timeout,,94-90,,
1:16.0,N. Brussino makes 3-pt shot from 25 ft (assist by D. Finney-Smith),3,97-90,,
1:06.0,,,97-90,,Shooting foul by D. Powell (drawn by A. Harrison)
1:06.0,,,97-90,,A. Harrison misses free throw 1 of 2
1:06.0,,,97-90,,Offensive rebound by Team
1:06.0,,,97-91,1,A. Harrison makes free throw 2 of 2
1:04.0,,,97-91,,Personal take foul by W. Baldwin (drawn by N. Brussino)
0:55.0,Turnover by D. Powell (bad pass),,97-91,,
0:49.0,,,97-91,,T. Daniels misses 3-pt shot from 26 ft (block by J. Uthoff)
0:48.0,Defensive rebound by J. Uthoff,,97-91,,
0:47.0,Shooting foul by A. Harrison (drawn by J. Uthoff),,97-91,,
0:47.0,J. Uthoff makes free throw 1 of 2,1,98-91,,
0:47.0,J. Uthoff makes free throw 2 of 2,1,99-91,,
0:47.0,,,99-91,,Memphis full timeout
0:40.0,,,99-91,,W. Baldwin misses 3-pt shot from 25 ft
0:39.0,,,99-91,,Offensive rebound by J. Martin
0:36.0,,,99-91,,T. Daniels misses 3-pt shot from 24 ft
0:35.0,,,99-91,,Offensive rebound by D. Davis
0:28.0,,,99-93,2,A. Harrison makes 2-pt shot from 1 ft
0:28.0,Dallas full timeout,,99-93,,
0:19.0,,,99-93,,Personal take foul by A. Harrison (drawn by J. Uthoff)
0:19.0,J. Uthoff makes free throw 1 of 2,1,100-93,,
0:19.0,J. Uthoff misses free throw 2 of 2,,100-93,,
0:19.0,,,100-93,,Defensive rebound by A. Harrison
0:11.0,,,100-93,,W. Baldwin misses 2-pt shot at rim
0:08.0,Defensive rebound by A. Hammons,,100-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
