time,Dallas,pts.away,score,pts.home,Oklahoma City
3:02.0,,,90-98,,V. Oladipo misses 2-pt shot from 22 ft
3:01.0,Defensive rebound by N. Brussino,,90-98,,
2:45.0,S. Curry makes 2-pt shot from 21 ft,2,92-98,,
2:45.0,,,92-98,,Oklahoma City full timeout
2:45.0,,,92-98,,J. Grant enters the game for K. Singler
2:28.0,,,92-98,,A. Roberson misses 2-pt shot from 1 ft
2:28.0,Defensive rebound by D. Powell,,92-98,,
2:14.0,D. Powell misses 3-pt shot from 22 ft,,92-98,,
2:14.0,Offensive rebound by N. Brussino,,92-98,,
2:08.0,S. Curry misses 2-pt shot from 1 ft,,92-98,,
2:08.0,,,92-98,,Defensive rebound by S. Adams
1:57.0,,,92-101,3,R. Westbrook makes 3-pt shot from 25 ft
1:43.0,H. Barnes makes 2-pt shot from 11 ft,2,94-101,,
1:28.0,,,94-103,2,R. Westbrook makes 2-pt shot from 21 ft
1:15.0,H. Barnes makes 2-pt shot from 21 ft,2,96-103,,
0:56.0,,,96-106,3,R. Westbrook makes 3-pt shot from 23 ft (assist by J. Grant)
0:56.0,Dallas full timeout,,96-106,,
0:56.0,J. Anderson enters the game for D. Finney-Smith,,96-106,,
0:44.0,H. Barnes misses 2-pt shot from 7 ft,,96-106,,
0:43.0,,,96-106,,Defensive rebound by Team
0:35.0,Personal take foul by N. Brussino (drawn by R. Westbrook),,96-106,,
0:35.0,D. Finney-Smith enters the game for N. Brussino,,96-106,,
0:24.0,,,96-109,3,R. Westbrook makes 3-pt shot from 25 ft
0:16.0,J. Anderson makes 2-pt shot from 1 ft,2,98-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
