time,Cleveland,pts.away,score,pts.home,New York
3:39.0,,,104-95,2,W. Hernangomez makes 2-pt shot from 9 ft (assist by K. Porzingis)
3:15.0,L. James misses 2-pt shot from 19 ft,,104-95,,
3:13.0,,,104-95,,Defensive rebound by B. Jennings
3:10.0,,,104-95,,Turnover by B. Jennings (bad pass)
3:10.0,,,104-95,,C. Lee enters the game for J. Holiday
2:48.0,L. James misses 2-pt shot from 20 ft,,104-95,,
2:46.0,,,104-95,,Defensive rebound by C. Lee
2:30.0,,,104-95,,C. Anthony misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by K. Korver,,104-95,,
2:29.0,,,104-95,,Loose ball foul by K. Porzingis (drawn by K. Korver)
2:29.0,K. Korver makes free throw 1 of 2,1,105-95,,
2:29.0,K. Korver makes free throw 2 of 2,1,106-95,,
2:11.0,,,106-95,,K. Porzingis misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by I. Shumpert,,106-95,,
1:45.0,Turnover by Team (shot clock),,106-95,,
1:32.0,,,106-97,2,W. Hernangomez makes 2-pt shot from 2 ft (assist by B. Jennings)
1:24.0,Turnover by Team (turnover),,106-97,,
1:14.0,,,106-99,2,C. Lee makes 2-pt shot from 1 ft (assist by W. Hernangomez)
1:02.0,Turnover by L. James (lost ball; steal by C. Anthony),,106-99,,
1:00.0,,,106-101,2,C. Anthony makes 2-pt shot at rim
0:44.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,109-101,,
0:44.0,,,109-101,,New York full timeout
0:40.0,,,109-101,,C. Anthony misses 2-pt shot from 14 ft
0:39.0,Defensive rebound by I. Shumpert,,109-101,,
0:31.0,L. James makes 2-pt shot at rim,2,111-101,,
0:24.0,,,111-101,,C. Anthony misses 3-pt shot from 24 ft
0:23.0,,,111-101,,Offensive rebound by C. Lee
0:21.0,,,111-104,3,C. Lee makes 3-pt shot from 25 ft
0:21.0,Cleveland full timeout,,111-104,,
0:21.0,C. Frye enters the game for T. Thompson,,111-104,,
0:21.0,,,111-104,,J. Holiday enters the game for K. Porzingis
0:18.0,Jump ball: K. Korver vs. C. Lee (K. Love gains possession),,,,Jump ball: K. Korver vs. C. Lee (K. Love gains possession)
0:15.0,Turnover by L. James (lost ball),,111-104,,
0:15.0,,,111-104,,New York full timeout
0:15.0,,,111-104,,K. Porzingis enters the game for W. Hernangomez
0:15.0,T. Thompson enters the game for C. Frye,,111-104,,
0:10.0,,,111-104,,J. Holiday misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by K. Love,,111-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
