time,Oklahoma City,pts.away,score,pts.home,Houston
4:58.0,R. Westbrook makes free throw 2 of 2,1,106-110,,
4:41.0,V. Oladipo enters the game for A. Abrines,,106-110,,
4:34.0,,,106-112,2,J. Harden makes 2-pt shot from 22 ft
4:11.0,Shooting foul by M. Harrell (drawn by E. Kanter),,106-112,,
4:11.0,E. Kanter makes free throw 1 of 2,1,107-112,,
4:11.0,E. Kanter makes free throw 2 of 2,1,108-112,,
3:59.0,,,108-112,,T. Ariza misses 3-pt shot from 26 ft
3:58.0,Defensive rebound by A. Roberson,,108-112,,
3:49.0,R. Westbrook misses 2-pt shot from 19 ft,,108-112,,
3:48.0,Offensive rebound by A. Roberson,,108-112,,
3:48.0,A. Roberson makes 2-pt shot from 2 ft,2,110-112,,
3:24.0,,,110-112,,T. Ariza misses 2-pt shot from 3 ft (block by J. Grant)
3:22.0,,,110-112,,Offensive rebound by T. Ariza
3:22.0,,,110-112,,T. Ariza misses 2-pt shot from 1 ft
3:21.0,Defensive rebound by E. Kanter,,110-112,,
3:12.0,R. Westbrook misses 2-pt shot from 15 ft,,110-112,,
3:11.0,,,110-112,,Defensive rebound by J. Harden
3:00.0,,,110-112,,R. Anderson misses 3-pt shot from 27 ft
2:59.0,,,110-112,,Offensive rebound by P. Beverley
2:58.0,,,110-114,2,M. Harrell makes 2-pt shot from 2 ft (assist by P. Beverley)
2:56.0,Oklahoma City full timeout,,110-114,,
2:56.0,,,110-114,,E. Gordon enters the game for P. Beverley
2:38.0,R. Westbrook makes 3-pt shot from 25 ft,3,113-114,,
2:34.0,Personal foul by A. Roberson (drawn by J. Harden),,113-114,,
2:11.0,,,113-114,,E. Gordon misses 3-pt shot from 27 ft
2:11.0,Defensive rebound by E. Kanter,,113-114,,
1:55.0,V. Oladipo makes 3-pt shot from 24 ft (assist by J. Grant),3,116-114,,
1:48.0,,,116-114,,Shooting foul by A. Roberson (drawn by J. Harden)
1:48.0,,,116-115,1,J. Harden makes free throw 1 of 2
1:48.0,,,116-116,1,J. Harden makes free throw 2 of 2
1:48.0,,,116-115,,P. Beverley enters the game for R. Anderson
1:31.0,R. Westbrook misses 2-pt shot from 16 ft,,116-116,,
1:30.0,,,116-116,,Defensive rebound by P. Beverley
1:23.0,,,116-116,,T. Ariza misses 3-pt shot from 25 ft
1:22.0,,,116-116,,Offensive rebound by P. Beverley
1:05.0,,,116-116,,E. Gordon misses 2-pt shot from 2 ft
1:04.0,Defensive rebound by R. Westbrook,,116-116,,
0:52.0,R. Westbrook misses 2-pt shot from 9 ft,,116-116,,
0:51.0,,,116-116,,Defensive rebound by P. Beverley
0:44.0,,,116-116,,E. Gordon misses 3-pt shot from 25 ft
0:43.0,,,116-116,,Offensive rebound by M. Harrell
0:27.0,,,116-116,,J. Harden misses 3-pt shot from 25 ft (block by A. Roberson)
0:27.0,Defensive rebound by J. Grant,,116-116,,
0:25.0,Oklahoma City full timeout,,116-116,,
0:25.0,A. Abrines enters the game for A. Roberson,,116-116,,
0:06.0,R. Westbrook misses 3-pt shot from 25 ft,,116-116,,
0:05.0,,,116-116,,Defensive rebound by P. Beverley
0:04.0,,,116-116,,Houston full timeout
0:04.0,,,116-116,,Houston full timeout
0:04.0,,,116-116,,N. Hilario enters the game for P. Beverley
0:04.0,,,116-116,,R. Anderson enters the game for M. Harrell
0:04.0,S. Adams enters the game for A. Abrines,,116-116,,
0:04.0,A. Roberson enters the game for E. Kanter,,116-116,,
0:04.0,,,116-116,,Houston full timeout
0:01.0,,,116-116,,Shooting foul by J. Grant (drawn by N. Hilario)
0:01.0,,,116-117,1,N. Hilario makes free throw 1 of 2
0:01.0,,,116-118,1,N. Hilario makes free throw 2 of 2
0:01.0,Oklahoma City full timeout,,116-118,,
0:01.0,Oklahoma City full timeout,,116-118,,
0:01.0,,,116-117,,P. Beverley enters the game for R. Anderson
0:01.0,E. Kanter enters the game for A. Roberson,,116-118,,
0:01.0,A. Abrines enters the game for J. Grant,,116-118,,
0:00.0,E. Kanter misses 2-pt shot from 3 ft,,116-118,,
0:00.0,,,116-118,,Defensive rebound by N. Hilario
0:00.0,End of 4th quarter,,,,End of 4th quarter
