time,New Orleans,pts.away,score,pts.home,Utah
1:40.0,A. Davis makes 3-pt shot from 24 ft (assist by T. Frazier),3,76-83,,
1:21.0,,,76-83,,G. Hayward misses 2-pt shot from 12 ft
1:20.0,Defensive rebound by D. Cousins,,76-83,,
1:11.0,J. Crawford misses 3-pt shot from 25 ft,,76-83,,
1:11.0,,,76-83,,Defensive rebound by J. Ingles
0:56.0,Personal foul by E. Moore (drawn by G. Hayward),,76-83,,
0:49.0,,,76-83,,D. Favors misses 2-pt shot from 7 ft
0:48.0,,,76-83,,Offensive rebound by R. Gobert
0:47.0,,,76-83,,R. Gobert misses 2-pt shot from 2 ft
0:45.0,Defensive rebound by A. Davis,,76-83,,
0:43.0,Turnover by A. Davis (bad pass; steal by J. Ingles),,76-83,,
0:37.0,Personal foul by T. Frazier (drawn by G. Hayward),,76-83,,
0:37.0,,,76-84,1,G. Hayward makes free throw 1 of 2
0:37.0,,,76-84,,G. Hayward misses free throw 2 of 2
0:36.0,Defensive rebound by A. Davis,,76-84,,
0:36.0,New Orleans full timeout,,76-84,,
0:20.0,D. Cousins makes 2-pt shot at rim (assist by J. Crawford),2,78-84,,
0:20.0,,,78-84,,Utah full timeout
0:20.0,D. Cunningham enters the game for D. Cousins,,78-84,,
0:20.0,S. Hill enters the game for T. Frazier,,78-84,,
0:20.0,,,78-84,,B. Diaw enters the game for D. Favors
0:19.0,,,78-86,2,R. Gobert makes 2-pt shot at rim (assist by B. Diaw)
0:19.0,New Orleans full timeout,,78-86,,
0:19.0,D. Cousins enters the game for S. Hill,,78-86,,
0:19.0,,,78-86,,D. Favors enters the game for B. Diaw
0:19.0,T. Frazier enters the game for D. Cunningham,,78-86,,
0:15.0,J. Crawford makes 3-pt shot from 23 ft (assist by E. Moore),3,81-86,,
0:15.0,,,81-86,,Utah full timeout
0:15.0,,,81-86,,B. Diaw enters the game for D. Favors
0:15.0,D. Cunningham enters the game for T. Frazier,,81-86,,
0:15.0,S. Hill enters the game for D. Cousins,,81-86,,
0:15.0,,,81-86,,Utah full timeout
0:15.0,,,81-86,,A. Burks enters the game for R. Gobert
0:11.0,Personal foul by J. Crawford (drawn by R. Hood),,81-86,,
0:11.0,,,81-87,1,R. Hood makes free throw 1 of 2
0:11.0,,,81-88,1,R. Hood makes free throw 2 of 2
0:11.0,,,81-87,,R. Gobert enters the game for B. Diaw
0:11.0,,,81-87,,D. Favors enters the game for A. Burks
0:11.0,D. Cousins enters the game for S. Hill,,81-87,,
0:11.0,T. Frazier enters the game for D. Cunningham,,81-87,,
0:04.0,E. Moore makes 2-pt shot from 23 ft,2,83-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
