time,Atlanta,pts.away,score,pts.home,New York
4:05.0,,,80-93,2,W. Hernangomez makes 2-pt shot from 12 ft (assist by B. Jennings)
3:52.0,K. Bazemore makes 2-pt shot from 2 ft,2,82-93,,
3:27.0,,,82-93,,Turnover by D. Rose (lost ball; steal by K. Bazemore)
3:25.0,,,82-93,,Personal foul by C. Anthony (drawn by K. Bazemore)
3:25.0,M. Muscala enters the game for D. Howard,,82-93,,
3:25.0,,,82-93,,K. Porzingis enters the game for W. Hernangomez
3:25.0,,,82-93,,C. Lee enters the game for J. Holiday
3:15.0,P. Millsap makes 2-pt shot from 2 ft (assist by K. Bazemore),2,84-93,,
2:57.0,,,84-95,2,D. Rose makes 2-pt shot from 19 ft
2:46.0,K. Bazemore misses 2-pt shot from 1 ft,,84-95,,
2:45.0,,,84-95,,Defensive rebound by K. Porzingis
2:27.0,,,84-95,,C. Anthony misses 2-pt shot from 2 ft (block by P. Millsap)
2:26.0,,,84-95,,Offensive rebound by C. Anthony
2:25.0,,,84-95,,C. Anthony misses 2-pt shot from 1 ft
2:24.0,,,84-95,,Offensive rebound by C. Anthony
2:23.0,,,84-95,,Shooting foul by P. Millsap (drawn by C. Anthony)
2:23.0,Atlanta full timeout,,84-95,,
2:23.0,,,84-96,1,C. Anthony makes free throw 1 of 2
2:23.0,,,84-97,1,C. Anthony makes free throw 2 of 2
2:23.0,M. Delaney enters the game for T. Hardaway,,84-95,,
2:11.0,P. Millsap makes 3-pt shot from 25 ft,3,87-97,,
1:46.0,,,87-100,3,C. Anthony makes 3-pt shot from 26 ft
1:36.0,K. Bazemore makes 2-pt shot from 1 ft,2,89-100,,
1:14.0,,,89-100,,C. Anthony misses 2-pt shot from 18 ft
1:13.0,Defensive rebound by M. Delaney,,89-100,,
1:04.0,K. Korver makes 2-pt shot from 12 ft,2,91-100,,
1:04.0,Shooting foul by C. Lee (drawn by K. Korver),,91-100,,
1:04.0,K. Korver makes free throw 1 of 1,1,92-100,,
1:03.0,,,92-100,,New York full timeout
1:03.0,,,92-100,,New York full timeout
0:45.0,,,92-100,,Turnover by D. Rose (bad pass; steal by K. Korver)
0:40.0,,,92-100,,Personal foul by B. Jennings (drawn by K. Bazemore)
0:40.0,K. Bazemore makes free throw 1 of 2,1,93-100,,
0:40.0,K. Bazemore makes free throw 2 of 2,1,94-100,,
0:32.0,Personal take foul by M. Muscala (drawn by D. Rose),,94-100,,
0:31.0,Personal take foul by K. Bazemore (drawn by D. Rose),,94-100,,
0:31.0,,,94-101,1,D. Rose makes free throw 1 of 2
0:31.0,,,94-102,1,D. Rose makes free throw 2 of 2
0:31.0,Atlanta full timeout,,94-102,,
0:31.0,Turnover by M. Muscala (bad pass),,94-102,,
0:30.0,Personal take foul by M. Delaney (drawn by D. Rose),,94-102,,
0:30.0,,,94-103,1,D. Rose makes free throw 1 of 2
0:30.0,,,94-104,1,D. Rose makes free throw 2 of 2
0:24.0,P. Millsap misses 3-pt shot from 25 ft,,94-104,,
0:23.0,,,94-104,,Defensive rebound by B. Jennings
0:00.0,End of 4th quarter,,,,End of 4th quarter
