time,Golden State,pts.away,score,pts.home,Portland
3:49.0,,,120-97,,Defensive rebound by N. Vonleh
3:28.0,,,120-97,,J. Layman misses 2-pt shot from 3 ft (block by D. Jones)
3:28.0,Defensive rebound by Z. Pachulia,,120-97,,
3:14.0,I. Clark makes 2-pt shot from 6 ft,2,122-97,,
2:46.0,,,122-97,,P. Connaughton misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by Z. Pachulia,,122-97,,
2:37.0,J. McAdoo misses 3-pt shot from 24 ft,,122-97,,
2:35.0,,,122-97,,Defensive rebound by P. Connaughton
2:24.0,,,122-97,,M. Leonard misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by I. Clark,,122-97,,
2:11.0,J. McAdoo makes 2-pt shot from 1 ft,2,124-97,,
1:59.0,Shooting block foul by D. Jones (drawn by S. Napier),,124-97,,
1:59.0,Golden State full timeout,,124-97,,
1:59.0,,,124-97,,S. Napier misses free throw 1 of 2
1:59.0,,,124-97,,Offensive rebound by Team
1:59.0,,,124-98,1,S. Napier makes free throw 2 of 2
1:59.0,,,124-98,,Personal take foul by S. Napier (drawn by I. Clark)
1:59.0,,,124-98,,T. Quarterman enters the game for S. Napier
1:45.0,Shooting foul by M. Leonard (drawn by I. Clark),,124-98,,
1:45.0,I. Clark makes free throw 1 of 2,1,125-98,,
1:45.0,I. Clark makes free throw 2 of 2,1,126-98,,
1:34.0,,,126-101,3,J. Layman makes 3-pt shot from 25 ft (assist by P. Connaughton)
1:12.0,Z. Pachulia misses 2-pt shot from 18 ft,,126-101,,
1:11.0,,,126-101,,Defensive rebound by M. Leonard
1:02.0,,,126-101,,T. Quarterman misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by Z. Pachulia,,126-101,,
0:52.0,I. Clark misses 2-pt shot from 21 ft,,126-101,,
0:52.0,,,126-101,,Defensive rebound by N. Vonleh
0:43.0,,,126-103,2,P. Connaughton makes 2-pt shot from 2 ft (assist by T. Quarterman)
0:26.0,D. Jones makes 2-pt shot from 2 ft (assist by P. McCaw),2,128-103,,
0:18.0,,,128-103,,M. Leonard misses 3-pt shot from 26 ft
0:17.0,Defensive rebound by Z. Pachulia,,128-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
