time,Boston,pts.away,score,pts.home,New York
3:37.0,Loose ball foul by I. Thomas (drawn by C. Lee),,109-100,,
3:37.0,,,109-100,,C. Lee misses free throw 1 of 2
3:37.0,,,109-100,,Offensive rebound by Team
3:37.0,,,109-101,1,C. Lee makes free throw 2 of 2
3:37.0,K. Olynyk enters the game for A. Johnson,,109-100,,
3:21.0,I. Thomas misses 2-pt shot from 2 ft,,109-101,,
3:19.0,,,109-101,,Defensive rebound by J. Noah
3:10.0,,,109-101,,D. Rose misses 2-pt shot from 2 ft
3:08.0,,,109-101,,Offensive rebound by D. Rose
3:05.0,,,109-101,,Turnover by D. Rose (bad pass; steal by A. Horford)
3:01.0,Shooting foul by K. Porzingis (drawn by J. Crowder),,109-101,,
3:01.0,Turnover by J. Crowder (offensive foul),,109-101,,
3:01.0,J. Crowder makes free throw 1 of 2,1,110-101,,
3:01.0,J. Crowder misses free throw 2 of 2,,110-101,,
3:00.0,,,110-101,,Offensive rebound by K. Porzingis
2:50.0,,,110-101,,K. Porzingis misses 2-pt shot from 12 ft
2:48.0,Defensive rebound by A. Horford,,110-101,,
2:37.0,Boston full timeout,,110-101,,
2:24.0,A. Horford misses 2-pt shot from 11 ft,,110-101,,
2:24.0,Offensive rebound by Team,,110-101,,
2:24.0,Turnover by Team (shot clock),,110-101,,
2:14.0,,,110-104,3,C. Anthony makes 3-pt shot from 24 ft (assist by D. Rose)
2:00.0,I. Thomas makes 2-pt shot from 3 ft,2,112-104,,
1:51.0,,,112-107,3,K. Porzingis makes 3-pt shot from 24 ft (assist by C. Anthony)
1:40.0,I. Thomas misses 3-pt shot from 25 ft,,112-107,,
1:38.0,,,112-107,,Defensive rebound by K. Porzingis
1:36.0,,,112-109,2,K. Porzingis makes 2-pt shot from 1 ft
1:36.0,,,112-109,,Shooting foul by I. Thomas (drawn by K. Porzingis)
1:36.0,,,112-110,1,K. Porzingis makes free throw 1 of 1
1:19.0,I. Thomas misses 3-pt shot from 23 ft,,112-110,,
1:17.0,,,112-110,,Defensive rebound by C. Anthony
1:06.0,,,112-112,2,C. Anthony makes 2-pt shot from 1 ft (assist by J. Noah)
1:06.0,Boston full timeout,,112-112,,
1:06.0,M. Smart enters the game for K. Olynyk,,112-112,,
0:48.0,M. Smart makes 3-pt shot from 24 ft (assist by A. Horford),3,115-112,,
0:32.0,,,115-112,,C. Anthony misses 3-pt shot from 25 ft
0:30.0,,,115-112,,Offensive rebound by J. Noah
0:19.0,,,115-112,,Turnover by C. Anthony (lost ball; steal by A. Bradley)
0:18.0,,,115-112,,Personal foul by J. Noah (drawn by J. Crowder)
0:18.0,J. Crowder makes free throw 1 of 2,1,116-112,,
0:18.0,J. Crowder makes free throw 2 of 2,1,117-112,,
0:18.0,,,117-112,,New York full timeout
0:18.0,,,117-112,,J. Holiday enters the game for J. Noah
0:14.0,,,117-114,2,C. Anthony makes 2-pt shot from 2 ft
0:14.0,Boston full timeout,,117-114,,
0:14.0,,,117-114,,J. Noah enters the game for J. Holiday
0:13.0,,,117-114,,Personal take foul by K. Porzingis (drawn by I. Thomas)
0:13.0,I. Thomas makes free throw 1 of 2,1,118-114,,
0:13.0,I. Thomas misses free throw 2 of 2,,118-114,,
0:12.0,,,118-114,,Defensive rebound by K. Porzingis
0:10.0,,,118-114,,New York full timeout
0:07.0,,,118-114,,K. Porzingis misses 2-pt shot from 9 ft (block by A. Horford)
0:06.0,Defensive rebound by I. Thomas,,118-114,,
0:06.0,,,118-114,,Personal foul by J. Noah (drawn by I. Thomas)
0:06.0,I. Thomas misses free throw 1 of 2,,118-114,,
0:06.0,Offensive rebound by Team,,118-114,,
0:06.0,I. Thomas makes free throw 2 of 2,1,119-114,,
0:06.0,,,119-114,,New York full timeout
0:06.0,,,119-114,,J. Holiday enters the game for J. Noah
0:03.0,,,119-114,,Turnover by J. Holiday (bad pass; steal by A. Horford)
0:00.0,End of 4th quarter,,,,End of 4th quarter
