time,Golden State,pts.away,score,pts.home,Memphis
4:39.0,,,81-101,,A. Harrison misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by I. Clark,,81-101,,
4:31.0,I. Clark makes 2-pt shot from 10 ft,2,83-101,,
4:08.0,,,83-101,,T. Allen misses 2-pt shot from 6 ft (block by S. Livingston)
4:08.0,,,83-101,,Offensive rebound by Team
4:06.0,,,83-101,,Turnover by Team (shot clock)
3:49.0,I. Clark misses 2-pt shot from 20 ft,,83-101,,
3:48.0,,,83-101,,Defensive rebound by Z. Randolph
3:27.0,,,83-103,2,T. Allen makes 2-pt shot from 13 ft (assist by M. Gasol)
3:14.0,P. McCaw misses 3-pt shot from 27 ft,,83-103,,
3:13.0,,,83-103,,Defensive rebound by M. Gasol
2:58.0,Personal foul by I. Clark (drawn by T. Douglas),,83-103,,
2:58.0,,,83-103,,Memphis full timeout
2:58.0,D. Jones enters the game for S. Livingston,,83-103,,
2:58.0,A. Varejao enters the game for D. West,,83-103,,
2:39.0,,,83-105,2,T. Allen makes 2-pt shot from 3 ft (assist by Z. Randolph)
2:18.0,I. Clark makes 2-pt shot from 11 ft,2,85-105,,
1:59.0,,,85-107,2,T. Allen makes 2-pt shot from 1 ft
1:47.0,Turnover by D. Jones (lost ball),,85-107,,
1:47.0,,,85-107,,D. Davis enters the game for T. Allen
1:47.0,,,85-107,,W. Baldwin enters the game for M. Gasol
1:47.0,,,85-107,,T. Williams enters the game for Z. Randolph
1:47.0,,,85-107,,J. Martin enters the game for T. Douglas
1:29.0,,,85-107,,Turnover by W. Baldwin (bad pass)
1:21.0,I. Clark misses 3-pt shot from 26 ft,,85-107,,
1:20.0,,,85-107,,Defensive rebound by D. Davis
0:57.0,,,85-107,,W. Baldwin misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by I. Clark,,85-107,,
0:50.0,J. McAdoo makes 2-pt shot from 15 ft (assist by I. Clark),2,87-107,,
0:28.0,,,87-110,3,J. Martin makes 3-pt shot from 25 ft (assist by A. Harrison)
0:10.0,I. Clark makes 2-pt shot from 1 ft,2,89-110,,
0:10.0,Shooting foul by D. Davis (drawn by I. Clark),,89-110,,
0:10.0,I. Clark misses free throw 1 of 1,,89-110,,
0:09.0,Offensive rebound by A. Varejao,,89-110,,
0:05.0,I. Clark misses 3-pt shot from 26 ft,,89-110,,
0:03.0,,,89-110,,Defensive rebound by J. Martin
0:00.0,End of 4th quarter,,,,End of 4th quarter
