time,Miami,pts.away,score,pts.home,Milwaukee
3:55.0,W. Ellington makes 3-pt shot from 25 ft (assist by J. Johnson),3,96-81,,
3:38.0,,,96-83,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:20.0,J. Johnson misses 2-pt shot from 8 ft,,96-83,,
3:18.0,Offensive rebound by J. Johnson,,96-83,,
3:18.0,J. Johnson makes 2-pt shot from 2 ft,2,98-83,,
3:01.0,,,98-83,,Shooting foul by H. Whiteside (drawn by M. Beasley)
3:01.0,,,98-83,,M. Beasley misses free throw 1 of 2
3:01.0,,,98-83,,Offensive rebound by Team
3:01.0,,,98-83,,M. Beasley misses free throw 2 of 2
3:00.0,Defensive rebound by H. Whiteside,,98-83,,
2:46.0,Turnover by G. Dragic (bad pass),,98-83,,
2:33.0,,,98-85,2,M. Brogdon makes 2-pt shot from 4 ft
2:10.0,W. Ellington misses 2-pt shot from 21 ft,,98-85,,
2:08.0,Offensive rebound by H. Whiteside,,98-85,,
2:04.0,H. Whiteside makes 2-pt shot from 1 ft,2,100-85,,
1:49.0,,,100-87,2,G. Antetokounmpo makes 2-pt shot from 2 ft
1:28.0,G. Dragic misses 2-pt shot from 1 ft,,100-87,,
1:28.0,,,100-87,,Defensive rebound by M. Beasley
1:28.0,Personal foul by G. Dragic (drawn by M. Beasley),,100-87,,
1:28.0,,,100-87,,M. Beasley misses free throw 1 of 2
1:28.0,,,100-87,,Offensive rebound by Team
1:28.0,,,100-88,1,M. Beasley makes free throw 2 of 2
1:10.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Johnson),3,103-88,,
1:05.0,,,103-88,,Turnover by M. Beasley (lost ball; steal by G. Dragic)
0:43.0,W. Ellington makes 3-pt shot from 23 ft (assist by G. Dragic),3,106-88,,
0:33.0,,,106-88,,J. Henson misses 2-pt shot from 16 ft
0:32.0,,,106-88,,Offensive rebound by M. Brogdon
0:27.0,,,106-88,,M. Brogdon misses 2-pt shot at rim
0:25.0,Defensive rebound by J. Johnson,,106-88,,
0:03.0,Turnover by Team (shot clock),,106-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
