time,Houston,pts.away,score,pts.home,Portland
3:02.0,,,120-109,,Loose ball foul by M. Harkless (drawn by J. Harden)
3:02.0,E. Gordon enters the game for R. Anderson,,120-109,,
2:59.0,,,120-109,,Personal foul by M. Harkless (drawn by J. Harden)
2:51.0,J. Harden misses 3-pt shot from 25 ft,,120-109,,
2:50.0,,,120-109,,Defensive rebound by D. Lillard
2:41.0,,,120-109,,M. Harkless misses 3-pt shot from 23 ft
2:38.0,Defensive rebound by T. Ariza,,120-109,,
2:38.0,,,120-109,,Personal foul by D. Lillard (drawn by T. Ariza)
2:38.0,T. Ariza makes free throw 1 of 2,1,121-109,,
2:38.0,T. Ariza makes free throw 2 of 2,1,122-109,,
2:25.0,Flagrant foul type 1 by C. Capela (drawn by M. Plumlee),,122-109,,
2:25.0,,,122-109,,M. Plumlee misses flagrant free throw 1 of 2
2:25.0,,,122-109,,Offensive rebound by Team
2:25.0,,,122-110,1,M. Plumlee makes flagrant free throw 2 of 2
2:18.0,,,122-110,,Shooting foul by P. Beverley (drawn by D. Lillard)
2:18.0,,,122-111,1,D. Lillard makes free throw 1 of 3
2:18.0,,,122-111,,D. Lillard misses free throw 2 of 3
2:18.0,,,122-111,,Offensive rebound by Team
2:18.0,,,122-112,1,D. Lillard makes free throw 3 of 3
2:01.0,Shooting foul by C. McCollum (drawn by J. Harden),,122-112,,
2:01.0,J. Harden misses free throw 1 of 2,,122-112,,
2:01.0,Offensive rebound by Team,,122-112,,
2:01.0,J. Harden makes free throw 2 of 2,1,123-112,,
1:52.0,,,123-112,,D. Lillard misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by C. Capela,,123-112,,
1:29.0,J. Harden misses 2-pt shot from 5 ft,,123-112,,
1:28.0,Offensive rebound by C. Capela,,123-112,,
1:28.0,,,123-112,,Personal foul by M. Plumlee (drawn by C. Capela)
1:28.0,C. Capela makes free throw 1 of 2,1,124-112,,
1:28.0,C. Capela makes free throw 2 of 2,1,125-112,,
1:22.0,,,125-112,,Shooting foul by P. Beverley (drawn by C. McCollum)
1:22.0,,,125-113,1,C. McCollum makes free throw 1 of 2
1:22.0,,,125-114,1,C. McCollum makes free throw 2 of 2
1:22.0,,,125-113,,J. Layman enters the game for M. Plumlee
1:18.0,,,125-114,,Personal foul by M. Harkless (drawn by J. Harden)
1:18.0,J. Harden makes free throw 1 of 2,1,126-114,,
1:18.0,J. Harden makes free throw 2 of 2,1,127-114,,
1:09.0,,,127-114,,Turnover by D. Lillard (bad pass)
0:49.0,J. Harden misses 3-pt shot from 25 ft,,127-114,,
0:49.0,,,127-114,,Defensive rebound by C. McCollum
0:43.0,,,127-114,,D. Lillard misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by Team,,127-114,,
0:43.0,,,127-114,,S. Napier enters the game for C. McCollum
0:43.0,,,127-114,,M. Leonard enters the game for D. Lillard
0:23.0,,,127-114,,Violation by M. Leonard (kicked ball)
0:17.0,T. Ariza makes 3-pt shot from 22 ft (assist by P. Beverley),3,130-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
