time,San Antonio,pts.away,score,pts.home,Minnesota
1:04.0,,,98-85,,Offensive rebound by G. Dieng
1:01.0,,,98-85,,Z. LaVine misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by Team,,98-85,,
0:42.0,K. Anderson makes 3-pt shot from 24 ft (assist by D. Bertans),3,101-85,,
0:36.0,,,101-87,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
0:31.0,J. Simmons makes 2-pt shot at rim (assist by K. Anderson),2,103-87,,
0:24.0,,,103-89,2,A. Wiggins makes 2-pt shot from 1 ft
0:15.0,,,103-89,,Personal take foul by A. Wiggins (drawn by K. Anderson)
0:15.0,K. Anderson makes free throw 1 of 2,1,104-89,,
0:15.0,K. Anderson makes free throw 2 of 2,1,105-89,,
0:09.0,,,105-89,,A. Wiggins misses 3-pt shot from 26 ft
0:08.0,,,105-89,,Offensive rebound by K. Towns
0:05.0,,,105-89,,K. Towns misses 2-pt shot from 1 ft (block by J. Simmons)
0:04.0,,,105-89,,Offensive rebound by G. Dieng
0:04.0,,,105-91,2,G. Dieng makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
