time,Philadelphia,pts.away,score,pts.home,Brooklyn
10:21.0,T. Luwawu-Cabarrot makes 3-pt shot from 24 ft (assist by R. Holmes),3,86-80,,
10:03.0,,,86-82,2,J. Hamilton makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
9:49.0,Offensive foul by T. Luwawu-Cabarrot,,86-82,,
9:49.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,86-82,,
9:49.0,T. McConnell enters the game for J. Anderson,,86-82,,
9:37.0,,,86-84,2,T. Booker makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
9:21.0,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft,,86-84,,
9:20.0,,,86-84,,Defensive rebound by J. Hamilton
9:11.0,,,86-86,2,J. Hamilton makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
9:11.0,Philadelphia full timeout,,86-86,,
9:11.0,D. Saric enters the game for R. Holmes,,86-86,,
8:51.0,Turnover by N. Stauskas (bad pass; steal by K. McDaniels),,86-86,,
8:38.0,,,86-88,2,K. McDaniels makes 2-pt shot from 8 ft
8:15.0,Shooting foul by J. Hamilton (drawn by D. Saric),,86-88,,
8:15.0,D. Saric makes 2-pt shot from 5 ft (assist by T. McConnell),2,88-88,,
8:15.0,D. Saric makes free throw 1 of 1,1,89-88,,
8:15.0,R. Holmes enters the game for N. Stauskas,,88-88,,
8:02.0,,,89-88,,Turnover by T. Booker (lost ball; steal by T. McConnell)
7:54.0,R. Covington misses 3-pt shot from 24 ft,,89-88,,
7:53.0,,,89-88,,Defensive rebound by S. Dinwiddie
7:45.0,,,89-88,,Turnover by S. Dinwiddie (bad pass; steal by T. McConnell)
7:40.0,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft,,89-88,,
7:39.0,,,89-88,,Defensive rebound by K. McDaniels
7:35.0,,,89-90,2,K. McDaniels makes 2-pt shot from 3 ft
7:07.0,T. Luwawu-Cabarrot makes 3-pt shot from 23 ft (assist by T. McConnell),3,92-90,,
7:01.0,,,92-90,,Brooklyn full timeout
7:01.0,,,92-90,,J. Lin enters the game for K. McDaniels
7:01.0,,,92-90,,I. Whitehead enters the game for S. Dinwiddie
7:01.0,,,92-90,,B. Lopez enters the game for J. Hamilton
6:54.0,Violation by D. Saric (def goaltending),,92-90,,
6:54.0,,,92-92,2,S. Kilpatrick makes 2-pt shot from 1 ft
6:38.0,,,92-92,,Personal block foul by S. Kilpatrick (drawn by R. Covington)
6:31.0,Shooting foul by I. Whitehead (drawn by T. Luwawu-Cabarrot),,92-92,,
6:31.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,92-92,,
6:31.0,Offensive rebound by Team,,92-92,,
6:31.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,93-92,,
6:20.0,,,93-92,,J. Lin misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by T. Luwawu-Cabarrot,,93-92,,
6:04.0,,,93-92,,Personal block foul by I. Whitehead (drawn by T. Luwawu-Cabarrot)
6:04.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,94-92,,
6:04.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,95-92,,
6:04.0,,,94-92,,C. LeVert enters the game for S. Kilpatrick
5:54.0,,,95-94,2,C. LeVert makes 2-pt shot at rim (assist by B. Lopez)
5:36.0,R. Holmes misses 3-pt shot from 24 ft,,95-94,,
5:35.0,,,95-94,,Defensive rebound by C. LeVert
5:25.0,Personal foul by D. Saric (drawn by J. Lin),,95-94,,
5:13.0,,,95-94,,C. LeVert misses 3-pt shot from 25 ft
5:12.0,,,95-94,,Offensive rebound by Team
5:12.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by I. Whitehead),,95-94,,
5:12.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,95-94,,
5:10.0,Personal foul by T. McConnell (drawn by J. Lin),,95-94,,
5:05.0,,,95-96,2,J. Lin makes 2-pt shot from 6 ft
4:55.0,T. McConnell misses 2-pt shot from 14 ft,,95-96,,
4:52.0,Offensive rebound by R. Covington,,95-96,,
4:49.0,R. Holmes misses 2-pt shot from 2 ft,,95-96,,
4:48.0,,,95-96,,Defensive rebound by B. Lopez
4:31.0,,,95-96,,I. Whitehead misses 2-pt shot from 1 ft (block by D. Saric)
4:30.0,Defensive rebound by D. Saric,,95-96,,
4:22.0,R. Covington misses 3-pt shot from 25 ft,,95-96,,
4:20.0,Offensive rebound by Team,,95-96,,
4:20.0,,,95-96,,Loose ball foul by J. Lin (drawn by R. Holmes)
4:20.0,R. Holmes makes free throw 1 of 2,1,96-96,,
4:20.0,R. Holmes makes free throw 2 of 2,1,97-96,,
4:02.0,,,97-96,,J. Lin misses 2-pt shot from 17 ft
4:01.0,Defensive rebound by R. Holmes,,97-96,,
3:51.0,Offensive charge foul by R. Covington,,97-96,,
3:51.0,Turnover by R. Covington (offensive foul),,97-96,,
3:37.0,,,97-98,2,B. Lopez makes 2-pt shot from 2 ft
3:13.0,D. Saric makes 2-pt shot from 8 ft,2,99-98,,
2:54.0,,,99-98,,B. Lopez misses 3-pt shot from 27 ft
2:53.0,Defensive rebound by R. Holmes,,99-98,,
2:52.0,,,99-98,,Personal foul by T. Booker (drawn by R. Holmes)
2:52.0,Official timeout,,99-98,,
2:52.0,R. Holmes misses free throw 1 of 2,,99-98,,
2:52.0,Offensive rebound by Team,,99-98,,
2:52.0,R. Holmes makes free throw 2 of 2,1,100-98,,
2:52.0,,,99-98,,R. Hollis-Jefferson enters the game for T. Booker
2:29.0,,,100-101,3,I. Whitehead makes 3-pt shot from 24 ft (assist by J. Lin)
2:12.0,Turnover by D. Saric (lost ball; steal by R. Hollis-Jefferson),,100-101,,
1:50.0,,,100-101,,C. LeVert misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by D. Saric,,100-101,,
1:29.0,T. McConnell misses 2-pt shot from 6 ft,,100-101,,
1:27.0,Offensive rebound by R. Covington,,100-101,,
1:26.0,R. Covington makes 2-pt shot from 2 ft,2,102-101,,
1:12.0,,,102-101,,Turnover by J. Lin (traveling)
0:54.0,Shooting foul by J. Lin (drawn by T. McConnell),,102-101,,
0:54.0,T. McConnell makes free throw 1 of 2,1,103-101,,
0:54.0,T. McConnell makes free throw 2 of 2,1,104-101,,
0:33.0,,,104-101,,B. Lopez misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by R. Covington,,104-101,,
0:10.0,D. Saric misses 3-pt shot from 24 ft,,104-101,,
0:08.0,Offensive rebound by Team,,104-101,,
0:08.0,Philadelphia full timeout,,104-101,,
0:08.0,Philadelphia full timeout,,104-101,,
0:07.0,,,104-101,,Personal foul by I. Whitehead (drawn by R. Holmes)
0:07.0,R. Holmes makes free throw 1 of 2,1,105-101,,
0:07.0,R. Holmes makes free throw 2 of 2,1,106-101,,
0:07.0,,,106-101,,Brooklyn full timeout
0:07.0,,,106-101,,R. Foye enters the game for R. Hollis-Jefferson
0:07.0,,,106-101,,J. Hamilton enters the game for I. Whitehead
0:03.0,,,106-101,,J. Hamilton misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by D. Saric,,106-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
