time,Portland,pts.away,score,pts.home,Oklahoma City
4:09.0,,,112-107,,R. Westbrook misses 2-pt shot from 1 ft (block by A. Aminu)
4:09.0,,,112-107,,Offensive rebound by Team
4:09.0,,,112-107,,Oklahoma City full timeout
4:04.0,,,112-109,2,R. Westbrook makes 2-pt shot from 15 ft
3:49.0,Turnover by D. Lillard (lost ball; steal by R. Westbrook),,112-109,,
3:45.0,,,112-111,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
3:27.0,Shooting foul by T. Gibson (drawn by J. Nurkic),,112-111,,
3:27.0,J. Nurkic makes free throw 1 of 2,1,113-111,,
3:27.0,J. Nurkic makes free throw 2 of 2,1,114-111,,
3:27.0,A. Crabbe enters the game for M. Harkless,,113-111,,
3:16.0,,,114-111,,V. Oladipo misses 3-pt shot from 25 ft
3:15.0,,,114-111,,Offensive rebound by A. Roberson
3:06.0,,,114-111,,R. Westbrook misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by J. Nurkic,,114-111,,
2:42.0,D. Lillard misses 2-pt shot from 20 ft,,114-111,,
2:42.0,,,114-111,,Defensive rebound by V. Oladipo
2:36.0,,,114-111,,Shooting foul by C. McCollum (drawn by R. Westbrook)
2:36.0,,,114-112,1,R. Westbrook makes free throw 1 of 2
2:36.0,,,114-113,1,R. Westbrook makes free throw 2 of 2
2:18.0,C. McCollum misses 2-pt shot from 15 ft,,114-113,,
2:17.0,,,114-113,,Defensive rebound by T. Gibson
2:09.0,Personal foul by A. Crabbe (drawn by R. Westbrook),,114-113,,
2:09.0,,,114-114,1,R. Westbrook makes free throw 1 of 2
2:09.0,,,114-114,,R. Westbrook misses free throw 2 of 2
2:08.0,Defensive rebound by C. McCollum,,114-114,,
2:01.0,,,114-114,,Personal take foul by T. Gibson (drawn by D. Lillard)
2:01.0,,,114-114,,E. Kanter enters the game for S. Adams
1:52.0,C. McCollum makes 2-pt shot from 8 ft,2,116-114,,
1:48.0,,,116-116,2,R. Westbrook makes 2-pt shot from 2 ft
1:34.0,Offensive charge foul by J. Nurkic,,116-116,,
1:34.0,Turnover by J. Nurkic (offensive foul),,116-116,,
1:23.0,,,116-116,,R. Westbrook misses 2-pt shot from 15 ft
1:23.0,Defensive rebound by J. Nurkic,,116-116,,
1:06.0,A. Crabbe misses 3-pt shot from 22 ft,,116-116,,
1:05.0,Offensive rebound by A. Aminu,,116-116,,
0:55.0,J. Nurkic makes 2-pt shot from 1 ft,2,118-116,,
0:49.0,,,118-116,,R. Westbrook misses 2-pt shot from 15 ft
0:48.0,,,118-116,,Offensive rebound by T. Gibson
0:45.0,,,118-116,,R. Westbrook misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by A. Crabbe,,118-116,,
0:42.0,Portland full timeout,,118-116,,
0:42.0,,,118-116,,S. Adams enters the game for E. Kanter
0:32.0,J. Nurkic makes 2-pt shot from 5 ft (assist by D. Lillard),2,120-116,,
0:32.0,,,120-116,,Oklahoma City full timeout
0:32.0,M. Harkless enters the game for C. McCollum,,120-116,,
0:32.0,,,120-116,,A. Abrines enters the game for A. Roberson
0:26.0,,,120-119,3,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook)
0:26.0,Portland full timeout,,120-119,,
0:26.0,,,120-119,,A. Roberson enters the game for A. Abrines
0:26.0,C. McCollum enters the game for M. Harkless,,120-119,,
0:16.0,,,120-119,,Personal take foul by R. Westbrook (drawn by D. Lillard)
0:15.0,,,120-119,,Personal foul by R. Westbrook (drawn by D. Lillard)
0:15.0,C. McCollum makes free throw 1 of 2,1,121-119,,
0:15.0,C. McCollum makes free throw 2 of 2,1,122-119,,
0:15.0,,,122-119,,Oklahoma City full timeout
0:15.0,,,122-119,,A. Abrines enters the game for A. Roberson
0:15.0,M. Harkless enters the game for C. McCollum,,122-119,,
0:12.0,,,122-119,,R. Westbrook misses 3-pt shot from 28 ft
0:11.0,Defensive rebound by J. Nurkic,,122-119,,
0:10.0,,,122-119,,Personal take foul by A. Abrines (drawn by J. Nurkic)
0:10.0,J. Nurkic makes free throw 1 of 2,1,123-119,,
0:10.0,J. Nurkic makes free throw 2 of 2,1,124-119,,
0:05.0,,,124-121,2,R. Westbrook makes 2-pt shot from 2 ft
0:05.0,Portland full timeout,,124-121,,
0:05.0,,,124-121,,J. Grant enters the game for A. Abrines
0:05.0,,,124-121,,A. Roberson enters the game for S. Adams
0:05.0,C. McCollum enters the game for M. Harkless,,124-121,,
0:01.0,,,124-121,,Personal take foul by V. Oladipo (drawn by D. Lillard)
0:01.0,D. Lillard makes free throw 1 of 2,1,125-121,,
0:01.0,D. Lillard makes free throw 2 of 2,1,126-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
