time,LA Lakers,pts.away,score,pts.home,Sacramento
4:41.0,,,85-104,2,D. Cousins makes 2-pt shot from 1 ft
4:24.0,N. Young misses 2-pt shot from 14 ft,,85-104,,
4:23.0,Offensive rebound by J. Randle,,85-104,,
4:20.0,L. Deng makes 2-pt shot from 2 ft,2,87-104,,
4:20.0,Shooting foul by G. Temple (drawn by L. Deng),,87-104,,
4:20.0,L. Deng misses free throw 1 of 1,,87-104,,
4:20.0,,,87-104,,O. Casspi enters the game for K. Koufos
4:19.0,,,87-104,,Defensive rebound by D. Cousins
4:08.0,,,87-106,2,T. Lawson makes 2-pt shot from 1 ft
3:56.0,D. Russell misses 3-pt shot from 26 ft,,87-106,,
3:55.0,Offensive rebound by J. Randle,,87-106,,
3:50.0,L. Williams misses 2-pt shot from 21 ft,,87-106,,
3:49.0,,,87-106,,Defensive rebound by D. Cousins
3:28.0,,,87-108,2,D. Cousins makes 2-pt shot from 2 ft
3:18.0,D. Russell makes 2-pt shot from 2 ft (assist by L. Williams),2,89-108,,
3:05.0,,,89-110,2,T. Lawson makes 2-pt shot from 2 ft
2:46.0,J. Randle misses 3-pt shot from 25 ft,,89-110,,
2:46.0,Offensive rebound by L. Deng,,89-110,,
2:42.0,L. Deng makes 2-pt shot from 3 ft,2,91-110,,
2:20.0,Personal foul by J. Randle (drawn by D. Cousins),,91-110,,
2:20.0,LA Lakers full timeout,,91-110,,
2:20.0,M. Huertas enters the game for N. Young,,91-110,,
2:20.0,B. Ingram enters the game for L. Williams,,91-110,,
2:20.0,T. Robinson enters the game for J. Randle,,91-110,,
2:20.0,M. World Peace enters the game for D. Russell,,91-110,,
2:20.0,I. Zubac enters the game for L. Deng,,91-110,,
2:08.0,,,91-110,,W. Cauley-Stein enters the game for D. Cousins
2:08.0,,,91-110,,K. Koufos enters the game for T. Lawson
2:06.0,,,91-110,,D. Collison misses 3-pt shot from 29 ft
2:06.0,,,91-110,,Offensive rebound by Team
2:06.0,,,91-110,,Turnover by Team (shot clock)
1:52.0,I. Zubac misses 2-pt shot from 8 ft,,91-110,,
1:51.0,,,91-110,,Defensive rebound by O. Casspi
1:32.0,,,91-110,,D. Collison misses 2-pt shot from 18 ft
1:31.0,Defensive rebound by T. Robinson,,91-110,,
1:27.0,Turnover by I. Zubac (lost ball),,91-110,,
1:16.0,,,91-112,2,G. Temple makes 2-pt shot from 17 ft
1:11.0,,,91-112,,Personal block foul by G. Temple (drawn by B. Ingram)
1:11.0,B. Ingram makes free throw 1 of 2,1,92-112,,
1:11.0,B. Ingram misses free throw 2 of 2,,92-112,,
1:11.0,,,92-112,,T. Lawson enters the game for D. Collison
1:10.0,,,92-112,,Defensive rebound by O. Casspi
0:53.0,,,92-112,,W. Cauley-Stein misses 2-pt shot from 7 ft
0:51.0,,,92-112,,Offensive rebound by W. Cauley-Stein
0:50.0,,,92-112,,W. Cauley-Stein misses 2-pt shot from 1 ft
0:49.0,,,92-112,,Offensive rebound by W. Cauley-Stein
0:43.0,,,92-114,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by G. Temple)
0:32.0,Turnover by M. World Peace (bad pass; steal by O. Casspi),,92-114,,
0:27.0,,,92-114,,O. Casspi misses 2-pt shot from 2 ft
0:26.0,,,92-114,,Offensive rebound by W. Cauley-Stein
0:26.0,,,92-116,2,W. Cauley-Stein makes 2-pt shot from 1 ft
0:12.0,B. Ingram misses 3-pt shot from 25 ft,,92-116,,
0:11.0,,,92-116,,Defensive rebound by O. Casspi
0:00.0,End of 4th quarter,,,,End of 4th quarter
