time,Brooklyn,pts.away,score,pts.home,Boston
4:42.0,,,97-116,,Personal foul by T. Rozier (drawn by J. Lin)
4:42.0,T. Booker enters the game for J. Hamilton,,97-116,,
4:30.0,Shooting foul by T. Zeller (drawn by B. Lopez),,97-116,,
4:30.0,B. Lopez makes free throw 1 of 2,1,98-116,,
4:30.0,B. Lopez makes free throw 2 of 2,1,99-116,,
4:18.0,,,99-118,2,T. Zeller makes 2-pt shot from 20 ft (assist by T. Rozier)
4:07.0,Shooting foul by J. Brown (drawn by R. Hollis-Jefferson),,99-118,,
4:07.0,R. Hollis-Jefferson makes free throw 1 of 2,1,100-118,,
4:07.0,R. Hollis-Jefferson makes free throw 2 of 2,1,101-118,,
3:57.0,,,101-118,,T. Rozier misses 2-pt shot from 6 ft (block by J. Lin)
3:57.0,,,101-118,,Offensive rebound by Team
3:57.0,C. McCullough enters the game for R. Hollis-Jefferson,,101-118,,
3:57.0,I. Whitehead enters the game for B. Lopez,,101-118,,
3:57.0,J. Harris enters the game for J. Lin,,101-118,,
3:51.0,,,101-118,,G. Green misses 2-pt shot from 8 ft (block by J. Harris)
3:50.0,,,101-118,,Offensive rebound by G. Green
3:47.0,,,101-118,,G. Green misses 2-pt shot from 5 ft
3:46.0,Defensive rebound by J. Harris,,101-118,,
3:37.0,C. McCullough makes 2-pt shot from 11 ft,2,103-118,,
3:32.0,,,103-118,,Turnover by J. Jerebko (bad pass)
3:26.0,J. Harris makes 3-pt shot from 25 ft (assist by T. Booker),3,106-118,,
3:25.0,,,106-118,,Boston full timeout
3:17.0,Personal foul by I. Whitehead (drawn by T. Rozier),,106-118,,
3:06.0,,,106-118,,Turnover by G. Green (traveling)
2:56.0,T. Booker makes 2-pt shot from 1 ft (assist by J. Harris),2,108-118,,
2:40.0,,,108-118,,G. Green misses 3-pt shot from 24 ft
2:39.0,Defensive rebound by B. Bogdanovic,,108-118,,
2:31.0,Turnover by J. Harris (bad pass; steal by J. Jerebko),,108-118,,
2:26.0,,,108-118,,T. Rozier misses 2-pt shot from 4 ft
2:23.0,Defensive rebound by J. Harris,,108-118,,
2:19.0,B. Bogdanovic misses 2-pt shot from 1 ft,,108-118,,
2:17.0,Offensive rebound by C. McCullough,,108-118,,
2:10.0,B. Bogdanovic makes 2-pt shot at rim,2,110-118,,
2:07.0,,,110-118,,Boston full timeout
2:07.0,,,110-118,,A. Bradley enters the game for J. Brown
2:07.0,,,110-118,,I. Thomas enters the game for T. Rozier
2:07.0,,,110-118,,J. Crowder enters the game for J. Jerebko
2:07.0,,,110-118,,A. Horford enters the game for G. Green
2:07.0,,,110-118,,A. Johnson enters the game for T. Zeller
1:47.0,,,110-118,,J. Crowder misses 3-pt shot from 28 ft
1:46.0,Defensive rebound by I. Whitehead,,110-118,,
1:37.0,B. Bogdanovic misses 2-pt shot from 21 ft,,110-118,,
1:36.0,,,110-118,,Defensive rebound by I. Thomas
1:18.0,,,110-118,,A. Bradley misses 2-pt shot from 19 ft (block by J. Harris)
1:17.0,,,110-118,,Offensive rebound by A. Bradley
1:16.0,,,110-118,,A. Bradley misses 2-pt shot from 1 ft
1:15.0,,,110-118,,Offensive rebound by A. Bradley
1:14.0,,,110-120,2,A. Bradley makes 2-pt shot at rim
1:14.0,Brooklyn full timeout,,110-120,,
1:10.0,C. McCullough misses 2-pt shot from 22 ft,,110-120,,
1:09.0,Offensive rebound by B. Bogdanovic,,110-120,,
1:08.0,B. Bogdanovic makes 2-pt shot at rim,2,112-120,,
1:05.0,,,112-120,,Turnover by J. Crowder (bad pass; steal by T. Booker)
1:04.0,T. Booker makes 2-pt shot at rim,2,114-120,,
1:04.0,,,114-120,,Boston full timeout
0:56.0,,,114-120,,I. Thomas misses 2-pt shot from 2 ft
0:55.0,,,114-120,,Offensive rebound by A. Horford
0:53.0,,,114-120,,Turnover by A. Horford (step out of bounds)
0:53.0,,,114-120,,T. Rozier enters the game for A. Johnson
0:47.0,B. Bogdanovic makes 3-pt shot from 27 ft (assist by I. Whitehead),3,117-120,,
0:30.0,,,117-120,,Turnover by I. Thomas (bad pass; steal by J. Harris)
0:21.0,B. Bogdanovic misses 3-pt shot from 26 ft,,117-120,,
0:20.0,Offensive rebound by C. McCullough,,117-120,,
0:18.0,Brooklyn full timeout,,117-120,,
0:18.0,B. Lopez enters the game for T. Booker,,117-120,,
0:18.0,J. Hamilton enters the game for C. McCullough,,117-120,,
0:18.0,J. Lin enters the game for I. Whitehead,,117-120,,
0:16.0,J. Hamilton misses 3-pt shot from 23 ft,,117-120,,
0:14.0,,,117-120,,Defensive rebound by A. Bradley
0:13.0,Personal take foul by B. Bogdanovic (drawn by A. Bradley),,117-120,,
0:13.0,T. Booker enters the game for B. Lopez,,117-120,,
0:13.0,R. Hollis-Jefferson enters the game for B. Bogdanovic,,117-120,,
0:13.0,I. Whitehead enters the game for J. Lin,,117-120,,
0:12.0,Personal take foul by R. Hollis-Jefferson (drawn by I. Thomas),,117-120,,
0:12.0,,,117-121,1,I. Thomas makes free throw 1 of 2
0:12.0,,,117-122,1,I. Thomas makes free throw 2 of 2
0:12.0,Brooklyn full timeout,,117-122,,
0:12.0,B. Lopez enters the game for R. Hollis-Jefferson,,117-121,,
0:08.0,J. Harris misses 3-pt shot from 27 ft,,117-122,,
0:07.0,Offensive rebound by B. Lopez,,117-122,,
0:02.0,J. Harris misses 3-pt shot from 26 ft,,117-122,,
0:02.0,,,117-122,,Defensive rebound by J. Crowder
0:00.0,End of 4th quarter,,,,End of 4th quarter
