time,Cleveland,pts.away,score,pts.home,Washington
0:12.0,,,117-116,,Offensive rebound by M. Morris
0:12.0,,,117-118,2,M. Morris makes 2-pt shot from 2 ft
0:12.0,Cleveland full timeout,,117-118,,
0:12.0,C. Frye enters the game for T. Thompson,,117-118,,
0:12.0,,,117-118,,K. Oubre enters the game for M. Gortat
0:05.0,L. James misses 2-pt shot at rim,,117-118,,
0:04.0,,,117-118,,Defensive rebound by M. Morris
0:03.0,Personal take foul by K. Korver (drawn by J. Wall),,117-118,,
0:03.0,,,117-119,1,J. Wall makes free throw 1 of 2
0:03.0,,,117-120,1,J. Wall makes free throw 2 of 2
0:01.0,L. James makes 3-pt shot from 26 ft (assist by K. Love),3,120-120,,
0:00.0,,,120-120,,Washington full timeout
0:00.0,T. Thompson enters the game for C. Frye,,120-120,,
0:00.0,,,120-120,,M. Gortat enters the game for K. Oubre
0:00.0,,,120-120,,Turnover by O. Porter (bad pass)
0:00.0,C. Frye enters the game for T. Thompson,,120-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,,,120-122,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Morris)
4:31.0,Turnover by L. James (bad pass; steal by O. Porter),,120-122,,
4:15.0,,,120-122,,M. Gortat misses 2-pt shot from 1 ft (block by L. James)
4:15.0,,,120-122,,Offensive rebound by Team
4:13.0,,,120-122,,Shooting foul by L. James (drawn by B. Beal)
4:13.0,,,120-123,1,B. Beal makes free throw 1 of 2
4:13.0,,,120-124,1,B. Beal makes free throw 2 of 2
4:13.0,R. Jefferson enters the game for L. James,,120-122,,
4:00.0,Shooting foul by M. Morris (drawn by K. Irving),,120-124,,
4:00.0,K. Irving makes free throw 1 of 2,1,121-124,,
4:00.0,K. Irving makes free throw 2 of 2,1,122-124,,
4:00.0,,,120-124,,K. Oubre enters the game for M. Morris
3:44.0,,,122-127,3,K. Oubre makes 3-pt shot from 23 ft (assist by M. Gortat)
3:29.0,T. Thompson makes 2-pt shot from 5 ft (assist by K. Irving),2,124-127,,
3:09.0,,,124-127,,B. Beal misses 2-pt shot from 14 ft
3:08.0,,,124-127,,Offensive rebound by K. Oubre
3:05.0,,,124-127,,K. Oubre misses 2-pt shot from 1 ft
3:04.0,Defensive rebound by R. Jefferson,,124-127,,
3:04.0,,,124-127,,Personal foul by K. Oubre (drawn by R. Jefferson)
2:58.0,,,124-127,,Personal foul by M. Gortat (drawn by T. Thompson)
2:49.0,K. Irving misses 2-pt shot from 1 ft (block by M. Gortat),,124-127,,
2:47.0,,,124-127,,Defensive rebound by O. Porter
2:29.0,,,124-127,,J. Wall misses 2-pt shot from 17 ft
2:28.0,Defensive rebound by K. Korver,,124-127,,
2:21.0,K. Irving misses 3-pt shot from 30 ft,,124-127,,
2:20.0,Offensive rebound by K. Love,,124-127,,
2:14.0,K. Korver makes 3-pt shot from 23 ft (assist by K. Love),3,127-127,,
2:14.0,,,127-127,,Washington full timeout
1:56.0,,,127-127,,B. Beal misses 2-pt shot from 10 ft
1:55.0,Defensive rebound by T. Thompson,,127-127,,
1:48.0,K. Irving makes 2-pt shot at rim,2,129-127,,
1:37.0,,,129-129,2,J. Wall makes 2-pt shot from 1 ft
1:37.0,,,129-129,,Shooting foul by K. Love (drawn by J. Wall)
1:37.0,,,129-130,1,J. Wall makes free throw 1 of 1
1:25.0,,,129-130,,Personal foul by K. Oubre (drawn by K. Love)
1:25.0,K. Love makes free throw 1 of 2,1,130-130,,
1:25.0,K. Love makes free throw 2 of 2,1,131-130,,
1:25.0,,,129-130,,T. Satoransky enters the game for K. Oubre
1:20.0,,,131-133,3,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall)
1:02.0,K. Irving makes 2-pt shot from 13 ft,2,133-133,,
0:53.0,,,133-133,,B. Beal misses 3-pt shot from 27 ft
0:53.0,Defensive rebound by T. Thompson,,133-133,,
0:35.0,K. Irving makes 3-pt shot from 26 ft,3,136-133,,
0:35.0,,,136-133,,Washington full timeout
0:29.0,,,136-135,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
0:13.0,K. Irving misses 2-pt shot from 14 ft,,136-135,,
0:12.0,Offensive rebound by T. Thompson,,136-135,,
0:10.0,,,136-135,,Personal take foul by T. Satoransky (drawn by K. Irving)
0:10.0,K. Irving makes free throw 1 of 2,1,137-135,,
0:10.0,K. Irving makes free throw 2 of 2,1,138-135,,
0:10.0,,,138-135,,Washington full timeout
0:05.0,,,138-135,,B. Beal misses 3-pt shot from 24 ft
0:04.0,Defensive rebound by K. Love,,138-135,,
0:04.0,,,138-135,,Personal take foul by M. Gortat (drawn by K. Love)
0:04.0,K. Love makes free throw 1 of 2,1,139-135,,
0:04.0,K. Love makes free throw 2 of 2,1,140-135,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
