time,Atlanta,pts.away,score,pts.home,Charlotte
5:31.0,,,89-88,,N. Batum misses 2-pt shot from 14 ft
5:24.0,Defensive rebound by P. Millsap,,89-88,,
5:16.0,K. Bazemore misses 2-pt shot from 1 ft,,89-88,,
5:14.0,,,89-88,,Defensive rebound by N. Batum
5:10.0,Personal foul by K. Bazemore (drawn by C. Zeller),,89-88,,
5:10.0,T. Hardaway enters the game for K. Korver,,89-88,,
5:02.0,,,89-88,,K. Walker misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by T. Hardaway,,89-88,,
4:42.0,K. Bazemore misses 3-pt shot from 25 ft,,89-88,,
4:41.0,,,89-88,,Defensive rebound by C. Zeller
4:32.0,,,89-88,,N. Batum misses 3-pt shot from 24 ft (block by K. Bazemore)
4:30.0,Defensive rebound by P. Millsap,,89-88,,
4:20.0,Turnover by K. Bazemore (bad pass; steal by N. Batum),,89-88,,
4:04.0,,,89-90,2,K. Walker makes 2-pt shot from 1 ft
3:47.0,M. Muscala misses 3-pt shot from 26 ft,,89-90,,
3:46.0,,,89-90,,Defensive rebound by K. Walker
3:40.0,,,89-92,2,K. Walker makes 2-pt shot from 1 ft
3:12.0,Turnover by Team (shot clock),,89-92,,
3:12.0,,,89-92,,M. Kidd-Gilchrist enters the game for M. Belinelli
3:00.0,,,89-92,,Turnover by M. Williams (bad pass)
2:47.0,M. Muscala misses 3-pt shot from 23 ft,,89-92,,
2:46.0,,,89-92,,Defensive rebound by M. Kidd-Gilchrist
2:36.0,,,89-95,3,K. Walker makes 3-pt shot from 26 ft
2:35.0,Atlanta full timeout,,89-95,,
2:35.0,K. Korver enters the game for M. Muscala,,89-95,,
2:20.0,Shooting foul by C. Zeller (drawn by P. Millsap),,89-95,,
2:20.0,P. Millsap makes free throw 1 of 2,1,90-95,,
2:20.0,P. Millsap makes free throw 2 of 2,1,91-95,,
2:00.0,,,91-95,,M. Kidd-Gilchrist misses 2-pt shot from 4 ft (block by P. Millsap)
1:59.0,Jump ball: M. Kidd-Gilchrist vs. P. Millsap,,,,Jump ball: M. Kidd-Gilchrist vs. P. Millsap
1:56.0,,,91-95,,Offensive rebound by Team
1:50.0,,,91-95,,M. Williams misses 2-pt shot from 20 ft
1:48.0,Defensive rebound by P. Millsap,,91-95,,
1:44.0,Turnover by D. Schroder (lost ball; steal by N. Batum),,91-95,,
1:35.0,Violation by T. Hardaway (kicked ball),,91-95,,
1:25.0,,,91-95,,K. Walker misses 2-pt shot from 19 ft
1:24.0,Defensive rebound by P. Millsap,,91-95,,
1:18.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Schroder),3,94-95,,
1:01.0,,,94-97,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Williams)
1:01.0,,,94-97,,Shooting foul by K. Korver (drawn by M. Kidd-Gilchrist)
1:01.0,,,94-98,1,M. Kidd-Gilchrist makes free throw 1 of 1
0:51.0,Shooting foul by C. Zeller (drawn by K. Bazemore),,94-98,,
0:51.0,K. Bazemore makes free throw 1 of 2,1,95-98,,
0:51.0,K. Bazemore makes free throw 2 of 2,1,96-98,,
0:39.0,,,96-98,,Shooting foul by K. Bazemore (drawn by C. Zeller)
0:39.0,,,96-100,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
0:39.0,,,96-100,,C. Zeller misses free throw 1 of 1
0:37.0,,,96-100,,Offensive rebound by M. Williams
0:16.0,,,96-100,,N. Batum misses 2-pt shot from 1 ft
0:15.0,Defensive rebound by K. Bazemore,,96-100,,
0:10.0,K. Bazemore misses 2-pt shot from 1 ft,,96-100,,
0:06.0,Offensive rebound by P. Millsap,,96-100,,
0:06.0,Atlanta full timeout,,96-100,,
0:02.0,K. Bazemore misses 3-pt shot from 24 ft,,96-100,,
0:01.0,,,96-100,,Defensive rebound by K. Walker
0:00.0,End of 4th quarter,,,,End of 4th quarter
