time,New Orleans,pts.away,score,pts.home,Phoenix
5:36.0,,,93-96,,L. Barbosa misses 2-pt shot from 18 ft
5:34.0,Defensive rebound by T. Jones,,93-96,,
5:24.0,A. Davis misses 3-pt shot from 25 ft,,93-96,,
5:22.0,,,93-96,,Defensive rebound by L. Barbosa
5:06.0,,,93-96,,Turnover by J. Dudley (bad pass; steal by T. Frazier)
5:03.0,,,93-96,,Personal block foul by L. Barbosa (drawn by L. Galloway)
5:03.0,,,93-96,,D. Booker enters the game for J. Dudley
4:53.0,A. Davis makes 2-pt shot at rim (assist by T. Jones),2,95-96,,
4:53.0,Shooting foul by A. Len (drawn by A. Davis),,95-96,,
4:53.0,A. Davis makes free throw 1 of 1,1,96-96,,
4:53.0,,,95-96,,T. Chandler enters the game for A. Len
4:47.0,,,96-98,2,E. Bledsoe makes 2-pt shot from 2 ft
4:47.0,,,96-98,,Shooting foul by T. Frazier (drawn by E. Bledsoe)
4:47.0,,,96-99,1,E. Bledsoe makes free throw 1 of 1
4:37.0,Shooting foul by L. Barbosa (drawn by A. Davis),,96-99,,
4:37.0,A. Davis makes free throw 1 of 2,1,97-99,,
4:37.0,A. Davis makes free throw 2 of 2,1,98-99,,
4:24.0,,,98-99,,Turnover by E. Bledsoe (lost ball; steal by T. Frazier)
4:18.0,T. Jones makes 2-pt shot from 2 ft (assist by T. Frazier),2,100-99,,
4:00.0,,,100-102,3,E. Bledsoe makes 3-pt shot from 26 ft (assist by D. Booker)
3:38.0,A. Davis misses 3-pt shot from 24 ft,,100-102,,
3:36.0,Offensive rebound by Team,,100-102,,
3:21.0,J. Holiday makes 2-pt shot from 5 ft (assist by T. Frazier),2,102-102,,
3:07.0,Personal foul by T. Frazier (drawn by D. Booker),,102-102,,
3:07.0,,,102-102,,D. Booker misses free throw 1 of 2
3:07.0,,,102-102,,Offensive rebound by Team
3:07.0,,,102-103,1,D. Booker makes free throw 2 of 2
2:53.0,L. Galloway makes 3-pt shot from 25 ft (assist by J. Holiday),3,105-103,,
2:32.0,,,105-105,2,E. Bledsoe makes 2-pt shot from 2 ft
2:19.0,T. Jones misses 3-pt shot from 25 ft,,105-105,,
2:17.0,,,105-105,,Defensive rebound by D. Booker
1:54.0,,,105-105,,P. Tucker misses 2-pt shot from 22 ft
1:52.0,Defensive rebound by T. Frazier,,105-105,,
1:48.0,New Orleans full timeout,,105-105,,
1:48.0,Official timeout,,105-105,,
1:48.0,E. Moore enters the game for T. Jones,,105-105,,
1:37.0,L. Galloway misses 3-pt shot from 25 ft,,105-105,,
1:35.0,,,105-105,,Defensive rebound by E. Bledsoe
1:18.0,,,105-105,,L. Barbosa misses 3-pt shot from 26 ft
1:16.0,Defensive rebound by T. Frazier,,105-105,,
1:00.0,Shooting foul by D. Booker (drawn by T. Frazier),,105-105,,
1:00.0,T. Frazier makes 2-pt shot from 3 ft,2,107-105,,
1:00.0,T. Frazier makes free throw 1 of 1,1,108-105,,
1:00.0,,,108-105,,Phoenix full timeout
0:52.0,,,108-108,3,L. Barbosa makes 3-pt shot from 24 ft (assist by E. Bledsoe)
0:41.0,Shooting foul by P. Tucker (drawn by J. Holiday),,108-108,,
0:41.0,J. Holiday makes free throw 1 of 2,1,109-108,,
0:41.0,J. Holiday makes free throw 2 of 2,1,110-108,,
0:35.0,,,110-110,2,E. Bledsoe makes 2-pt shot from 1 ft
0:21.0,J. Holiday misses 3-pt shot from 26 ft,,110-110,,
0:18.0,,,110-110,,Defensive rebound by T. Chandler
0:01.0,,,110-110,,E. Bledsoe misses 3-pt shot from 28 ft
0:00.0,,,110-110,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: T. Chandler vs. A. Davis (T. Frazier gains possession),,,,Jump ball: T. Chandler vs. A. Davis (T. Frazier gains possession)
4:41.0,,,110-110,,Defensive rebound by T. Chandler
4:21.0,,,110-112,2,L. Barbosa makes 2-pt shot from 2 ft
4:10.0,T. Frazier makes 2-pt shot from 1 ft (assist by A. Davis),2,112-112,,
3:46.0,,,112-112,,E. Bledsoe misses 2-pt shot from 12 ft
3:43.0,,,112-112,,Offensive rebound by T. Chandler
3:29.0,,,112-112,,E. Bledsoe misses 2-pt shot from 16 ft
3:28.0,Jump ball: A. Davis vs. P. Tucker (T. Frazier gains possession),,,,Jump ball: A. Davis vs. P. Tucker (T. Frazier gains possession)
3:28.0,Offensive rebound by Team,,112-112,,
3:12.0,A. Davis misses 2-pt shot from 12 ft,,112-112,,
3:08.0,,,112-112,,Defensive rebound by P. Tucker
2:59.0,,,112-114,2,E. Bledsoe makes 2-pt shot from 15 ft
2:50.0,J. Holiday makes 2-pt shot from 2 ft,2,114-114,,
2:50.0,,,114-114,,Shooting block foul by L. Barbosa (drawn by J. Holiday)
2:50.0,J. Holiday makes free throw 1 of 1,1,115-114,,
2:29.0,Personal foul by E. Moore (drawn by P. Tucker),,115-114,,
2:20.0,,,115-114,,L. Barbosa misses 2-pt shot from 22 ft
2:18.0,Defensive rebound by J. Holiday,,115-114,,
2:14.0,E. Moore misses 3-pt shot from 25 ft,,115-114,,
2:07.0,,,115-114,,Defensive rebound by T. Chandler
1:58.0,,,115-114,,D. Booker misses 3-pt shot from 26 ft
1:56.0,Defensive rebound by T. Frazier,,115-114,,
1:54.0,Turnover by T. Frazier (bad pass; steal by D. Booker),,115-114,,
1:54.0,Personal foul by J. Holiday (drawn by D. Booker),,115-114,,
1:37.0,,,115-114,,P. Tucker misses 2-pt shot from 5 ft
1:34.0,Defensive rebound by A. Davis,,115-114,,
1:26.0,New Orleans full timeout,,115-114,,
1:12.0,J. Holiday misses 3-pt shot from 31 ft,,115-114,,
1:12.0,Offensive rebound by Team,,115-114,,
1:12.0,Turnover by Team (shot clock),,115-114,,
1:01.0,,,115-114,,Turnover by E. Bledsoe (lost ball; steal by E. Moore)
0:44.0,Shooting foul by P. Tucker (drawn by J. Holiday),,115-114,,
0:44.0,J. Holiday misses free throw 1 of 2,,115-114,,
0:44.0,Offensive rebound by Team,,115-114,,
0:44.0,J. Holiday misses free throw 2 of 2,,115-114,,
0:43.0,,,115-114,,Defensive rebound by P. Tucker
0:19.0,,,115-114,,L. Barbosa misses 3-pt shot from 27 ft
0:17.0,Defensive rebound by A. Davis,,115-114,,
0:14.0,,,115-114,,Personal take foul by E. Bledsoe (drawn by J. Holiday)
0:14.0,J. Holiday makes free throw 1 of 2,1,116-114,,
0:14.0,J. Holiday makes free throw 2 of 2,1,117-114,,
0:14.0,,,117-114,,Phoenix full timeout
0:14.0,,,116-114,,A. Len enters the game for D. Booker
0:14.0,,,117-114,,D. Booker enters the game for A. Len
0:14.0,,,117-114,,J. Dudley enters the game for P. Tucker
0:08.0,,,117-116,2,E. Bledsoe makes 2-pt shot from 3 ft
0:07.0,,,117-116,,Personal take foul by E. Bledsoe (drawn by J. Holiday)
0:07.0,J. Holiday makes free throw 1 of 2,1,118-116,,
0:07.0,J. Holiday makes free throw 2 of 2,1,119-116,,
0:07.0,,,119-116,,Phoenix full timeout
0:07.0,,,117-116,,P. Tucker enters the game for E. Bledsoe
0:07.0,,,117-116,,A. Len enters the game for J. Dudley
0:07.0,,,119-116,,B. Knight enters the game for P. Tucker
0:07.0,,,119-116,,J. Dudley enters the game for A. Len
0:04.0,,,119-116,,D. Booker misses 3-pt shot from 25 ft (block by A. Davis)
0:04.0,Defensive rebound by T. Frazier,,119-116,,
0:04.0,,,119-116,,Personal take foul by T. Chandler (drawn by T. Frazier)
0:04.0,T. Frazier misses free throw 1 of 2,,119-116,,
0:04.0,Offensive rebound by Team,,119-116,,
0:04.0,T. Frazier makes free throw 2 of 2,1,120-116,,
0:04.0,,,120-116,,Phoenix full timeout
0:04.0,,,119-116,,A. Len enters the game for J. Dudley
0:04.0,,,119-116,,P. Tucker enters the game for D. Booker
0:04.0,,,120-116,,J. Dudley enters the game for P. Tucker
0:04.0,,,120-116,,D. Booker enters the game for A. Len
0:00.0,,,120-119,3,J. Dudley makes 3-pt shot from 27 ft (assist by D. Booker)
0:00.0,End of 1st overtime,,,,End of 1st overtime
