time,Toronto,pts.away,score,pts.home,Cleveland
3:10.0,,,92-118,3,D. Williams makes 3-pt shot from 24 ft
3:03.0,C. Joseph makes 3-pt shot from 25 ft (assist by P. Siakam),3,95-118,,
2:46.0,,,95-118,,Turnover by D. Williams (lost ball; steal by P. Siakam)
2:40.0,C. Joseph misses 3-pt shot from 23 ft,,95-118,,
2:39.0,Offensive rebound by P. Siakam,,95-118,,
2:39.0,P. Siakam misses 2-pt shot from 2 ft,,95-118,,
2:38.0,Offensive rebound by J. Poeltl,,95-118,,
2:38.0,J. Poeltl makes 2-pt shot at rim,2,97-118,,
2:12.0,,,97-120,2,I. Shumpert makes 2-pt shot from 18 ft (assist by D. Williams)
2:01.0,D. Carroll misses 3-pt shot from 25 ft,,97-120,,
2:01.0,,,97-120,,Defensive rebound by I. Shumpert
1:40.0,,,97-122,2,I. Shumpert makes 2-pt shot from 1 ft
1:40.0,,,97-122,,Shooting foul by P. Siakam (drawn by I. Shumpert)
1:40.0,Toronto full timeout,,97-122,,
1:40.0,,,97-123,1,I. Shumpert makes free throw 1 of 1
1:40.0,F. VanVleet enters the game for D. Carroll,,97-122,,
1:40.0,,,97-122,,D. Jones enters the game for C. Frye
1:40.0,,,97-122,,J. Jones enters the game for K. Korver
1:23.0,J. Poeltl misses 2-pt shot from 6 ft,,97-123,,
1:23.0,,,97-123,,Defensive rebound by I. Shumpert
1:08.0,,,97-123,,I. Shumpert misses 2-pt shot from 2 ft
1:07.0,Defensive rebound by F. VanVleet,,97-123,,
1:04.0,Shooting foul by R. Jefferson (drawn by C. Joseph),,97-123,,
1:04.0,C. Joseph makes free throw 1 of 2,1,98-123,,
1:04.0,C. Joseph makes free throw 2 of 2,1,99-123,,
0:42.0,,,99-125,2,I. Shumpert makes 2-pt shot from 10 ft (assist by D. Williams)
0:35.0,D. Wright makes 2-pt shot from 1 ft,2,101-125,,
0:11.0,,,101-125,,Turnover by J. Jones (lost ball; steal by D. Wright)
0:06.0,C. Joseph makes 2-pt shot from 1 ft (assist by D. Wright),2,103-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
