time,Toronto,pts.away,score,pts.home,Washington
5:37.0,N. Powell misses 2-pt shot from 1 ft,,95-91,,
5:37.0,,,95-91,,Defensive rebound by Team
5:37.0,Loose ball foul by S. Ibaka (drawn by M. Morris),,95-91,,
5:18.0,,,95-91,,M. Morris misses 2-pt shot from 20 ft
5:17.0,Defensive rebound by D. DeRozan,,95-91,,
5:07.0,Toronto full timeout,,95-91,,
5:05.0,C. Joseph enters the game for D. Wright,,95-91,,
5:00.0,D. DeRozan misses 2-pt shot from 18 ft,,95-91,,
4:59.0,,,95-91,,Defensive rebound by M. Morris
4:45.0,,,95-91,,J. Wall misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by D. DeRozan,,95-91,,
4:37.0,C. Joseph makes 2-pt shot from 16 ft (assist by D. DeRozan),2,97-91,,
4:22.0,,,97-93,2,B. Beal makes 2-pt shot from 1 ft
3:57.0,D. DeRozan makes 2-pt shot from 21 ft,2,99-93,,
3:41.0,,,99-93,,Turnover by B. Beal (lost ball; steal by N. Powell)
3:38.0,Shooting foul by J. Wall (drawn by N. Powell),,99-93,,
3:38.0,N. Powell makes free throw 1 of 2,1,100-93,,
3:38.0,N. Powell makes free throw 2 of 2,1,101-93,,
3:26.0,,,101-93,,Shooting foul by S. Ibaka (drawn by J. Wall)
3:26.0,,,101-93,,J. Wall misses free throw 1 of 2
3:26.0,,,101-93,,Offensive rebound by Team
3:26.0,,,101-94,1,J. Wall makes free throw 2 of 2
3:18.0,D. DeRozan misses 2-pt shot from 1 ft,,101-94,,
3:17.0,,,101-94,,Defensive rebound by O. Porter
3:08.0,,,101-94,,B. Beal misses 3-pt shot from 23 ft
3:07.0,Defensive rebound by S. Ibaka,,101-94,,
2:50.0,S. Ibaka misses 2-pt shot from 16 ft,,101-94,,
2:49.0,,,101-94,,Defensive rebound by M. Morris
2:45.0,,,101-94,,J. Wall misses 2-pt shot from 1 ft (block by S. Ibaka)
2:43.0,,,101-94,,Offensive rebound by B. Beal
2:42.0,,,101-94,,Shooting foul by N. Powell (drawn by B. Beal)
2:42.0,,,101-95,1,B. Beal makes free throw 1 of 2
2:42.0,,,101-96,1,B. Beal makes free throw 2 of 2
2:24.0,N. Powell makes 2-pt shot at rim,2,103-96,,
2:11.0,,,103-96,,B. Beal misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by C. Joseph,,103-96,,
1:51.0,S. Ibaka misses 3-pt shot from 28 ft,,103-96,,
1:50.0,,,103-96,,Defensive rebound by M. Morris
1:50.0,Loose ball foul by P. Tucker (drawn by M. Morris),,103-96,,
1:50.0,,,103-97,1,M. Morris makes free throw 1 of 2
1:50.0,,,103-98,1,M. Morris makes free throw 2 of 2
1:30.0,N. Powell makes 3-pt shot from 23 ft (assist by D. DeRozan),3,106-98,,
1:30.0,,,106-98,,Washington full timeout
1:30.0,,,106-98,,B. Bogdanovic enters the game for M. Gortat
1:23.0,,,106-100,2,B. Beal makes 2-pt shot from 21 ft (assist by O. Porter)
1:20.0,Toronto full timeout,,106-100,,
1:14.0,S. Ibaka makes 2-pt shot at rim (assist by D. DeRozan),2,108-100,,
1:09.0,,,108-102,2,J. Wall makes 2-pt shot from 1 ft
0:59.0,,,108-102,,Personal foul by B. Beal (drawn by D. DeRozan)
0:53.0,Turnover by D. DeRozan (lost ball),,108-102,,
0:42.0,,,108-105,3,J. Wall makes 3-pt shot from 26 ft (assist by M. Morris)
0:21.0,D. DeRozan makes 3-pt shot from 26 ft,3,111-105,,
0:20.0,,,111-105,,Washington full timeout
0:19.0,Inbound foul by N. Powell,,111-105,,
0:19.0,,,111-106,1,B. Beal makes free throw 1 of 1
0:13.0,,,111-106,,J. Wall misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by D. DeRozan,,111-106,,
0:09.0,,,111-106,,Personal foul by B. Bogdanovic (drawn by D. DeRozan)
0:09.0,D. DeRozan makes free throw 1 of 2,1,112-106,,
0:09.0,D. DeRozan misses free throw 2 of 2,,112-106,,
0:09.0,Offensive rebound by D. DeRozan,,112-106,,
0:08.0,,,112-106,,Personal take foul by M. Morris (drawn by D. DeRozan)
0:08.0,D. DeRozan makes free throw 1 of 2,1,113-106,,
0:08.0,D. DeRozan makes free throw 2 of 2,1,114-106,,
0:01.0,,,114-106,,J. Wall misses 3-pt shot from 29 ft
0:00.0,Defensive rebound by D. DeRozan,,114-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
