time,Dallas,pts.away,score,pts.home,Oklahoma City
10:42.0,C. Parsons makes 3-pt shot from 24 ft (assist by J. Barea),3,70-83,,
10:26.0,,,70-83,,S. Ibaka enters the game for M. McGary
10:24.0,,,70-83,,Turnover by N. Collison (lost ball)
10:13.0,A. Aminu makes 3-pt shot from 25 ft (assist by J. Barea),3,73-83,,
10:12.0,,,73-83,,Oklahoma City full timeout
9:59.0,,,73-85,2,S. Ibaka makes 2-pt shot from 14 ft (assist by D. Waiters)
9:39.0,A. Aminu misses 3-pt shot from 22 ft,,73-85,,
9:36.0,,,73-85,,Defensive rebound by S. Ibaka
9:22.0,,,73-85,,K. Durant misses 3-pt shot from 24 ft
9:20.0,Defensive rebound by J. Barea,,73-85,,
9:08.0,J. Barea makes 2-pt shot from 3 ft,2,75-85,,
8:53.0,,,75-85,,K. Durant misses 2-pt shot from 7 ft
8:52.0,Defensive rebound by A. Aminu,,75-85,,
8:44.0,C. Parsons misses 3-pt shot from 22 ft,,75-85,,
8:42.0,,,75-85,,Defensive rebound by S. Ibaka
8:24.0,,,75-85,,A. Morrow misses 3-pt shot from 23 ft
8:23.0,Defensive rebound by T. Chandler,,75-85,,
8:05.0,J. Barea misses 2-pt shot from 13 ft,,75-85,,
8:04.0,,,75-85,,Defensive rebound by S. Ibaka
7:52.0,,,75-87,2,D. Waiters makes 2-pt shot from 16 ft
7:38.0,M. Ellis misses 2-pt shot from 2 ft,,75-87,,
7:36.0,,,75-87,,Defensive rebound by S. Ibaka
7:25.0,,,75-87,,K. Durant misses 2-pt shot from 13 ft
7:24.0,Defensive rebound by T. Chandler,,75-87,,
7:06.0,C. Parsons misses 2-pt shot from 3 ft,,75-87,,
7:05.0,,,75-87,,Defensive rebound by K. Durant
6:42.0,,,75-87,,Turnover by Team (shot clock)
6:42.0,,,75-87,,R. Westbrook enters the game for A. Morrow
6:42.0,D. Nowitzki enters the game for A. Aminu,,75-87,,
6:42.0,R. Rondo enters the game for J. Barea,,75-87,,
6:29.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by R. Rondo),2,77-87,,
6:06.0,,,77-89,2,S. Ibaka makes 2-pt shot from 18 ft (assist by K. Durant)
5:45.0,D. Nowitzki misses 2-pt shot from 13 ft,,77-89,,
5:44.0,Offensive rebound by C. Parsons,,77-89,,
5:40.0,D. Nowitzki makes 2-pt shot from 19 ft (assist by C. Parsons),2,79-89,,
5:25.0,,,79-91,2,R. Westbrook makes 2-pt shot from 2 ft
5:04.0,C. Parsons makes 2-pt shot from 5 ft,2,81-91,,
4:48.0,,,81-93,2,R. Westbrook makes 2-pt shot from 2 ft
4:35.0,C. Parsons misses 2-pt shot from 16 ft,,81-93,,
4:34.0,,,81-93,,Defensive rebound by K. Durant
4:20.0,,,81-93,,R. Westbrook misses 2-pt shot from 17 ft
4:19.0,Defensive rebound by T. Chandler,,81-93,,
4:10.0,R. Rondo misses 2-pt shot from 8 ft,,81-93,,
4:09.0,,,81-93,,Defensive rebound by S. Ibaka
3:51.0,,,81-93,,N. Collison misses 2-pt shot from 7 ft
3:50.0,,,81-93,,Offensive rebound by S. Ibaka
3:33.0,,,81-93,,N. Collison misses 3-pt shot from 23 ft
3:32.0,Defensive rebound by T. Chandler,,81-93,,
3:23.0,,,81-93,,Personal foul by N. Collison (drawn by D. Nowitzki)
3:23.0,,,81-93,,A. Morrow enters the game for D. Waiters
3:13.0,D. Nowitzki makes 2-pt shot from 3 ft,2,83-93,,
2:59.0,,,83-95,2,N. Collison makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:40.0,C. Parsons misses 2-pt shot from 1 ft,,83-95,,
2:38.0,,,83-95,,Defensive rebound by N. Collison
2:24.0,,,83-97,2,R. Westbrook makes 2-pt shot from 1 ft
2:24.0,Dallas full timeout,,83-97,,
2:24.0,,,83-97,,A. Roberson enters the game for K. Durant
2:12.0,M. Ellis misses 2-pt shot from 14 ft,,83-97,,
2:11.0,,,83-97,,Defensive rebound by A. Roberson
1:57.0,,,83-99,2,R. Westbrook makes 2-pt shot at rim
1:53.0,Offensive foul by T. Chandler,,83-99,,
1:53.0,Turnover by T. Chandler (offensive foul),,83-99,,
1:53.0,,,83-99,,J. Lamb enters the game for S. Ibaka
1:53.0,,,83-99,,P. Jones enters the game for N. Collison
1:53.0,,,83-99,,M. McGary enters the game for R. Westbrook
1:53.0,C. Villanueva enters the game for D. Nowitzki,,83-99,,
1:53.0,A. Aminu enters the game for T. Chandler,,83-99,,
1:40.0,,,83-99,,Turnover by A. Morrow (bad pass)
1:34.0,C. Villanueva makes 3-pt shot from 24 ft (assist by R. Rondo),3,86-99,,
1:11.0,,,86-99,,J. Lamb misses 2-pt shot from 9 ft
1:10.0,,,86-99,,Offensive rebound by A. Roberson
1:10.0,,,86-101,2,A. Roberson makes 2-pt shot from 1 ft
1:03.0,C. Villanueva makes 3-pt shot from 24 ft (assist by R. Rondo),3,89-101,,
0:44.0,,,89-104,3,J. Lamb makes 3-pt shot from 25 ft
0:38.0,C. Villanueva misses 3-pt shot from 27 ft,,89-104,,
0:37.0,,,89-104,,Defensive rebound by A. Roberson
0:28.0,Personal take foul by R. Rondo (drawn by J. Lamb),,89-104,,
0:28.0,J. Barea enters the game for M. Ellis,,89-104,,
0:13.0,,,89-104,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
