time,Milwaukee,pts.away,score,pts.home,Philadelphia
8:39.0,,,90-81,,Offensive rebound by J. Grant
8:39.0,,,90-81,,J. Grant misses 2-pt shot from 4 ft
8:38.0,,,90-81,,Offensive rebound by H. Sims
8:37.0,,,90-81,,H. Sims misses 2-pt shot from 1 ft (block by J. Henson)
8:37.0,,,90-81,,Offensive rebound by Team
8:37.0,Official timeout,,90-81,,
8:37.0,K. Middleton enters the game for M. Carter-Williams,,90-81,,
8:35.0,,,90-81,,Offensive charge foul by R. Covington
8:35.0,,,90-81,,Turnover by R. Covington (offensive foul)
8:35.0,,,90-81,,J. Sampson enters the game for H. Thompson
8:25.0,J. Henson makes 2-pt shot at rim (assist by O. Mayo),2,92-81,,
7:59.0,,,92-81,,Turnover by R. Covington (lost ball; steal by K. Middleton)
7:53.0,O. Mayo makes 3-pt shot from 25 ft,3,95-81,,
7:52.0,,,95-81,,Philadelphia full timeout
7:27.0,,,95-81,,I. Smith misses 3-pt shot from 23 ft
7:24.0,Defensive rebound by J. Henson,,95-81,,
7:12.0,J. Bayless makes 2-pt shot from 1 ft (assist by O. Mayo),2,97-81,,
7:12.0,Shooting foul by I. Smith (drawn by J. Bayless),,97-81,,
7:12.0,J. Bayless makes free throw 1 of 1,1,98-81,,
7:03.0,,,98-83,2,R. Covington makes 2-pt shot from 3 ft (assist by I. Smith)
7:03.0,Violation by J. Henson (def goaltending),,98-83,,
6:52.0,Turnover by J. Bayless (lost ball),,98-83,,
6:41.0,,,98-83,,J. Sampson misses 3-pt shot from 28 ft
6:39.0,,,98-83,,Offensive rebound by H. Sims
6:38.0,,,98-83,,H. Sims misses 2-pt shot from 2 ft (block by J. Henson)
6:36.0,Defensive rebound by O. Mayo,,98-83,,
6:32.0,K. Middleton misses 3-pt shot from 23 ft,,98-83,,
6:30.0,,,98-83,,Defensive rebound by Team
6:26.0,Personal foul by J. Henson (drawn by H. Sims),,98-83,,
6:26.0,J. Gutierrez enters the game for K. Middleton,,98-83,,
6:15.0,,,98-83,,J. Sampson misses 2-pt shot from 18 ft
6:13.0,,,98-83,,Offensive rebound by H. Sims
6:12.0,,,98-83,,H. Sims misses 2-pt shot at rim (block by J. Henson)
6:09.0,Defensive rebound by G. Antetokounmpo,,98-83,,
6:05.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by J. Sampson),,98-83,,
6:03.0,,,98-83,,Defensive rebound by R. Covington
6:00.0,,,98-83,,J. Grant misses 2-pt shot from 3 ft
5:59.0,Defensive rebound by O. Mayo,,98-83,,
5:57.0,Turnover by O. Mayo (lost ball; steal by J. Sampson),,98-83,,
5:57.0,,,98-83,,Shooting foul by O. Mayo (drawn by J. Sampson)
5:57.0,,,98-84,1,J. Sampson makes free throw 1 of 2
5:57.0,,,98-85,1,J. Sampson makes free throw 2 of 2
5:50.0,Turnover by J. Gutierrez (bad pass),,98-85,,
5:40.0,,,98-85,,R. Covington misses 2-pt shot from 2 ft
5:37.0,,,98-85,,Offensive rebound by J. Sampson
5:37.0,,,98-87,2,J. Sampson makes 2-pt shot at rim
5:09.0,Turnover by Team (shot clock),,98-87,,
4:58.0,,,98-87,,Turnover by R. Covington (traveling)
4:45.0,J. Henson makes 2-pt shot at rim (assist by G. Antetokounmpo),2,100-87,,
4:31.0,,,100-89,2,H. Sims makes 2-pt shot from 18 ft (assist by I. Smith)
4:19.0,Turnover by J. Bayless (bad pass),,100-89,,
3:59.0,,,100-91,2,H. Sims makes 2-pt shot from 2 ft (assist by I. Smith)
3:43.0,Offensive charge foul by G. Antetokounmpo,,100-91,,
3:43.0,Turnover by G. Antetokounmpo (offensive foul),,100-91,,
3:32.0,,,100-91,,R. Covington misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by J. Bayless,,100-91,,
3:09.0,J. Bayless misses 2-pt shot from 19 ft,,100-91,,
3:07.0,Offensive rebound by O. Mayo,,100-91,,
3:02.0,Turnover by O. Mayo (bad pass; steal by J. Grant),,100-91,,
2:57.0,,,100-91,,Offensive charge foul by H. Sims
2:57.0,,,100-91,,Turnover by H. Sims (offensive foul)
2:57.0,Milwaukee full timeout,,100-91,,
2:57.0,T. Ennis enters the game for G. Antetokounmpo,,100-91,,
2:57.0,,,100-91,,H. Thompson enters the game for R. Covington
2:44.0,J. Bayless misses 2-pt shot from 1 ft,,100-91,,
2:42.0,,,100-91,,Defensive rebound by J. Sampson
2:37.0,,,100-91,,J. Sampson misses 3-pt shot from 23 ft (block by J. Henson)
2:36.0,,,100-91,,Offensive rebound by Team
2:30.0,,,100-91,,Turnover by I. Smith (bad pass)
2:24.0,J. Gutierrez makes 2-pt shot at rim (assist by O. Mayo),2,102-91,,
2:13.0,Personal foul by J. Gutierrez (drawn by H. Sims),,102-91,,
2:13.0,Technical foul by O. Mayo,,102-91,,
2:13.0,,,102-91,,H. Sims misses technical free throw
2:13.0,,,102-91,,Offensive rebound by Team
2:13.0,M. Plumlee enters the game for J. Henson,,102-91,,
2:13.0,,,102-92,1,H. Sims makes free throw 1 of 2
2:13.0,,,102-93,1,H. Sims makes free throw 2 of 2
2:11.0,,,102-93,,Personal foul by H. Sims (drawn by M. Plumlee)
2:11.0,M. Plumlee misses free throw 1 of 2,,102-93,,
2:11.0,Offensive rebound by Team,,102-93,,
2:11.0,M. Plumlee makes free throw 2 of 2,1,103-93,,
2:11.0,,,103-93,,Philadelphia full timeout
1:59.0,,,103-93,,H. Sims misses 3-pt shot from 27 ft
1:58.0,,,103-93,,Offensive rebound by J. Sampson
1:58.0,,,103-95,2,J. Sampson makes 2-pt shot at rim
1:58.0,,,103-95,,Shooting foul by J. Bayless (drawn by J. Sampson)
1:58.0,,,103-95,,Turnover by H. Sims (lane violation.)
1:51.0,M. Plumlee makes 2-pt shot at rim (assist by O. Mayo),2,105-95,,
1:41.0,Personal foul by J. Bayless (drawn by J. Sampson),,105-95,,
1:41.0,,,105-95,,Technical foul by J. Sampson
1:41.0,Technical foul by J. Bayless (drawn by J. Sampson),,105-95,,
1:41.0,,,105-96,1,J. Sampson makes free throw 1 of 2
1:41.0,,,105-97,1,J. Sampson makes free throw 2 of 2
1:32.0,M. Plumlee misses 2-pt shot from 3 ft (block by H. Sims),,105-97,,
1:32.0,Offensive rebound by Team,,105-97,,
1:24.0,J. Bayless misses 2-pt shot from 19 ft,,105-97,,
1:22.0,Offensive rebound by M. Plumlee,,105-97,,
1:13.0,Turnover by T. Ennis (bad pass; steal by J. Grant),,105-97,,
1:04.0,,,105-97,,H. Thompson misses 2-pt shot from 4 ft
1:02.0,Defensive rebound by M. Plumlee,,105-97,,
0:47.0,T. Ennis makes 2-pt shot from 10 ft,2,107-97,,
0:46.0,,,107-97,,Philadelphia full timeout
0:42.0,,,107-97,,H. Sims misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by Team,,107-97,,
0:23.0,T. Ennis misses 2-pt shot from 4 ft,,107-97,,
0:21.0,,,107-97,,Defensive rebound by J. Grant
0:12.0,,,107-97,,H. Sims misses 2-pt shot from 12 ft
0:11.0,,,107-97,,Offensive rebound by H. Thompson
0:03.0,,,107-97,,J. Grant misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by Team,,107-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
