time,Miami,pts.away,score,pts.home,Orlando
0:48.0,H. Walker enters the game for H. Whiteside,,74-81,,
0:44.0,Shooting foul by W. Green (drawn by D. Wade),,74-81,,
0:44.0,D. Wade makes free throw 1 of 2,1,75-81,,
0:44.0,,,75-81,,D. Dedmon enters the game for E. Payton
0:44.0,D. Wade misses free throw 2 of 2,,75-81,,
0:44.0,,,75-81,,Defensive rebound by D. Dedmon
0:44.0,,,75-81,,Orlando full timeout
0:44.0,,,75-81,,E. Fournier enters the game for D. Dedmon
0:42.0,Personal foul by M. Chalmers (drawn by N. Vucevic),,75-81,,
0:42.0,,,75-82,1,N. Vucevic makes free throw 1 of 2
0:42.0,H. Whiteside enters the game for H. Walker,,75-82,,
0:42.0,,,75-82,,E. Payton enters the game for E. Fournier
0:42.0,,,75-83,1,N. Vucevic makes free throw 2 of 2
0:42.0,Miami full timeout,,75-83,,
0:42.0,H. Walker enters the game for H. Whiteside,,75-83,,
0:37.0,Shooting foul by W. Green (drawn by M. Chalmers),,75-83,,
0:37.0,,,75-83,,D. Dedmon enters the game for E. Payton
0:37.0,M. Chalmers misses free throw 1 of 3,,75-83,,
0:37.0,Offensive rebound by Team,,75-83,,
0:37.0,M. Chalmers makes free throw 2 of 3,1,76-83,,
0:37.0,M. Chalmers makes free throw 3 of 3,1,77-83,,
0:37.0,,,77-83,,Orlando full timeout
0:37.0,,,77-83,,E. Fournier enters the game for D. Dedmon
0:37.0,Personal take foul by L. Deng (drawn by N. Vucevic),,77-83,,
0:37.0,,,77-83,,N. Vucevic misses free throw 1 of 2
0:37.0,,,77-83,,Offensive rebound by Team
0:37.0,,,77-83,,E. Payton enters the game for E. Fournier
0:37.0,,,77-84,1,N. Vucevic makes free throw 2 of 2
0:30.0,D. Wade makes 2-pt shot from 6 ft,2,79-84,,
0:25.0,,,79-84,,Turnover by N. Vucevic (lost ball)
0:22.0,H. Walker makes 3-pt shot from 25 ft (assist by L. Deng),3,82-84,,
0:22.0,,,82-84,,Orlando full timeout
0:22.0,,,82-84,,E. Fournier enters the game for E. Payton
0:22.0,Personal take foul by M. Chalmers (drawn by V. Oladipo),,82-84,,
0:22.0,,,82-84,,V. Oladipo misses free throw 1 of 2
0:22.0,,,82-84,,Offensive rebound by Team
0:22.0,,,82-84,,E. Payton enters the game for E. Fournier
0:22.0,,,82-85,1,V. Oladipo makes free throw 2 of 2
0:02.0,H. Walker makes 3-pt shot from 26 ft (assist by D. Wade),3,85-85,,
0:02.0,,,85-85,,Turnover by V. Oladipo (bad pass; steal by L. Deng)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:56.0,Jump ball: N. Vucevic vs. H. Whiteside (H. Walker gains possession),,,,Jump ball: N. Vucevic vs. H. Whiteside (H. Walker gains possession)
4:51.0,M. Chalmers misses 3-pt shot from 27 ft,,85-85,,
4:48.0,Offensive rebound by Team,,85-85,,
4:43.0,Turnover by Team (shot clock),,85-85,,
4:37.0,,,85-85,,N. Vucevic misses 2-pt shot from 2 ft
4:36.0,Defensive rebound by H. Whiteside,,85-85,,
4:08.0,L. Deng misses 3-pt shot from 25 ft,,85-85,,
4:08.0,,,85-85,,Defensive rebound by V. Oladipo
3:48.0,,,85-85,,E. Payton misses 2-pt shot from 2 ft (block by H. Whiteside)
3:44.0,Defensive rebound by L. Deng,,85-85,,
3:29.0,G. Dragic misses 2-pt shot at rim,,85-85,,
3:27.0,Offensive rebound by Team,,85-85,,
3:26.0,D. Wade enters the game for M. Chalmers,,85-85,,
3:26.0,Jump ball: V. Oladipo vs. H. Whiteside (D. Wade gains possession),,,,Jump ball: V. Oladipo vs. H. Whiteside (D. Wade gains possession)
3:26.0,D. Wade misses 2-pt shot from 20 ft,,85-85,,
3:21.0,Offensive rebound by Team,,85-85,,
3:17.0,,,85-85,,Loose ball foul by V. Oladipo (drawn by H. Whiteside)
3:15.0,H. Walker misses 3-pt shot from 25 ft,,85-85,,
3:11.0,,,85-85,,Defensive rebound by N. Vucevic
3:11.0,Personal foul by H. Whiteside (drawn by N. Vucevic),,85-85,,
2:59.0,,,85-85,,Shooting foul by D. Wade (drawn by N. Vucevic)
2:59.0,,,85-85,,N. Vucevic misses free throw 1 of 2
2:59.0,,,85-85,,Offensive rebound by Team
2:59.0,,,85-86,1,N. Vucevic makes free throw 2 of 2
2:49.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,87-86,,
2:33.0,,,87-86,,W. Green misses 3-pt shot from 23 ft
2:32.0,Defensive rebound by L. Deng,,87-86,,
2:25.0,D. Wade makes 2-pt shot from 1 ft (assist by L. Deng),2,89-86,,
2:25.0,,,89-86,,Orlando full timeout
2:09.0,,,89-88,2,N. Vucevic makes 2-pt shot from 4 ft
1:45.0,H. Walker misses 3-pt shot from 25 ft,,89-88,,
1:44.0,,,89-88,,Defensive rebound by N. Vucevic
1:29.0,,,89-88,,N. Vucevic misses 2-pt shot from 18 ft
1:29.0,Defensive rebound by H. Whiteside,,89-88,,
1:08.0,Turnover by D. Wade (bad pass),,89-88,,
0:53.0,,,89-88,,N. Vucevic misses 2-pt shot from 6 ft
0:51.0,Defensive rebound by H. Whiteside,,89-88,,
0:39.0,,,89-88,,Personal foul by E. Payton (drawn by G. Dragic)
0:30.0,D. Wade misses 3-pt shot from 26 ft,,89-88,,
0:28.0,,,89-88,,Defensive rebound by T. Harris
0:28.0,,,89-88,,Orlando full timeout
0:28.0,,,89-88,,E. Fournier enters the game for E. Payton
0:19.0,,,89-88,,Turnover by N. Vucevic (lost ball; steal by H. Walker)
0:17.0,,,89-88,,Personal take foul by W. Green (drawn by D. Wade)
0:17.0,D. Wade makes free throw 1 of 2,1,90-88,,
0:17.0,D. Wade makes free throw 2 of 2,1,91-88,,
0:17.0,,,91-88,,Orlando full timeout
0:17.0,U. Haslem enters the game for H. Whiteside,,91-88,,
0:17.0,,,91-88,,D. Dedmon enters the game for T. Harris
0:11.0,,,91-90,2,N. Vucevic makes 2-pt shot from 1 ft
0:07.0,,,91-90,,Personal take foul by N. Vucevic (drawn by G. Dragic)
0:07.0,G. Dragic makes free throw 1 of 2,1,92-90,,
0:07.0,,,92-90,,T. Harris enters the game for D. Dedmon
0:07.0,G. Dragic makes free throw 2 of 2,1,93-90,,
0:02.0,,,93-90,,V. Oladipo misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by H. Walker,,93-90,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
