time,Oklahoma City,pts.away,score,pts.home,Denver
6:14.0,S. Ibaka enters the game for N. Collison,,115-102,,
6:14.0,R. Westbrook enters the game for D. Waiters,,115-102,,
6:06.0,A. Morrow misses 2-pt shot from 20 ft,,115-102,,
6:05.0,,,115-102,,Defensive rebound by J. Nurkic
5:53.0,,,115-104,2,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson)
5:43.0,Offensive foul by R. Jackson,,115-104,,
5:43.0,Turnover by R. Jackson (offensive foul),,115-104,,
5:43.0,K. Durant enters the game for R. Jackson,,115-104,,
5:29.0,,,115-106,2,T. Lawson makes 2-pt shot from 12 ft
5:19.0,,,115-106,,Personal foul by R. Foye (drawn by K. Durant)
5:12.0,,,115-106,,Personal foul by J. Nurkic (drawn by R. Westbrook)
5:12.0,R. Westbrook misses free throw 1 of 2,,115-106,,
5:12.0,Offensive rebound by Team,,115-106,,
5:12.0,R. Westbrook makes free throw 2 of 2,1,116-106,,
5:05.0,,,116-106,,K. Faried misses 2-pt shot from 4 ft (block by M. McGary)
4:59.0,,,116-106,,Offensive rebound by J. Nurkic
4:56.0,,,116-106,,J. Nurkic misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by S. Ibaka,,116-106,,
4:45.0,M. McGary makes 2-pt shot from 1 ft (assist by R. Westbrook),2,118-106,,
4:35.0,,,118-109,3,R. Foye makes 3-pt shot from 26 ft (assist by T. Lawson)
4:16.0,K. Durant makes 2-pt shot from 11 ft (assist by R. Westbrook),2,120-109,,
4:06.0,,,120-109,,Offensive foul by J. Nurkic
4:06.0,,,120-109,,Turnover by J. Nurkic (offensive foul)
4:05.0,A. Roberson enters the game for A. Morrow,,120-109,,
3:47.0,R. Westbrook makes 2-pt shot from 14 ft,2,122-109,,
3:36.0,,,122-109,,Turnover by K. Faried (bad pass)
3:16.0,Turnover by A. Roberson (traveling),,122-109,,
3:00.0,Personal foul by A. Roberson (drawn by K. Faried),,122-109,,
2:54.0,,,122-112,3,T. Lawson makes 3-pt shot from 24 ft
2:51.0,Oklahoma City full timeout,,122-112,,
2:51.0,Official timeout,,122-112,,
2:32.0,R. Westbrook makes 2-pt shot from 15 ft,2,124-112,,
2:12.0,Inbound foul by A. Roberson,,124-112,,
2:12.0,,,124-113,1,R. Foye makes free throw 1 of 2
2:12.0,,,124-114,1,R. Foye makes free throw 2 of 2
1:50.0,K. Durant misses 3-pt shot from 28 ft,,124-114,,
1:48.0,,,124-114,,Defensive rebound by K. Faried
1:40.0,,,124-114,,Turnover by J. Nurkic (lost ball)
1:16.0,Shooting foul by J. Nurkic (drawn by K. Durant),,124-114,,
1:16.0,,,124-114,,D. Arthur enters the game for J. Nurkic
1:16.0,K. Durant misses free throw 1 of 2,,124-114,,
1:16.0,Offensive rebound by Team,,124-114,,
1:16.0,R. Jackson enters the game for R. Westbrook,,124-114,,
1:16.0,N. Collison enters the game for S. Ibaka,,124-114,,
1:16.0,,,124-114,,E. Green enters the game for T. Lawson
1:16.0,,,124-114,,G. Harris enters the game for R. Foye
1:16.0,,,124-114,,D. Gallinari enters the game for W. Chandler
1:16.0,K. Durant misses free throw 2 of 2,,124-114,,
1:15.0,Offensive rebound by M. McGary,,124-114,,
0:55.0,K. Durant misses 2-pt shot from 16 ft,,124-114,,
0:53.0,,,124-114,,Defensive rebound by K. Faried
0:31.0,,,124-114,,D. Arthur misses 2-pt shot from 16 ft
0:30.0,Defensive rebound by M. McGary,,124-114,,
0:07.0,Turnover by Team (shot clock),,124-114,,
0:03.0,,,124-114,,E. Green misses 3-pt shot from 25 ft
0:00.0,,,124-114,,Offensive rebound by K. Faried
0:00.0,End of 4th quarter,,,,End of 4th quarter
