time,Miami,pts.away,score,pts.home,New York
6:58.0,,,96-75,,A. Bargnani misses free throw 1 of 2
6:58.0,,,96-75,,Offensive rebound by Team
6:58.0,,,96-76,1,A. Bargnani makes free throw 2 of 2
6:42.0,S. Napier misses 3-pt shot from 25 ft,,96-76,,
6:41.0,,,96-76,,Defensive rebound by A. Bargnani
6:34.0,,,96-76,,C. Early misses 2-pt shot from 1 ft
6:33.0,Defensive rebound by J. Ennis,,96-76,,
6:26.0,T. Johnson makes 3-pt shot from 23 ft (assist by L. Deng),3,99-76,,
6:09.0,,,99-76,,C. Early misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by S. Napier,,99-76,,
6:04.0,Shooting foul by C. Early (drawn by S. Napier),,99-76,,
6:04.0,S. Napier makes free throw 1 of 2,1,100-76,,
6:04.0,S. Napier makes free throw 2 of 2,1,101-76,,
5:47.0,,,101-76,,A. Bargnani misses 2-pt shot from 22 ft
5:46.0,Defensive rebound by L. Deng,,101-76,,
5:23.0,S. Napier makes 3-pt shot from 27 ft (assist by J. Ennis),3,104-76,,
5:01.0,,,104-76,,L. Galloway misses 2-pt shot from 15 ft
5:00.0,,,104-76,,Offensive rebound by A. Bargnani
5:00.0,,,104-76,,A. Bargnani misses 2-pt shot from 1 ft
4:59.0,,,104-76,,Offensive rebound by L. Galloway
4:42.0,,,104-76,,L. Galloway misses 2-pt shot from 22 ft
4:41.0,Defensive rebound by Team,,104-76,,
4:29.0,,,104-76,,T. Hardaway enters the game for J. Calderon
4:29.0,,,104-76,,T. Wear enters the game for Q. Acy
4:22.0,Turnover by T. Johnson (lost ball; steal by T. Hardaway),,104-76,,
4:09.0,Personal foul by C. Andersen (drawn by A. Bargnani),,104-76,,
4:09.0,U. Haslem enters the game for C. Andersen,,104-76,,
3:53.0,,,104-76,,L. Galloway misses 2-pt shot from 5 ft
3:52.0,,,104-76,,Offensive rebound by T. Wear
3:52.0,,,104-78,2,T. Wear makes 2-pt shot from 2 ft
3:33.0,Turnover by S. Napier (bad pass; steal by T. Wear),,104-78,,
3:29.0,,,104-78,,Turnover by T. Wear (bad pass)
3:29.0,M. Chalmers enters the game for L. Deng,,104-78,,
3:17.0,J. Ennis misses 2-pt shot from 6 ft (block by T. Wear),,104-78,,
3:16.0,,,104-78,,Defensive rebound by T. Wear
2:58.0,,,104-78,,C. Early misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by U. Haslem,,104-78,,
2:51.0,S. Napier misses 2-pt shot from 2 ft (block by T. Wear),,104-78,,
2:50.0,Offensive rebound by Team,,104-78,,
2:50.0,Official timeout,,104-78,,
2:38.0,U. Haslem makes 2-pt shot at rim,2,106-78,,
2:14.0,,,106-80,2,C. Early makes 2-pt shot at rim (assist by A. Bargnani)
1:56.0,S. Napier misses 2-pt shot from 20 ft,,106-80,,
1:56.0,,,106-80,,Defensive rebound by A. Bargnani
1:42.0,,,106-82,2,A. Bargnani makes 2-pt shot from 13 ft
1:21.0,U. Haslem makes 2-pt shot from 18 ft,2,108-82,,
1:05.0,,,108-84,2,A. Bargnani makes 2-pt shot from 1 ft (assist by T. Wear)
0:51.0,U. Haslem makes 3-pt shot from 24 ft (assist by S. Napier),3,111-84,,
0:34.0,,,111-84,,T. Hardaway misses 3-pt shot from 25 ft
0:32.0,,,111-84,,Offensive rebound by A. Bargnani
0:31.0,Personal foul by U. Haslem (drawn by A. Bargnani),,111-84,,
0:31.0,,,111-84,,Q. Acy enters the game for T. Wear
0:27.0,,,111-84,,A. Bargnani misses 2-pt shot from 20 ft
0:26.0,Defensive rebound by M. Chalmers,,111-84,,
0:02.0,M. Chalmers misses 2-pt shot from 4 ft (block by Q. Acy),,111-84,,
0:02.0,Offensive rebound by Team,,111-84,,
0:02.0,Turnover by Team (shot clock),,111-84,,
0:00.0,,,111-87,3,L. Galloway makes 3-pt shot from 48 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
