time,Portland,pts.away,score,pts.home,Minnesota
0:48.0,Defensive rebound by D. Wright,,104-111,,
0:42.0,D. Lillard makes 2-pt shot from 1 ft,2,106-111,,
0:40.0,Personal take foul by D. Lillard (drawn by R. Rubio),,106-111,,
0:40.0,,,106-112,1,R. Rubio makes free throw 1 of 2
0:40.0,,,106-113,1,R. Rubio makes free throw 2 of 2
0:33.0,D. Lillard makes 2-pt shot at rim,2,108-113,,
0:32.0,Personal take foul by N. Batum (drawn by K. Martin),,108-113,,
0:32.0,,,108-114,1,K. Martin makes free throw 1 of 2
0:32.0,,,108-115,1,K. Martin makes free throw 2 of 2
0:26.0,D. Lillard makes 2-pt shot at rim,2,110-115,,
0:24.0,Personal take foul by N. Batum (drawn by G. Neal),,110-115,,
0:24.0,,,110-116,1,G. Neal makes free throw 1 of 2
0:24.0,,,110-117,1,G. Neal makes free throw 2 of 2
0:15.0,D. Wright misses 3-pt shot from 26 ft,,110-117,,
0:14.0,,,110-117,,Defensive rebound by K. Martin
0:14.0,Personal take foul by A. Afflalo (drawn by K. Martin),,110-117,,
0:14.0,C. McCollum enters the game for A. Afflalo,,110-117,,
0:14.0,,,110-118,1,K. Martin makes free throw 1 of 2
0:14.0,,,110-119,1,K. Martin makes free throw 2 of 2
0:10.0,D. Lillard makes 3-pt shot from 25 ft,3,113-119,,
0:09.0,Personal take foul by N. Batum (drawn by G. Neal),,113-119,,
0:09.0,,,113-120,1,G. Neal makes free throw 1 of 2
0:09.0,,,113-121,1,G. Neal makes free throw 2 of 2
0:02.0,D. Lillard misses 3-pt shot from 28 ft,,113-121,,
0:01.0,,,113-121,,Defensive rebound by K. Garnett
0:00.0,End of 4th quarter,,,,End of 4th quarter
