time,Oklahoma City,pts.away,score,pts.home,LA Lakers
3:17.0,S. Ibaka misses 2-pt shot from 1 ft,,101-91,,
3:15.0,,,101-91,,Defensive rebound by J. Hill
3:04.0,,,101-91,,J. Hill misses 2-pt shot at rim (block by S. Ibaka)
2:58.0,Defensive rebound by D. Augustin,,101-91,,
2:48.0,S. Ibaka makes 2-pt shot from 19 ft,2,103-91,,
2:27.0,,,103-91,,J. Hill misses 2-pt shot from 3 ft
2:25.0,Defensive rebound by D. Augustin,,103-91,,
2:05.0,E. Kanter makes 2-pt shot from 2 ft (assist by S. Ibaka),2,105-91,,
2:05.0,,,105-91,,LA Lakers full timeout
1:48.0,,,105-94,3,J. Lin makes 3-pt shot from 25 ft
1:39.0,,,105-94,,Personal foul by W. Ellington (drawn by D. Augustin)
1:31.0,Shooting foul by R. Kelly (drawn by S. Ibaka),,105-94,,
1:31.0,S. Ibaka makes free throw 1 of 2,1,106-94,,
1:31.0,S. Ibaka makes free throw 2 of 2,1,107-94,,
1:25.0,,,107-96,2,J. Lin makes 2-pt shot from 2 ft
1:01.0,D. Augustin misses 3-pt shot from 25 ft,,107-96,,
1:00.0,,,107-96,,Defensive rebound by Team
0:56.0,,,107-96,,J. Lin misses 2-pt shot from 14 ft
0:52.0,,,107-96,,Offensive rebound by W. Ellington
0:50.0,,,107-96,,W. Ellington misses 2-pt shot from 15 ft
0:42.0,Defensive rebound by E. Kanter,,107-96,,
0:40.0,Turnover by E. Kanter (lost ball; steal by J. Lin),,107-96,,
0:40.0,,,107-96,,W. Ellington misses 3-pt shot from 22 ft
0:38.0,Defensive rebound by D. Augustin,,107-96,,
0:38.0,Turnover by J. Lamb (lost ball; steal by J. Lin),,107-96,,
0:35.0,,,107-98,2,J. Clarkson makes 2-pt shot from 1 ft
0:35.0,Oklahoma City full timeout,,107-98,,
0:31.0,,,107-98,,Personal take foul by J. Hill (drawn by E. Kanter)
0:31.0,E. Kanter makes free throw 1 of 2,1,108-98,,
0:31.0,E. Kanter misses free throw 2 of 2,,108-98,,
0:31.0,,,108-98,,Defensive rebound by J. Hill
0:14.0,,,108-98,,W. Ellington misses 3-pt shot from 26 ft
0:12.0,,,108-98,,Offensive rebound by J. Hill
0:09.0,,,108-101,3,J. Hill makes 3-pt shot from 24 ft
0:08.0,,,108-101,,Personal take foul by R. Kelly (drawn by D. Waiters)
0:08.0,D. Waiters misses free throw 1 of 2,,108-101,,
0:08.0,Offensive rebound by Team,,108-101,,
0:08.0,D. Waiters misses free throw 2 of 2,,108-101,,
0:06.0,,,108-101,,Defensive rebound by J. Lin
0:01.0,,,108-101,,J. Clarkson misses 3-pt shot from 26 ft (block by S. Ibaka)
0:00.0,,,108-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
