time,Dallas,pts.away,score,pts.home,Phoenix
5:01.0,,,86-80,,Defensive rebound by A. Goodwin
4:43.0,,,86-80,,A. Len misses 2-pt shot from 16 ft
4:43.0,,,86-80,,Offensive rebound by Team
4:43.0,,,86-80,,E. Bledsoe enters the game for M. Morris
4:43.0,D. Nowitzki enters the game for A. Aminu,,86-80,,
4:32.0,,,86-82,2,M. Morris makes 2-pt shot from 1 ft (assist by A. Len)
4:15.0,M. Ellis misses 2-pt shot from 18 ft,,86-82,,
4:13.0,,,86-82,,Defensive rebound by P. Tucker
4:05.0,,,86-85,3,E. Bledsoe makes 3-pt shot from 25 ft
4:04.0,Dallas full timeout,,86-85,,
3:48.0,M. Ellis misses 2-pt shot from 18 ft,,86-85,,
3:47.0,,,86-85,,Defensive rebound by E. Bledsoe
3:31.0,,,86-87,2,A. Goodwin makes 2-pt shot from 2 ft
3:13.0,D. Nowitzki makes 2-pt shot from 15 ft (assist by R. Rondo),2,88-87,,
3:03.0,,,88-87,,Shooting foul by T. Chandler (drawn by E. Bledsoe)
3:03.0,,,88-87,,E. Bledsoe misses free throw 1 of 2
3:03.0,,,88-87,,Offensive rebound by Team
3:03.0,,,88-88,1,E. Bledsoe makes free throw 2 of 2
2:49.0,Turnover by D. Nowitzki (lost ball; steal by E. Bledsoe),,88-88,,
2:46.0,,,88-88,,Turnover by P. Tucker (step out of bounds)
2:33.0,M. Ellis misses 2-pt shot from 13 ft,,88-88,,
2:31.0,,,88-88,,Defensive rebound by P. Tucker
2:22.0,,,88-88,,Turnover by A. Len (offensive foul)
2:22.0,,,88-88,,Offensive foul by A. Len
2:17.0,Offensive foul by T. Chandler,,88-88,,
2:17.0,Turnover by T. Chandler (offensive foul),,88-88,,
2:00.0,,,88-91,3,A. Goodwin makes 3-pt shot from 25 ft (assist by E. Bledsoe)
2:00.0,Dallas full timeout,,88-91,,
1:41.0,Turnover by M. Ellis (lost ball; steal by P. Tucker),,88-91,,
1:26.0,,,88-91,,Phoenix full timeout
1:21.0,,,88-91,,P. Tucker misses 2-pt shot from 22 ft
1:19.0,,,88-91,,Offensive rebound by M. Morris
1:19.0,Personal foul by R. Rondo (drawn by M. Morris),,88-91,,
1:19.0,,,88-91,,M. Morris misses free throw 1 of 2
1:19.0,,,88-91,,Offensive rebound by Team
1:19.0,,,88-92,1,M. Morris makes free throw 2 of 2
1:08.0,M. Ellis misses 2-pt shot from 10 ft,,88-92,,
1:06.0,,,88-92,,Defensive rebound by P. Tucker
0:59.0,,,88-92,,Turnover by P. Tucker (traveling)
0:59.0,Dallas full timeout,,88-92,,
0:54.0,C. Parsons misses 2-pt shot from 4 ft,,88-92,,
0:53.0,Offensive rebound by T. Chandler,,88-92,,
0:53.0,Shooting foul by A. Goodwin (drawn by T. Chandler),,88-92,,
0:53.0,T. Chandler makes free throw 1 of 2,1,89-92,,
0:53.0,A. Aminu enters the game for D. Nowitzki,,89-92,,
0:53.0,T. Chandler misses free throw 2 of 2,,89-92,,
0:53.0,Offensive rebound by A. Aminu,,89-92,,
0:53.0,A. Aminu misses 2-pt shot from 1 ft,,89-92,,
0:52.0,,,89-92,,Defensive rebound by Team
0:30.0,,,89-94,2,M. Morris makes 2-pt shot from 14 ft (assist by A. Goodwin)
0:29.0,Dallas full timeout,,89-94,,
0:29.0,D. Nowitzki enters the game for A. Aminu,,89-94,,
0:26.0,M. Ellis misses 2-pt shot from 2 ft,,89-94,,
0:24.0,,,89-94,,Defensive rebound by M. Morris
0:21.0,Personal take foul by M. Ellis (drawn by E. Bledsoe),,89-94,,
0:21.0,,,89-95,1,E. Bledsoe makes free throw 1 of 2
0:21.0,,,89-96,1,E. Bledsoe makes free throw 2 of 2
0:16.0,M. Ellis misses 3-pt shot from 24 ft,,89-96,,
0:15.0,Offensive rebound by Team,,89-96,,
0:15.0,,,89-96,,Loose ball foul by A. Len (drawn by T. Chandler)
0:15.0,T. Chandler misses free throw 1 of 2,,89-96,,
0:15.0,Offensive rebound by Team,,89-96,,
0:15.0,T. Chandler makes free throw 2 of 2,1,90-96,,
0:11.0,,,90-96,,Turnover by E. Bledsoe (lost ball; steal by R. Rondo)
0:11.0,R. Rondo makes 2-pt shot at rim,2,92-96,,
0:11.0,,,92-96,,Phoenix full timeout
0:11.0,A. Aminu enters the game for C. Parsons,,92-96,,
0:11.0,R. Felton enters the game for D. Nowitzki,,92-96,,
0:09.0,Personal take foul by R. Rondo (drawn by E. Bledsoe),,92-96,,
0:09.0,,,92-97,1,E. Bledsoe makes free throw 1 of 2
0:09.0,C. Parsons enters the game for A. Aminu,,92-97,,
0:09.0,,,92-98,1,E. Bledsoe makes free throw 2 of 2
0:04.0,R. Felton misses 3-pt shot from 25 ft,,92-98,,
0:01.0,,,92-98,,Defensive rebound by M. Morris
0:00.0,End of 4th quarter,,,,End of 4th quarter
