time,Charlotte,pts.away,score,pts.home,Toronto
3:38.0,Defensive rebound by B. Biyombo,,89-84,,
3:21.0,Shooting foul by T. Ross (drawn by G. Henderson),,89-84,,
3:21.0,G. Henderson makes free throw 1 of 2,1,90-84,,
3:21.0,,,90-84,,G. Vasquez enters the game for T. Ross
3:21.0,,,90-84,,J. Johnson enters the game for P. Patterson
3:21.0,G. Henderson makes free throw 2 of 2,1,91-84,,
3:09.0,,,91-84,,L. Williams misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by M. Kidd-Gilchrist,,91-84,,
2:58.0,,,91-84,,Personal foul by A. Johnson (drawn by B. Biyombo)
2:58.0,B. Biyombo makes free throw 1 of 2,1,92-84,,
2:58.0,B. Biyombo misses free throw 2 of 2,,92-84,,
2:57.0,,,92-84,,Defensive rebound by J. Johnson
2:47.0,,,92-87,3,K. Lowry makes 3-pt shot from 26 ft
2:31.0,G. Henderson makes 2-pt shot from 16 ft,2,94-87,,
2:19.0,,,94-87,,K. Lowry misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by M. Kidd-Gilchrist,,94-87,,
1:55.0,K. Walker makes 3-pt shot from 27 ft,3,97-87,,
1:55.0,,,97-87,,Toronto full timeout
1:55.0,,,97-87,,P. Patterson enters the game for L. Williams
1:48.0,,,97-89,2,A. Johnson makes 2-pt shot at rim (assist by K. Lowry)
1:24.0,G. Henderson makes 2-pt shot from 18 ft (assist by K. Walker),2,99-89,,
1:15.0,,,99-89,,P. Patterson misses 3-pt shot from 25 ft
1:14.0,,,99-89,,Offensive rebound by A. Johnson
1:13.0,,,99-91,2,A. Johnson makes 2-pt shot from 1 ft
0:58.0,M. Williams misses 3-pt shot from 23 ft,,99-91,,
0:57.0,Offensive rebound by Team,,99-91,,
0:57.0,,,99-91,,Loose ball foul by G. Vasquez (drawn by B. Biyombo)
0:57.0,B. Biyombo misses free throw 1 of 2,,99-91,,
0:57.0,Offensive rebound by Team,,99-91,,
0:57.0,B. Biyombo misses free throw 2 of 2,,99-91,,
0:57.0,,,99-91,,Defensive rebound by P. Patterson
0:49.0,Shooting block foul by B. Biyombo (drawn by K. Lowry),,99-91,,
0:49.0,,,99-92,1,K. Lowry makes free throw 1 of 2
0:49.0,J. Maxiell enters the game for B. Biyombo,,99-92,,
0:49.0,,,99-92,,T. Ross enters the game for G. Vasquez
0:49.0,,,99-93,1,K. Lowry makes free throw 2 of 2
0:49.0,Charlotte full timeout,,99-93,,
0:49.0,B. Roberts enters the game for M. Kidd-Gilchrist,,99-93,,
0:47.0,Turnover by M. Williams (bad pass; steal by T. Ross),,99-93,,
0:43.0,,,99-93,,T. Ross misses 2-pt shot from 1 ft
0:42.0,,,99-93,,Offensive rebound by P. Patterson
0:42.0,,,99-95,2,P. Patterson makes 2-pt shot from 1 ft
0:42.0,Charlotte full timeout,,99-95,,
0:20.0,K. Walker makes 2-pt shot from 21 ft,2,101-95,,
0:20.0,,,101-95,,Toronto full timeout
0:20.0,,,101-95,,G. Vasquez enters the game for J. Johnson
0:20.0,M. Kidd-Gilchrist enters the game for B. Roberts,,101-95,,
0:13.0,,,101-95,,Turnover by K. Lowry (lost ball; steal by K. Walker)
0:09.0,,,101-95,,Personal foul by T. Ross (drawn by K. Walker)
0:09.0,K. Walker makes free throw 1 of 2,1,102-95,,
0:09.0,K. Walker makes free throw 2 of 2,1,103-95,,
0:09.0,,,103-95,,Toronto full timeout
0:04.0,,,103-95,,T. Ross misses 3-pt shot from 27 ft
0:03.0,Defensive rebound by M. Williams,,103-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
