time,Miami,pts.away,score,pts.home,Atlanta
1:47.0,U. Haslem makes 2-pt shot at rim,2,86-99,,
1:22.0,,,86-99,,Turnover by D. Carroll (lost ball; steal by T. Johnson)
1:17.0,Z. Dragic misses 2-pt shot at rim,,86-99,,
1:17.0,Offensive rebound by Team,,86-99,,
1:17.0,,,86-99,,S. Mack enters the game for D. Schroder
1:17.0,,,86-99,,T. Sefolosha enters the game for K. Korver
1:12.0,H. Walker misses 3-pt shot from 25 ft,,86-99,,
1:12.0,,,86-99,,Defensive rebound by Team
0:48.0,,,86-99,,D. Carroll misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by Team,,86-99,,
0:44.0,,,86-99,,A. Daye enters the game for D. Carroll
0:36.0,T. Johnson misses 2-pt shot from 20 ft,,86-99,,
0:35.0,,,86-99,,Defensive rebound by A. Daye
0:13.0,,,86-99,,M. Muscala misses 2-pt shot from 20 ft
0:11.0,Defensive rebound by H. Walker,,86-99,,
0:00.0,Z. Dragic misses 2-pt shot from 20 ft,,86-99,,
0:00.0,Offensive rebound by Team,,86-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
