time,Sacramento,pts.away,score,pts.home,LA Lakers
5:25.0,,,106-87,2,V. Blue makes 2-pt shot from 20 ft (assist by E. Davis)
5:00.0,N. Stauskas misses 2-pt shot from 3 ft (block by R. Kelly),,106-87,,
4:59.0,Offensive rebound by R. Hollins,,106-87,,
4:59.0,R. Hollins makes 2-pt shot at rim,2,108-87,,
4:45.0,,,108-87,,Turnover by V. Blue (bad pass; steal by D. Stockton)
4:42.0,Shooting foul by E. Davis (drawn by B. McLemore),,108-87,,
4:42.0,B. McLemore misses free throw 1 of 2,,108-87,,
4:42.0,Offensive rebound by Team,,108-87,,
4:42.0,B. McLemore makes free throw 2 of 2,1,109-87,,
4:30.0,,,109-89,2,R. Sacre makes 2-pt shot from 18 ft (assist by V. Blue)
4:17.0,Turnover by R. Hollins (traveling),,109-89,,
4:04.0,,,109-89,,V. Blue misses 2-pt shot from 16 ft
4:03.0,Defensive rebound by D. Williams,,109-89,,
3:57.0,B. McLemore makes 3-pt shot from 27 ft (assist by D. Stockton),3,112-89,,
3:45.0,,,112-89,,Turnover by V. Blue (bad pass; steal by N. Stauskas)
3:37.0,N. Stauskas makes 3-pt shot from 27 ft (assist by B. McLemore),3,115-89,,
3:23.0,,,115-89,,J. Brown misses 2-pt shot from 8 ft
3:20.0,Jump ball: J. Brown vs. R. Hollins (D. Stockton gains possession),,,,Jump ball: J. Brown vs. R. Hollins (D. Stockton gains possession)
3:20.0,Defensive rebound by Team,,115-89,,
3:10.0,B. McLemore misses 3-pt shot from 24 ft,,115-89,,
3:08.0,,,115-89,,Defensive rebound by J. Brown
3:06.0,,,115-89,,Turnover by J. Brown (lost ball; steal by N. Stauskas)
2:50.0,Shooting foul by R. Sacre (drawn by N. Stauskas),,115-89,,
2:50.0,Sacramento full timeout,,115-89,,
2:50.0,N. Stauskas makes free throw 1 of 2,1,116-89,,
2:50.0,N. Stauskas misses free throw 2 of 2,,116-89,,
2:49.0,,,116-89,,Defensive rebound by R. Sacre
2:28.0,,,116-89,,E. Davis misses 2-pt shot from 1 ft
2:27.0,,,116-89,,Offensive rebound by E. Davis
2:27.0,,,116-89,,E. Davis misses 2-pt shot from 1 ft (block by R. Hollins)
2:26.0,Jump ball: E. Davis vs. R. Hollins,,,,Jump ball: E. Davis vs. R. Hollins
2:26.0,,,116-89,,Offensive rebound by Team
2:22.0,,,116-89,,R. Sacre misses 3-pt shot from 26 ft
2:18.0,Defensive rebound by N. Stauskas,,116-89,,
2:00.0,B. McLemore makes 2-pt shot from 2 ft,2,118-89,,
1:41.0,,,118-92,3,J. Brown makes 3-pt shot from 26 ft (assist by R. Kelly)
1:30.0,Turnover by D. Williams (bad pass; steal by E. Davis),,118-92,,
1:27.0,,,118-94,2,J. Brown makes 2-pt shot from 2 ft (assist by E. Davis)
1:27.0,,,118-94,,Shooting foul by D. Williams (drawn by J. Brown)
1:27.0,,,118-95,1,J. Brown makes free throw 1 of 1
1:19.0,R. Hollins makes 2-pt shot at rim (assist by D. Stockton),2,120-95,,
1:19.0,Shooting foul by E. Davis (drawn by R. Hollins),,120-95,,
1:19.0,,,120-95,,T. Black enters the game for E. Davis
1:19.0,R. Hollins misses free throw 1 of 1,,120-95,,
1:18.0,,,120-95,,Defensive rebound by T. Black
1:08.0,,,120-95,,V. Blue misses 2-pt shot from 16 ft
1:07.0,Defensive rebound by B. McLemore,,120-95,,
1:02.0,R. Hollins makes 2-pt shot at rim (assist by B. McLemore),2,122-95,,
0:52.0,,,122-95,,J. Brown misses 2-pt shot from 3 ft (block by R. Hollins)
0:49.0,Defensive rebound by N. Stauskas,,122-95,,
0:42.0,B. McLemore misses 3-pt shot from 27 ft,,122-95,,
0:40.0,,,122-95,,Defensive rebound by T. Black
0:31.0,,,122-97,2,R. Kelly makes 2-pt shot from 7 ft
0:07.0,Turnover by D. Stockton (bad pass; steal by J. Brown),,122-97,,
0:01.0,,,122-99,2,R. Sacre makes 2-pt shot from 20 ft (assist by R. Kelly)
0:00.0,End of 4th quarter,,,,End of 4th quarter
