time,Charlotte,pts.away,score,pts.home,Chicago
2:43.0,Offensive rebound by K. Walker,,82-86,,
2:42.0,K. Walker misses 2-pt shot at rim,,82-86,,
2:41.0,,,82-86,,Defensive rebound by P. Gasol
2:35.0,,,82-89,3,N. Mirotic makes 3-pt shot from 26 ft (assist by A. Brooks)
2:33.0,Charlotte full timeout,,82-89,,
2:33.0,,,82-89,,Chicago full timeout
2:16.0,Turnover by M. Williams (lost ball; steal by K. Hinrich),,82-89,,
1:57.0,,,82-89,,N. Mirotic misses 3-pt shot from 23 ft
1:56.0,,,82-89,,Offensive rebound by P. Gasol
1:55.0,,,82-91,2,N. Mirotic makes 2-pt shot at rim (assist by P. Gasol)
1:42.0,M. Williams misses 3-pt shot from 24 ft,,82-91,,
1:41.0,,,82-91,,Defensive rebound by P. Gasol
1:27.0,,,82-93,2,N. Mirotic makes 2-pt shot from 1 ft (assist by A. Brooks)
1:27.0,,,82-93,,Shooting foul by J. Maxiell (drawn by N. Mirotic)
1:27.0,L. Stephenson enters the game for J. Maxiell,,82-93,,
1:27.0,,,82-94,1,N. Mirotic makes free throw 1 of 1
1:18.0,K. Walker makes 2-pt shot from 16 ft,2,84-94,,
1:12.0,Personal foul by L. Stephenson (drawn by J. Butler),,84-94,,
1:12.0,,,84-95,1,J. Butler makes free throw 1 of 2
1:12.0,,,84-96,1,J. Butler makes free throw 2 of 2
1:07.0,Shooting foul by P. Gasol (drawn by K. Walker),,84-96,,
1:07.0,K. Walker makes free throw 1 of 2,1,85-96,,
1:07.0,M. Kidd-Gilchrist enters the game for M. Williams,,85-96,,
1:07.0,K. Walker makes free throw 2 of 2,1,86-96,,
1:00.0,Personal foul by L. Stephenson (drawn by P. Gasol),,86-96,,
1:00.0,,,86-97,1,P. Gasol makes free throw 1 of 2
1:00.0,M. Williams enters the game for M. Kidd-Gilchrist,,86-97,,
1:00.0,,,86-98,1,P. Gasol makes free throw 2 of 2
0:53.0,K. Walker misses 2-pt shot from 17 ft,,86-98,,
0:52.0,,,86-98,,Defensive rebound by N. Mirotic
0:43.0,,,86-98,,Turnover by J. Butler (step out of bounds)
0:37.0,K. Walker misses 2-pt shot from 2 ft (block by N. Mirotic),,86-98,,
0:35.0,,,86-98,,Defensive rebound by N. Mirotic
0:31.0,Personal take foul by G. Henderson (drawn by N. Mirotic),,86-98,,
0:31.0,,,86-98,,N. Mirotic misses free throw 1 of 2
0:31.0,,,86-98,,Offensive rebound by Team
0:31.0,,,86-98,,T. Gibson enters the game for P. Gasol
0:31.0,,,86-98,,N. Mirotic misses free throw 2 of 2
0:30.0,Defensive rebound by M. Williams,,86-98,,
0:18.0,K. Walker misses 3-pt shot from 27 ft,,86-98,,
0:17.0,,,86-98,,Defensive rebound by J. Butler
0:00.0,End of 4th quarter,,,,End of 4th quarter
