time,Brooklyn,pts.away,score,pts.home,Philadelphia
4:57.0,,,85-78,,Philadelphia full timeout
4:47.0,,,85-80,2,N. Noel makes 2-pt shot from 2 ft (assist by I. Smith)
4:47.0,,,85-80,,Shooting foul by M. Plumlee (drawn by N. Noel)
4:47.0,B. Lopez enters the game for M. Plumlee,,85-80,,
4:47.0,,,85-81,1,N. Noel makes free throw 1 of 1
4:30.0,T. Young misses 2-pt shot from 8 ft (block by J. Grant),,85-81,,
4:29.0,,,85-81,,Defensive rebound by J. Grant
4:26.0,,,85-81,,Shooting foul by D. Williams (drawn by N. Noel)
4:26.0,,,85-82,1,N. Noel makes free throw 1 of 2
4:26.0,J. Jack enters the game for M. Brown,,85-82,,
4:26.0,,,85-83,1,N. Noel makes free throw 2 of 2
4:11.0,J. Johnson makes 2-pt shot from 6 ft,2,87-83,,
3:56.0,,,87-83,,J. Grant misses 2-pt shot from 7 ft (block by T. Young)
3:56.0,Jump ball: J. Grant vs. T. Young (B. Lopez gains possession),,,,Jump ball: J. Grant vs. T. Young (B. Lopez gains possession)
3:56.0,Defensive rebound by Team,,87-83,,
3:47.0,Offensive foul by B. Lopez,,87-83,,
3:47.0,Turnover by B. Lopez (offensive foul),,87-83,,
3:36.0,,,87-85,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
3:12.0,J. Johnson misses 2-pt shot from 17 ft,,87-85,,
3:10.0,,,87-85,,Defensive rebound by I. Canaan
2:57.0,,,87-85,,H. Thompson misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by T. Young,,87-85,,
2:56.0,Brooklyn full timeout,,87-85,,
2:46.0,D. Williams makes 2-pt shot from 18 ft (assist by J. Jack),2,89-85,,
2:34.0,,,89-85,,Offensive foul by N. Noel
2:34.0,,,89-85,,Turnover by N. Noel (offensive foul)
2:22.0,B. Lopez misses 2-pt shot from 3 ft,,89-85,,
2:20.0,Offensive rebound by B. Lopez,,89-85,,
2:20.0,,,89-85,,Personal foul by J. Grant (drawn by B. Lopez)
2:20.0,B. Lopez makes free throw 1 of 2,1,90-85,,
2:20.0,B. Lopez makes free throw 2 of 2,1,91-85,,
2:04.0,,,91-85,,Shooting foul by B. Lopez (drawn by J. Grant)
2:04.0,,,91-85,,J. Grant misses free throw 1 of 2
2:04.0,,,91-85,,Offensive rebound by Team
2:04.0,,,91-85,,J. Grant misses free throw 2 of 2
2:02.0,Defensive rebound by T. Young,,91-85,,
1:43.0,J. Jack misses 2-pt shot from 16 ft,,91-85,,
1:42.0,Offensive rebound by B. Lopez,,91-85,,
1:19.0,T. Young makes 2-pt shot from 7 ft,2,93-85,,
1:19.0,,,93-85,,Philadelphia full timeout
1:19.0,,,93-85,,R. Covington enters the game for I. Smith
1:08.0,,,93-85,,H. Thompson misses 2-pt shot from 17 ft
1:06.0,,,93-85,,Offensive rebound by R. Covington
1:04.0,,,93-85,,R. Covington misses 2-pt shot from 19 ft
1:02.0,,,93-85,,Offensive rebound by I. Canaan
0:59.0,,,93-87,2,I. Canaan makes 2-pt shot from 2 ft
0:41.0,Offensive foul by B. Lopez,,93-87,,
0:41.0,Turnover by B. Lopez (offensive foul),,93-87,,
0:30.0,,,93-87,,J. Grant misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by Team,,93-87,,
0:28.0,,,93-87,,Loose ball foul by N. Noel (drawn by B. Lopez)
0:28.0,,,93-87,,H. Sims enters the game for N. Noel
0:28.0,B. Lopez misses free throw 1 of 2,,93-87,,
0:28.0,Offensive rebound by Team,,93-87,,
0:28.0,B. Lopez makes free throw 2 of 2,1,94-87,,
0:17.0,,,94-87,,I. Canaan misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by Team,,94-87,,
0:15.0,Brooklyn full timeout,,94-87,,
0:15.0,,,94-87,,J. Sampson enters the game for H. Sims
0:00.0,End of 4th quarter,,,,End of 4th quarter
