time,Phoenix,pts.away,score,pts.home,Sacramento
2:11.0,,,79-81,,Turnover by D. Cousins (traveling)
2:11.0,,,79-81,,Violation by Team (delay of game)
2:05.0,,,79-81,,Personal block foul by D. Cousins (drawn by I. Thomas)
2:05.0,I. Thomas makes free throw 1 of 2,1,80-81,,
2:05.0,I. Thomas makes free throw 2 of 2,1,81-81,,
1:50.0,Personal foul by I. Thomas (drawn by R. Sessions),,81-81,,
1:36.0,,,81-81,,D. Cousins misses 2-pt shot from 15 ft
1:36.0,,,81-81,,Offensive rebound by Team
1:36.0,,,81-81,,Turnover by Team (shot clock)
1:21.0,M. Morris makes 2-pt shot from 16 ft (assist by I. Thomas),2,83-81,,
1:21.0,,,83-81,,Sacramento full timeout
0:58.0,,,83-83,2,D. Cousins makes 2-pt shot from 1 ft
0:42.0,Turnover by M. Morris (offensive foul),,83-83,,
0:42.0,Offensive charge foul by M. Morris,,83-83,,
0:27.0,,,83-83,,B. McLemore misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by Team,,83-83,,
0:27.0,Phoenix full timeout,,83-83,,
0:27.0,,,83-83,,R. McCallum enters the game for J. Thompson
0:04.0,M. Morris misses 2-pt shot from 9 ft,,83-83,,
0:03.0,Offensive rebound by M. Plumlee,,83-83,,
0:03.0,M. Plumlee misses 2-pt shot from 3 ft,,83-83,,
0:03.0,,,83-83,,Defensive rebound by D. Williams
0:03.0,,,83-83,,Sacramento full timeout
0:03.0,,,83-83,,J. Thompson enters the game for R. McCallum
0:03.0,,,83-83,,Sacramento full timeout
0:03.0,,,83-83,,N. Stauskas enters the game for J. Thompson
0:01.0,,,83-85,2,D. Cousins makes 2-pt shot from 19 ft (assist by B. McLemore)
0:00.0,End of 4th quarter,,,,End of 4th quarter
