time,Oklahoma City,pts.away,score,pts.home,New Orleans
10:02.0,,,82-88,,R. Anderson misses 2-pt shot from 2 ft
10:02.0,,,82-88,,Offensive rebound by R. Anderson
10:02.0,Loose ball foul by N. Collison (drawn by R. Anderson),,82-88,,
10:02.0,S. Ibaka enters the game for N. Collison,,82-88,,
9:49.0,,,82-88,,T. Evans misses 2-pt shot from 1 ft
9:48.0,,,82-88,,Offensive rebound by R. Anderson
9:41.0,,,82-90,2,R. Anderson makes 2-pt shot from 17 ft (assist by J. Holiday)
9:24.0,J. Lamb makes 3-pt shot from 24 ft (assist by R. Jackson),3,85-90,,
9:03.0,,,85-92,2,J. Holiday makes 2-pt shot from 2 ft (assist by R. Anderson)
8:40.0,R. Jackson misses 3-pt shot from 24 ft,,85-92,,
8:39.0,Offensive rebound by K. Perkins,,85-92,,
8:27.0,K. Perkins misses 2-pt shot from 6 ft,,85-92,,
8:26.0,,,85-92,,Defensive rebound by J. Holiday
8:21.0,Official timeout,,85-92,,
8:06.0,,,85-94,2,T. Evans makes 2-pt shot from 2 ft
7:48.0,R. Jackson misses 2-pt shot from 2 ft (block by A. Davis),,85-94,,
7:47.0,,,85-94,,Defensive rebound by J. Salmons
7:43.0,,,85-96,2,T. Evans makes 2-pt shot from 2 ft (assist by J. Salmons)
7:18.0,Turnover by K. Perkins (3 sec),,85-96,,
7:18.0,R. Westbrook enters the game for A. Morrow,,85-96,,
7:18.0,K. Durant enters the game for K. Perkins,,85-96,,
7:10.0,,,85-98,2,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis)
7:10.0,Oklahoma City full timeout,,85-98,,
7:10.0,A. Roberson enters the game for J. Lamb,,85-98,,
6:48.0,Turnover by R. Westbrook (bad pass; steal by R. Anderson),,85-98,,
6:32.0,,,85-98,,R. Anderson misses 3-pt shot from 25 ft
6:30.0,Defensive rebound by A. Roberson,,85-98,,
6:25.0,Turnover by R. Westbrook (bad pass; steal by A. Davis),,85-98,,
6:21.0,,,85-98,,Shooting foul by R. Westbrook (drawn by T. Evans)
6:21.0,,,85-100,2,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis)
6:21.0,,,85-100,,T. Evans misses free throw 1 of 1
6:19.0,Defensive rebound by A. Roberson,,85-100,,
6:06.0,Turnover by R. Westbrook (lost ball; steal by J. Salmons),,85-100,,
5:49.0,,,85-100,,A. Davis misses 2-pt shot from 15 ft
5:47.0,Defensive rebound by A. Roberson,,85-100,,
5:41.0,K. Durant misses 3-pt shot from 28 ft,,85-100,,
5:40.0,,,85-100,,Defensive rebound by J. Salmons
5:23.0,,,85-100,,Turnover by J. Holiday (bad pass; steal by R. Jackson)
5:18.0,R. Jackson makes 2-pt shot from 15 ft,2,87-100,,
5:02.0,,,87-102,2,T. Evans makes 2-pt shot from 2 ft
5:02.0,,,87-102,,Shooting foul by A. Roberson (drawn by T. Evans)
5:02.0,,,87-103,1,T. Evans makes free throw 1 of 1
4:47.0,,,87-103,,Def 3 sec tech foul by T. Evans
4:47.0,K. Durant makes technical free throw,1,88-103,,
4:38.0,R. Westbrook makes 2-pt shot from 2 ft,2,90-103,,
4:38.0,Shooting foul by R. Anderson (drawn by R. Westbrook),,90-103,,
4:38.0,R. Westbrook makes free throw 1 of 1,1,91-103,,
4:16.0,Violation by S. Ibaka (def goaltending),,91-103,,
4:16.0,,,91-105,2,T. Evans makes 2-pt shot at rim
4:07.0,K. Durant makes 2-pt shot from 14 ft,2,93-105,,
3:46.0,,,93-107,2,T. Evans makes 2-pt shot from 21 ft
3:31.0,S. Ibaka makes 2-pt shot from 1 ft (assist by K. Durant),2,95-107,,
3:21.0,,,95-107,,New Orleans full timeout
3:12.0,,,95-107,,Offensive charge foul by A. Davis
3:12.0,,,95-107,,Turnover by A. Davis (offensive foul)
3:02.0,K. Durant makes 3-pt shot from 26 ft (assist by R. Westbrook),3,98-107,,
2:44.0,,,98-107,,J. Holiday misses 3-pt shot from 22 ft
2:43.0,Defensive rebound by R. Westbrook,,98-107,,
2:37.0,R. Westbrook misses 2-pt shot from 2 ft (block by J. Salmons),,98-107,,
2:36.0,Offensive rebound by Team,,98-107,,
2:33.0,K. Durant misses 3-pt shot from 25 ft,,98-107,,
2:32.0,,,98-107,,Defensive rebound by J. Salmons
2:11.0,,,98-107,,Shooting foul by K. Durant (drawn by R. Anderson)
2:11.0,,,98-108,1,R. Anderson makes free throw 1 of 3
2:11.0,,,98-109,1,R. Anderson makes free throw 2 of 3
2:11.0,,,98-110,1,R. Anderson makes free throw 3 of 3
1:57.0,K. Durant makes 2-pt shot from 3 ft (assist by R. Westbrook),2,100-110,,
1:33.0,,,100-110,,J. Holiday misses 3-pt shot from 23 ft
1:32.0,Defensive rebound by A. Roberson,,100-110,,
1:30.0,Shooting foul by J. Salmons (drawn by R. Westbrook),,100-110,,
1:30.0,R. Westbrook makes free throw 1 of 2,1,101-110,,
1:30.0,R. Westbrook makes free throw 2 of 2,1,102-110,,
1:07.0,,,102-110,,J. Holiday misses 2-pt shot from 11 ft
1:06.0,Defensive rebound by R. Westbrook,,102-110,,
1:01.0,R. Westbrook misses 2-pt shot from 2 ft (block by T. Evans),,102-110,,
1:00.0,Offensive rebound by A. Roberson,,102-110,,
0:57.0,K. Durant misses 3-pt shot from 24 ft,,102-110,,
0:55.0,,,102-110,,Defensive rebound by A. Davis
0:55.0,Personal take foul by A. Roberson (drawn by A. Davis),,102-110,,
0:55.0,,,102-111,1,A. Davis makes free throw 1 of 2
0:55.0,,,102-112,1,A. Davis makes free throw 2 of 2
0:55.0,Oklahoma City full timeout,,102-112,,
0:55.0,A. Morrow enters the game for A. Roberson,,102-112,,
0:50.0,R. Westbrook misses 3-pt shot from 25 ft,,102-112,,
0:49.0,,,102-112,,Defensive rebound by J. Holiday
0:28.0,,,102-112,,J. Holiday misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by R. Westbrook,,102-112,,
0:18.0,K. Durant makes 2-pt shot from 1 ft,2,104-112,,
0:17.0,Personal take foul by R. Westbrook (drawn by A. Davis),,104-112,,
0:17.0,,,104-112,,A. Davis misses free throw 1 of 2
0:17.0,,,104-112,,Offensive rebound by Team
0:17.0,A. Roberson enters the game for K. Durant,,104-112,,
0:17.0,I. Smith enters the game for S. Ibaka,,104-112,,
0:17.0,L. Thomas enters the game for R. Westbrook,,104-112,,
0:17.0,,,104-112,,A. Davis misses free throw 2 of 2
0:16.0,Defensive rebound by A. Morrow,,104-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
