time,Philadelphia,pts.away,score,pts.home,Charlotte
5:41.0,F. Aldemir makes free throw 1 of 2,1,83-87,,
5:41.0,F. Aldemir misses free throw 2 of 2,,83-87,,
5:40.0,,,83-87,,Defensive rebound by G. Henderson
5:23.0,,,83-87,,M. Williams misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by I. Smith,,83-87,,
5:12.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,83-87,,
5:10.0,,,83-87,,Defensive rebound by B. Biyombo
4:54.0,,,83-87,,G. Henderson misses 2-pt shot from 17 ft
4:53.0,Defensive rebound by Team,,83-87,,
4:30.0,I. Smith makes 3-pt shot from 26 ft,3,86-87,,
4:12.0,,,86-87,,K. Walker misses 2-pt shot from 1 ft (block by L. Mbah a Moute)
4:10.0,Defensive rebound by I. Smith,,86-87,,
4:07.0,Shooting foul by M. Williams (drawn by J. Grant),,86-87,,
4:07.0,J. Grant misses free throw 1 of 2,,86-87,,
4:07.0,Offensive rebound by Team,,86-87,,
4:07.0,J. Grant misses free throw 2 of 2,,86-87,,
4:06.0,,,86-87,,Defensive rebound by Team
3:51.0,,,86-90,3,G. Henderson makes 3-pt shot from 23 ft (assist by M. Williams)
3:33.0,R. Covington makes 3-pt shot from 25 ft (assist by J. Grant),3,89-90,,
3:01.0,,,89-90,,K. Walker misses 2-pt shot from 10 ft
3:00.0,Defensive rebound by L. Mbah a Moute,,89-90,,
2:51.0,Shooting foul by M. Williams (drawn by J. Grant),,89-90,,
2:51.0,,,89-90,,Charlotte full timeout
2:51.0,J. Grant makes free throw 1 of 2,1,90-90,,
2:51.0,J. Grant makes free throw 2 of 2,1,91-90,,
2:27.0,,,91-90,,M. Williams misses 2-pt shot from 16 ft (block by I. Smith)
2:25.0,Defensive rebound by F. Aldemir,,91-90,,
2:04.0,I. Smith misses 2-pt shot from 8 ft,,91-90,,
2:01.0,,,91-90,,Defensive rebound by B. Biyombo
1:54.0,,,91-90,,Turnover by M. Williams (lost ball)
1:30.0,Offensive foul by J. Grant,,91-90,,
1:30.0,Turnover by J. Grant (offensive foul),,91-90,,
1:15.0,,,91-90,,G. Henderson misses 2-pt shot from 18 ft
1:14.0,Defensive rebound by J. Grant,,91-90,,
0:52.0,I. Smith misses 3-pt shot from 24 ft,,91-90,,
0:49.0,Offensive rebound by F. Aldemir,,91-90,,
0:25.0,I. Smith misses 3-pt shot from 23 ft,,91-90,,
0:23.0,,,91-90,,Defensive rebound by M. Williams
0:23.0,,,91-90,,Charlotte full timeout
0:23.0,,,91-90,,J. Maxiell enters the game for B. Biyombo
0:23.0,J. Sampson enters the game for R. Covington,,91-90,,
0:18.0,,,91-90,,M. Williams misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by J. Grant,,91-90,,
0:11.0,,,91-90,,Personal take foul by M. Williams (drawn by I. Smith)
0:11.0,I. Smith misses free throw 1 of 2,,91-90,,
0:11.0,Offensive rebound by Team,,91-90,,
0:11.0,I. Smith misses free throw 2 of 2,,91-90,,
0:10.0,,,91-90,,Defensive rebound by J. Maxiell
0:10.0,,,91-90,,Charlotte full timeout
0:06.0,,,91-92,2,G. Henderson makes 2-pt shot at rim
0:06.0,Philadelphia full timeout,,91-92,,
0:06.0,,,91-92,,B. Biyombo enters the game for M. Williams
0:06.0,,,91-92,,J. Taylor enters the game for J. Maxiell
0:06.0,H. Thompson enters the game for L. Mbah a Moute,,91-92,,
0:06.0,R. Covington enters the game for J. Sampson,,91-92,,
0:01.0,I. Smith misses 2-pt shot from 1 ft,,91-92,,
0:00.0,,,91-92,,Defensive rebound by G. Henderson
0:00.0,End of 4th quarter,,,,End of 4th quarter
