time,New Orleans,pts.away,score,pts.home,Houston
2:27.0,J. Holiday makes 2-pt shot at rim,2,91-81,,
2:22.0,,,91-81,,Houston full timeout
2:14.0,,,91-83,2,D. Howard makes 2-pt shot at rim (assist by P. Beverley)
2:14.0,,,91-83,,Shooting foul by J. Holiday (drawn by D. Howard)
2:14.0,,,91-84,1,D. Howard makes free throw 1 of 1
1:52.0,A. Rivers misses 3-pt shot from 25 ft,,91-84,,
1:51.0,,,91-84,,Defensive rebound by T. Daniels
1:44.0,,,91-84,,Turnover by J. Harden (lost ball; steal by J. Holiday)
1:40.0,Shooting foul by P. Beverley (drawn by A. Davis),,91-84,,
1:40.0,A. Davis makes free throw 1 of 2,1,92-84,,
1:40.0,A. Davis makes free throw 2 of 2,1,93-84,,
1:40.0,,,93-84,,Houston full timeout
1:35.0,,,93-86,2,D. Howard makes 2-pt shot at rim (assist by P. Beverley)
1:28.0,D. Cunningham makes 2-pt shot from 21 ft (assist by J. Holiday),2,95-86,,
1:21.0,,,95-86,,Shooting foul by A. Rivers (drawn by P. Beverley)
1:21.0,,,95-87,1,P. Beverley makes free throw 1 of 2
1:21.0,,,95-88,1,P. Beverley makes free throw 2 of 2
1:00.0,J. Holiday makes 2-pt shot from 14 ft,2,97-88,,
0:52.0,,,97-90,2,J. Harden makes 2-pt shot from 5 ft
0:30.0,D. Cunningham makes 2-pt shot from 19 ft (assist by A. Rivers),2,99-90,,
0:30.0,,,99-90,,Houston full timeout
0:23.0,,,99-90,,T. Ariza misses 3-pt shot from 27 ft
0:22.0,Defensive rebound by J. Holiday,,99-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
