time,Memphis,pts.away,score,pts.home,Sacramento
3:20.0,Turnover by T. Allen (offensive foul),,89-79,,
3:05.0,,,89-79,,D. Collison misses 2-pt shot from 2 ft
3:03.0,Defensive rebound by Z. Randolph,,89-79,,
2:47.0,Shooting foul by R. Evans (drawn by Z. Randolph),,89-79,,
2:47.0,Memphis full timeout,,89-79,,
2:47.0,Z. Randolph makes free throw 1 of 2,1,90-79,,
2:47.0,Z. Randolph makes free throw 2 of 2,1,91-79,,
2:29.0,,,91-79,,B. McLemore misses 2-pt shot from 19 ft
2:27.0,Defensive rebound by Team,,91-79,,
2:09.0,,,91-79,,Personal foul by J. Thompson (drawn by M. Gasol)
2:09.0,,,91-79,,C. Landry enters the game for J. Thompson
2:09.0,M. Gasol makes free throw 1 of 2,1,92-79,,
2:09.0,M. Gasol makes free throw 2 of 2,1,93-79,,
1:55.0,,,93-81,2,D. Collison makes 2-pt shot from 4 ft
1:55.0,,,93-81,,Shooting foul by Z. Randolph (drawn by D. Collison)
1:55.0,,,93-82,1,D. Collison makes free throw 1 of 1
1:37.0,M. Conley misses 2-pt shot from 16 ft,,93-82,,
1:36.0,,,93-82,,Defensive rebound by R. Gay
1:28.0,,,93-82,,C. Landry misses 2-pt shot from 16 ft
1:26.0,Defensive rebound by M. Gasol,,93-82,,
1:22.0,T. Allen makes 2-pt shot from 2 ft (assist by M. Conley),2,95-82,,
1:14.0,,,95-82,,Shooting foul by M. Gasol (drawn by D. Collison)
1:14.0,,,95-82,,D. Collison misses free throw 1 of 2
1:14.0,,,95-82,,Offensive rebound by Team
1:14.0,,,95-82,,N. Stauskas enters the game for R. Gay
1:14.0,,,95-82,,E. Moreland enters the game for R. Evans
1:14.0,B. Udrih enters the game for T. Allen,,95-82,,
1:14.0,N. Calathes enters the game for Z. Randolph,,95-82,,
1:14.0,Q. Pondexter enters the game for C. Lee,,95-82,,
1:14.0,J. Leuer enters the game for M. Conley,,95-82,,
1:14.0,,,95-82,,R. McCallum enters the game for B. McLemore
1:14.0,,,95-83,1,D. Collison makes free throw 2 of 2
1:00.0,Turnover by N. Calathes (bad pass; steal by D. Collison),,95-83,,
0:56.0,,,95-85,2,D. Collison makes 2-pt shot at rim
0:38.0,J. Leuer makes 2-pt shot from 2 ft (assist by N. Calathes),2,97-85,,
0:38.0,Shooting foul by E. Moreland (drawn by J. Leuer),,97-85,,
0:38.0,J. Stokes enters the game for M. Gasol,,97-85,,
0:38.0,,,97-85,,B. McLemore enters the game for D. Collison
0:38.0,J. Leuer misses free throw 1 of 1,,97-85,,
0:38.0,,,97-85,,Defensive rebound by E. Moreland
0:15.0,,,97-85,,N. Stauskas misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by J. Leuer,,97-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
