time,Denver,pts.away,score,pts.home,LA Lakers
5:12.0,,,77-78,,K. Bryant misses 2-pt shot from 13 ft
5:11.0,Defensive rebound by D. Gallinari,,77-78,,
5:05.0,T. Lawson misses 2-pt shot at rim,,77-78,,
5:02.0,,,77-78,,Defensive rebound by J. Hill
4:53.0,,,77-78,,K. Bryant misses 2-pt shot from 2 ft
4:52.0,,,77-78,,Offensive rebound by J. Hill
4:49.0,,,77-80,2,K. Bryant makes 2-pt shot from 2 ft (assist by J. Hill)
4:25.0,T. Mozgov makes 2-pt shot at rim,2,79-80,,
4:02.0,,,79-80,,J. Lin misses 2-pt shot from 13 ft
4:01.0,Defensive rebound by D. Gallinari,,79-80,,
3:50.0,W. Chandler makes 3-pt shot from 25 ft (assist by T. Lawson),3,82-80,,
3:33.0,,,82-82,2,K. Bryant makes 2-pt shot from 9 ft
3:19.0,Turnover by T. Lawson (bad pass; steal by J. Lin),,82-82,,
3:15.0,,,82-84,2,W. Johnson makes 2-pt shot at rim (assist by J. Lin)
3:15.0,,,82-84,,Shooting foul by D. Gallinari (drawn by W. Johnson)
3:15.0,Denver full timeout,,82-84,,
3:15.0,,,82-85,1,W. Johnson makes free throw 1 of 1
2:56.0,W. Chandler misses 2-pt shot from 2 ft,,82-85,,
2:55.0,,,82-85,,Defensive rebound by N. Young
2:39.0,,,82-85,,K. Bryant misses 2-pt shot from 9 ft
2:38.0,Defensive rebound by D. Gallinari,,82-85,,
2:28.0,A. Afflalo misses 2-pt shot from 6 ft (block by W. Johnson),,82-85,,
2:26.0,Offensive rebound by T. Mozgov,,82-85,,
2:21.0,Turnover by T. Mozgov (traveling),,82-85,,
2:11.0,Personal foul by W. Chandler (drawn by K. Bryant),,82-85,,
1:59.0,,,82-85,,K. Bryant misses 2-pt shot from 14 ft
1:59.0,Defensive rebound by Team,,82-85,,
1:59.0,,,82-85,,Loose ball foul by J. Hill (drawn by T. Mozgov)
1:59.0,T. Mozgov misses free throw 1 of 2,,82-85,,
1:59.0,Offensive rebound by Team,,82-85,,
1:59.0,T. Mozgov makes free throw 2 of 2,1,83-85,,
1:43.0,,,83-85,,Shooting foul by W. Chandler (drawn by J. Hill)
1:43.0,,,83-85,,J. Hill misses free throw 1 of 2
1:43.0,,,83-85,,Offensive rebound by Team
1:43.0,,,83-86,1,J. Hill makes free throw 2 of 2
1:22.0,A. Afflalo makes 2-pt shot from 6 ft,2,85-86,,
1:13.0,,,85-86,,K. Bryant misses 2-pt shot from 1 ft
1:12.0,Defensive rebound by T. Mozgov,,85-86,,
0:59.0,A. Afflalo misses 2-pt shot from 22 ft,,85-86,,
0:57.0,,,85-86,,Defensive rebound by J. Hill
0:33.0,,,85-86,,K. Bryant misses 2-pt shot from 7 ft
0:32.0,Defensive rebound by T. Mozgov,,85-86,,
0:32.0,Denver full timeout,,85-86,,
0:32.0,Denver full timeout,,85-86,,
0:16.0,Shooting foul by J. Lin (drawn by D. Gallinari),,85-86,,
0:16.0,D. Gallinari makes free throw 1 of 2,1,86-86,,
0:16.0,D. Gallinari misses free throw 2 of 2,,86-86,,
0:15.0,,,86-86,,Defensive rebound by W. Johnson
0:15.0,,,86-86,,LA Lakers full timeout
0:01.0,,,86-86,,K. Bryant misses 2-pt shot from 19 ft
0:01.0,Defensive rebound by A. Afflalo,,86-86,,
0:01.0,Denver full timeout,,86-86,,
0:01.0,K. Faried enters the game for T. Mozgov,,86-86,,
0:01.0,Turnover by D. Gallinari (traveling),,86-86,,
0:01.0,,,86-86,,LA Lakers full timeout
0:01.0,T. Mozgov enters the game for K. Faried,,86-86,,
0:00.0,,,86-86,,N. Young misses 3-pt shot from 29 ft
0:00.0,,,86-86,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: J. Hill vs. T. Mozgov (T. Lawson gains possession),,,,Jump ball: J. Hill vs. T. Mozgov (T. Lawson gains possession)
4:45.0,W. Chandler misses 3-pt shot from 23 ft,,86-86,,
4:44.0,,,86-86,,Defensive rebound by Team
4:23.0,,,86-86,,N. Young misses 2-pt shot from 9 ft
4:22.0,Defensive rebound by A. Afflalo,,86-86,,
4:15.0,Turnover by A. Afflalo (bad pass; steal by J. Lin),,86-86,,
4:15.0,Personal foul by T. Lawson (drawn by J. Lin),,86-86,,
4:00.0,,,86-88,2,J. Lin makes 2-pt shot from 8 ft
3:49.0,,,86-88,,Personal foul by J. Lin (drawn by T. Lawson)
3:35.0,A. Afflalo misses 3-pt shot from 24 ft,,86-88,,
3:34.0,,,86-88,,Defensive rebound by J. Lin
3:12.0,,,86-88,,J. Lin misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by D. Gallinari,,86-88,,
3:00.0,T. Lawson makes 2-pt shot from 14 ft,2,88-88,,
2:40.0,,,88-88,,Shooting foul by T. Lawson (drawn by J. Lin)
2:40.0,,,88-88,,J. Lin misses free throw 1 of 2
2:40.0,,,88-88,,Offensive rebound by Team
2:40.0,,,88-88,,J. Lin misses free throw 2 of 2
2:39.0,Defensive rebound by W. Chandler,,88-88,,
2:19.0,T. Lawson misses 2-pt shot from 1 ft,,88-88,,
2:15.0,Offensive rebound by T. Mozgov,,88-88,,
2:15.0,T. Mozgov makes 2-pt shot at rim,2,90-88,,
2:04.0,,,90-88,,Shooting foul by W. Chandler (drawn by K. Bryant)
2:04.0,,,90-89,1,K. Bryant makes free throw 1 of 2
2:04.0,,,90-90,1,K. Bryant makes free throw 2 of 2
1:49.0,Shooting foul by W. Johnson (drawn by D. Gallinari),,90-90,,
1:49.0,D. Gallinari makes free throw 1 of 2,1,91-90,,
1:49.0,D. Gallinari misses free throw 2 of 2,,91-90,,
1:48.0,Offensive rebound by T. Mozgov,,91-90,,
1:28.0,D. Gallinari makes 3-pt shot from 27 ft (assist by W. Chandler),3,94-90,,
1:28.0,,,94-90,,LA Lakers full timeout
1:19.0,,,94-92,2,K. Bryant makes 2-pt shot from 4 ft
1:00.0,T. Lawson makes 2-pt shot from 11 ft,2,96-92,,
0:52.0,,,96-92,,K. Bryant misses 2-pt shot from 5 ft
0:51.0,Defensive rebound by W. Chandler,,96-92,,
0:29.0,Turnover by T. Lawson (bad pass; steal by W. Johnson),,96-92,,
0:22.0,,,96-92,,Shooting foul by T. Mozgov (drawn by J. Hill)
0:22.0,,,96-93,1,J. Hill makes free throw 1 of 2
0:22.0,,,96-93,,W. Ellington enters the game for J. Lin
0:22.0,,,96-94,1,J. Hill makes free throw 2 of 2
0:22.0,Denver full timeout,,96-94,,
0:19.0,,,96-94,,Personal take foul by W. Johnson (drawn by A. Afflalo)
0:19.0,A. Afflalo makes free throw 1 of 2,1,97-94,,
0:19.0,A. Afflalo makes free throw 2 of 2,1,98-94,,
0:19.0,,,98-94,,LA Lakers full timeout
0:13.0,,,98-94,,K. Bryant misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by T. Lawson,,98-94,,
0:10.0,Denver full timeout,,98-94,,
0:09.0,,,98-94,,Personal take foul by N. Young (drawn by W. Chandler)
0:09.0,W. Chandler makes free throw 1 of 2,1,99-94,,
0:09.0,W. Chandler misses free throw 2 of 2,,99-94,,
0:08.0,Offensive rebound by Team,,99-94,,
0:07.0,,,99-94,,Personal take foul by W. Ellington (drawn by A. Afflalo)
0:07.0,A. Afflalo makes free throw 1 of 2,1,100-94,,
0:07.0,A. Afflalo makes free throw 2 of 2,1,101-94,,
0:00.0,,,101-94,,W. Ellington misses 3-pt shot from 25 ft
0:00.0,,,101-94,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
