time,Utah,pts.away,score,pts.home,Phoenix
0:18.0,E. Millsap enters the game for R. Gobert,,85-86,,
0:18.0,,,85-86,,Phoenix full timeout
0:17.0,Personal take foul by D. Favors (drawn by M. Morris),,85-86,,
0:16.0,Personal take foul by G. Hayward (drawn by E. Bledsoe),,85-86,,
0:16.0,,,85-87,1,E. Bledsoe makes free throw 1 of 2
0:16.0,R. Gobert enters the game for E. Millsap,,85-87,,
0:16.0,,,85-87,,E. Bledsoe misses free throw 2 of 2
0:16.0,Defensive rebound by R. Gobert,,85-87,,
0:16.0,Utah full timeout,,85-87,,
0:16.0,,,85-87,,B. Wright enters the game for G. Green
0:16.0,J. Ingles enters the game for D. Exum,,85-87,,
0:02.0,J. Ingles misses 2-pt shot from 3 ft,,85-87,,
0:01.0,Offensive rebound by R. Hood,,85-87,,
0:01.0,R. Hood misses 3-pt shot from 25 ft,,85-87,,
0:01.0,Offensive rebound by Team,,85-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
