time,Phoenix,pts.away,score,pts.home,Memphis
2:19.0,,,89-95,,Shooting foul by G. Green (drawn by Z. Randolph)
2:19.0,,,89-95,,Z. Randolph misses free throw 1 of 2
2:19.0,,,89-95,,Offensive rebound by Team
2:19.0,E. Bledsoe enters the game for G. Green,,89-95,,
2:19.0,,,89-96,1,Z. Randolph makes free throw 2 of 2
2:09.0,I. Thomas makes 2-pt shot from 19 ft,2,91-96,,
1:43.0,,,91-96,,M. Gasol misses 2-pt shot from 18 ft
1:41.0,Defensive rebound by E. Bledsoe,,91-96,,
1:33.0,M. Morris makes 2-pt shot from 6 ft,2,93-96,,
1:23.0,,,93-98,2,M. Conley makes 2-pt shot from 2 ft
1:18.0,P. Tucker misses 3-pt shot from 24 ft,,93-98,,
1:18.0,,,93-98,,Defensive rebound by T. Allen
1:04.0,,,93-98,,Offensive charge foul by M. Gasol
1:04.0,,,93-98,,Turnover by M. Gasol (offensive foul)
1:04.0,Phoenix full timeout,,93-98,,
1:04.0,,,93-98,,Personal foul by Z. Randolph (drawn by P. Tucker)
1:04.0,P. Tucker makes free throw 1 of 2,1,94-98,,
1:04.0,,,94-98,,V. Carter enters the game for T. Allen
1:04.0,P. Tucker misses free throw 2 of 2,,94-98,,
1:03.0,,,94-98,,Defensive rebound by Z. Randolph
0:43.0,,,94-98,,Shooting foul by G. Dragic (drawn by M. Conley)
0:43.0,,,94-99,1,M. Conley makes free throw 1 of 2
0:43.0,,,94-99,,T. Allen enters the game for V. Carter
0:43.0,,,94-100,1,M. Conley makes free throw 2 of 2
0:37.0,M. Morris makes 3-pt shot from 25 ft (assist by G. Dragic),3,97-100,,
0:30.0,,,97-100,,Turnover by M. Conley (bad pass; steal by E. Bledsoe)
0:26.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by I. Thomas),2,99-100,,
0:26.0,,,99-100,,Memphis full timeout
0:26.0,,,99-100,,V. Carter enters the game for T. Allen
0:19.0,Personal take foul by G. Dragic (drawn by V. Carter),,99-100,,
0:19.0,,,99-100,,V. Carter misses free throw 1 of 2
0:19.0,,,99-100,,Offensive rebound by Team
0:19.0,A. Len enters the game for I. Thomas,,99-100,,
0:19.0,,,99-101,1,V. Carter makes free throw 2 of 2
0:19.0,Phoenix full timeout,,99-101,,
0:19.0,,,99-101,,T. Allen enters the game for V. Carter
0:19.0,I. Thomas enters the game for A. Len,,99-101,,
0:06.0,P. Tucker makes 2-pt shot from 2 ft,2,101-101,,
0:06.0,,,101-101,,Memphis full timeout
0:06.0,,,101-101,,V. Carter enters the game for T. Allen
0:03.0,,,101-101,,M. Conley misses 2-pt shot from 14 ft
0:01.0,,,101-101,,Offensive rebound by M. Gasol
0:01.0,,,101-101,,M. Gasol misses 2-pt shot from 1 ft
0:00.0,,,101-101,,Offensive rebound by Z. Randolph
0:00.0,,,101-101,,Z. Randolph misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by P. Tucker,,101-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Gasol vs. A. Len (I. Thomas gains possession),,,,Jump ball: M. Gasol vs. A. Len (I. Thomas gains possession)
4:43.0,I. Thomas misses 2-pt shot from 19 ft,,101-101,,
4:42.0,,,101-101,,Defensive rebound by Z. Randolph
4:22.0,,,101-101,,Turnover by T. Allen (lost ball; steal by M. Morris)
4:16.0,Turnover by E. Bledsoe (bad pass),,101-101,,
4:16.0,G. Dragic enters the game for A. Len,,101-101,,
4:01.0,,,101-101,,T. Allen misses 2-pt shot from 12 ft
3:59.0,,,101-101,,Offensive rebound by Team
3:56.0,Personal foul by P. Tucker (drawn by Z. Randolph),,101-101,,
3:43.0,,,101-101,,M. Conley misses 2-pt shot from 6 ft
3:41.0,Defensive rebound by P. Tucker,,101-101,,
3:30.0,P. Tucker makes 2-pt shot from 1 ft,2,103-101,,
3:18.0,,,103-103,2,M. Conley makes 2-pt shot from 2 ft
3:18.0,,,103-103,,Shooting foul by M. Morris (drawn by M. Conley)
3:18.0,,,103-104,1,M. Conley makes free throw 1 of 1
3:01.0,I. Thomas misses 2-pt shot from 8 ft,,103-104,,
3:00.0,Offensive rebound by M. Morris,,103-104,,
3:00.0,M. Morris misses 2-pt shot at rim,,103-104,,
2:58.0,,,103-104,,Defensive rebound by C. Lee
2:52.0,Personal foul by G. Dragic (drawn by T. Allen),,103-104,,
2:52.0,,,103-105,1,T. Allen makes free throw 1 of 2
2:52.0,,,103-106,1,T. Allen makes free throw 2 of 2
2:33.0,,,103-106,,Personal foul by Z. Randolph (drawn by E. Bledsoe)
2:28.0,Turnover by M. Morris (traveling),,103-106,,
2:09.0,,,103-106,,Turnover by Z. Randolph (lost ball; steal by E. Bledsoe)
2:05.0,I. Thomas makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,105-106,,
1:54.0,Personal foul by M. Morris (drawn by Z. Randolph),,105-106,,
1:36.0,,,105-106,,M. Conley misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by P. Tucker,,105-106,,
1:14.0,M. Morris misses 3-pt shot from 25 ft,,105-106,,
1:14.0,,,105-106,,Defensive rebound by Team
0:55.0,,,105-106,,Turnover by M. Conley (bad pass)
0:55.0,Jump ball: M. Conley vs. P. Tucker (M. Morris gains possession),,,,Jump ball: M. Conley vs. P. Tucker (M. Morris gains possession)
0:49.0,Phoenix full timeout,,105-106,,
0:49.0,,,105-106,,N. Calathes enters the game for Z. Randolph
0:33.0,E. Bledsoe makes 3-pt shot from 25 ft,3,108-106,,
0:33.0,,,108-106,,Memphis full timeout
0:33.0,,,108-106,,Z. Randolph enters the game for T. Allen
0:33.0,,,108-106,,V. Carter enters the game for N. Calathes
0:29.0,,,108-106,,Turnover by M. Conley (bad pass; steal by P. Tucker)
0:25.0,,,108-106,,Personal take foul by V. Carter (drawn by P. Tucker)
0:25.0,,,108-106,,T. Allen enters the game for V. Carter
0:18.0,Turnover by I. Thomas (bad pass; steal by C. Lee),,108-106,,
0:16.0,Personal foul by G. Dragic (drawn by C. Lee),,108-106,,
0:16.0,A. Len enters the game for G. Dragic,,108-106,,
0:16.0,,,108-107,1,C. Lee makes free throw 1 of 2
0:16.0,,,108-108,1,C. Lee makes free throw 2 of 2
0:16.0,Phoenix full timeout,,108-108,,
0:16.0,,,108-108,,N. Calathes enters the game for Z. Randolph
0:00.0,E. Bledsoe misses 2-pt shot from 16 ft,,108-108,,
0:00.0,Offensive rebound by Team,,108-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: M. Gasol vs. A. Len (T. Allen gains possession),,,,Jump ball: M. Gasol vs. A. Len (T. Allen gains possession)
4:40.0,,,108-110,2,M. Gasol makes 2-pt shot from 5 ft
4:40.0,,,108-110,,Shooting foul by A. Len (drawn by M. Gasol)
4:40.0,M. Morris enters the game for A. Len,,108-110,,
4:40.0,,,108-111,1,M. Gasol makes free throw 1 of 1
4:22.0,M. Morris misses 2-pt shot from 6 ft,,108-111,,
4:21.0,,,108-111,,Defensive rebound by M. Gasol
4:09.0,,,108-113,2,M. Gasol makes 2-pt shot from 11 ft (assist by T. Allen)
3:45.0,P. Tucker misses 3-pt shot from 23 ft,,108-113,,
3:45.0,,,108-113,,Defensive rebound by T. Allen
3:23.0,,,108-113,,M. Gasol misses 2-pt shot from 5 ft
3:22.0,Defensive rebound by M. Morris,,108-113,,
3:13.0,M. Morris misses 3-pt shot from 24 ft,,108-113,,
3:12.0,,,108-113,,Defensive rebound by Z. Randolph
2:50.0,,,108-115,2,M. Gasol makes 2-pt shot from 21 ft (assist by C. Lee)
2:36.0,M. Morris misses 2-pt shot from 2 ft (block by M. Gasol),,108-115,,
2:35.0,,,108-115,,Defensive rebound by M. Conley
2:29.0,,,108-117,2,T. Allen makes 2-pt shot at rim (assist by M. Conley)
2:28.0,Phoenix full timeout,,108-117,,
2:17.0,I. Thomas misses 3-pt shot from 26 ft,,108-117,,
2:17.0,Offensive rebound by M. Morris,,108-117,,
2:13.0,E. Bledsoe misses 3-pt shot from 25 ft,,108-117,,
2:12.0,Offensive rebound by M. Morris,,108-117,,
2:09.0,M. Morris misses 2-pt shot from 1 ft (block by M. Gasol),,108-117,,
2:07.0,,,108-117,,Defensive rebound by M. Gasol
2:07.0,Personal foul by M. Morris (drawn by M. Gasol),,108-117,,
2:07.0,G. Green enters the game for M. Morris,,108-117,,
1:54.0,,,108-117,,Offensive foul by Z. Randolph
1:54.0,,,108-117,,Turnover by Z. Randolph (offensive foul)
1:54.0,,,108-117,,N. Calathes enters the game for Z. Randolph
1:45.0,I. Thomas misses 3-pt shot from 25 ft,,108-117,,
1:45.0,,,108-117,,Defensive rebound by T. Allen
1:24.0,,,108-117,,Turnover by N. Calathes (bad pass; steal by P. Tucker)
1:20.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by P. Tucker),2,110-117,,
1:14.0,,,110-117,,Turnover by M. Conley (bad pass)
1:05.0,M. Morris misses 3-pt shot from 25 ft,,110-117,,
1:05.0,,,110-117,,Defensive rebound by N. Calathes
0:42.0,,,110-119,2,C. Lee makes 2-pt shot from 9 ft
0:42.0,Phoenix full timeout,,110-119,,
0:37.0,Turnover by I. Thomas (bad pass; steal by M. Conley),,110-119,,
0:18.0,Personal foul by P. Tucker (drawn by M. Gasol),,110-119,,
0:04.0,,,110-122,3,M. Conley makes 3-pt shot from 26 ft
0:00.0,E. Bledsoe misses 3-pt shot from 33 ft,,110-122,,
0:00.0,Offensive rebound by Team,,110-122,,
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
