time,Detroit,pts.away,score,pts.home,Orlando
3:44.0,C. Butler misses 2-pt shot from 8 ft,,103-79,,
3:44.0,,,103-79,,Defensive rebound by Team
3:29.0,,,103-81,2,A. Nicholson makes 2-pt shot from 19 ft
3:14.0,A. Tolliver misses 3-pt shot from 24 ft,,103-81,,
3:13.0,,,103-81,,Defensive rebound by D. Dedmon
3:03.0,,,103-81,,W. Green misses 2-pt shot from 18 ft
3:02.0,Defensive rebound by A. Tolliver,,103-81,,
2:52.0,Turnover by D. Augustin (bad pass; steal by W. Green),,103-81,,
2:45.0,,,103-81,,Turnover by W. Green (bad pass)
2:45.0,Official timeout,,103-81,,
2:45.0,S. Dinwiddie enters the game for C. Butler,,103-81,,
2:45.0,C. Martin enters the game for J. Meeks,,103-81,,
2:19.0,A. Tolliver makes 2-pt shot from 2 ft (assist by S. Dinwiddie),2,105-81,,
2:06.0,,,105-81,,Turnover by W. Green (bad pass; steal by S. Dinwiddie)
1:58.0,D. Augustin misses 2-pt shot from 2 ft,,105-81,,
1:58.0,,,105-81,,Defensive rebound by L. Ridnour
1:41.0,,,105-81,,A. Nicholson misses 2-pt shot from 18 ft
1:41.0,Defensive rebound by C. Martin,,105-81,,
1:25.0,A. Tolliver misses 3-pt shot from 24 ft,,105-81,,
1:25.0,,,105-81,,Defensive rebound by D. Dedmon
1:17.0,,,105-83,2,A. Nicholson makes 2-pt shot at rim (assist by L. Ridnour)
1:00.0,J. Anthony makes 2-pt shot at rim (assist by D. Augustin),2,107-83,,
0:57.0,,,107-83,,Shooting foul by C. Martin (drawn by M. Harkless)
0:57.0,,,107-83,,M. Harkless misses free throw 1 of 2
0:57.0,,,107-83,,Offensive rebound by Team
0:57.0,,,107-84,1,M. Harkless makes free throw 2 of 2
0:37.0,S. Dinwiddie makes 2-pt shot from 10 ft,2,109-84,,
0:21.0,,,109-86,2,A. Nicholson makes 2-pt shot from 8 ft (assist by W. Green)
0:21.0,,,109-86,,Shooting foul by A. Tolliver (drawn by A. Nicholson)
0:21.0,,,109-86,,A. Nicholson misses free throw 1 of 1
0:20.0,,,109-86,,Offensive rebound by D. Dedmon
0:14.0,,,109-86,,D. Dedmon misses 2-pt shot from 6 ft
0:12.0,Defensive rebound by D. Augustin,,109-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
