time,Utah,pts.away,score,pts.home,Denver
4:03.0,B. Cotton enters the game for D. Exum,,97-74,,
4:03.0,,,97-74,,J. Lauvergne misses free throw 2 of 2
4:02.0,Defensive rebound by T. Booker,,97-74,,
3:42.0,R. Hood misses 2-pt shot from 4 ft,,97-74,,
3:41.0,Offensive rebound by R. Hood,,97-74,,
3:34.0,B. Cotton makes 3-pt shot from 26 ft (assist by R. Hood),3,100-74,,
3:12.0,,,100-76,2,J. Lauvergne makes 2-pt shot at rim (assist by W. Barton)
2:43.0,Turnover by Team (shot clock),,100-76,,
2:43.0,,,100-76,,Denver full timeout
2:43.0,G. Jerrett enters the game for T. Booker,,100-76,,
2:21.0,,,100-76,,R. Foye misses 3-pt shot from 25 ft
2:20.0,,,100-76,,Offensive rebound by Team
2:20.0,Loose ball foul by J. Evans (drawn by J. Lauvergne),,100-76,,
2:20.0,,,100-77,1,J. Lauvergne makes free throw 1 of 2
2:20.0,J. Cooley enters the game for R. Hood,,100-77,,
2:20.0,,,100-77,,J. Lauvergne misses free throw 2 of 2
2:17.0,Defensive rebound by B. Cotton,,100-77,,
1:55.0,B. Cotton misses 2-pt shot from 7 ft,,100-77,,
1:54.0,,,100-77,,Defensive rebound by J. Lauvergne
1:47.0,,,100-77,,W. Barton misses 2-pt shot from 3 ft (block by J. Evans)
1:46.0,,,100-77,,Offensive rebound by J. Lauvergne
1:45.0,,,100-77,,Shooting foul by J. Cooley (drawn by J. Lauvergne)
1:45.0,,,100-77,,J. Lauvergne misses free throw 1 of 2
1:45.0,,,100-77,,Offensive rebound by Team
1:45.0,,,100-78,1,J. Lauvergne makes free throw 2 of 2
1:30.0,Turnover by B. Cotton (bad pass),,100-78,,
1:13.0,,,100-78,,G. Harris misses 3-pt shot from 22 ft
1:11.0,Defensive rebound by E. Millsap,,100-78,,
0:57.0,J. Cooley makes 2-pt shot from 1 ft (assist by E. Millsap),2,102-78,,
0:45.0,,,102-78,,R. Foye misses 2-pt shot from 5 ft
0:43.0,,,102-78,,Offensive rebound by R. Foye
0:37.0,,,102-80,2,W. Barton makes 2-pt shot from 1 ft
0:15.0,J. Cooley makes 2-pt shot from 3 ft (assist by B. Cotton),2,104-80,,
0:04.0,,,104-82,2,W. Barton makes 2-pt shot from 5 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
