time,Philadelphia,pts.away,score,pts.home,Cleveland
2:18.0,K. McDaniels misses 3-pt shot from 25 ft,,83-91,,
2:16.0,,,83-91,,Defensive rebound by L. James
2:13.0,,,83-91,,Cleveland full timeout
2:13.0,H. Thompson enters the game for K. McDaniels,,83-91,,
2:02.0,,,83-91,,Shooting foul by L. Mbah a Moute (drawn by L. James)
2:02.0,,,83-92,1,L. James makes free throw 1 of 2
2:02.0,,,83-93,1,L. James makes free throw 2 of 2
1:58.0,,,83-93,,Personal foul by M. Dellavedova (drawn by L. Drew)
1:47.0,R. Covington misses 2-pt shot from 6 ft,,83-93,,
1:46.0,Offensive rebound by Team,,83-93,,
1:44.0,Turnover by L. Drew (bad pass),,83-93,,
1:24.0,,,83-93,,L. James misses 3-pt shot from 26 ft
1:23.0,Defensive rebound by J. Grant,,83-93,,
1:16.0,Turnover by L. Drew (bad pass),,83-93,,
0:58.0,,,83-96,3,M. Dellavedova makes 3-pt shot from 23 ft (assist by L. James)
0:58.0,Philadelphia full timeout,,83-96,,
0:58.0,,,83-96,,I. Shumpert enters the game for L. James
0:58.0,,,83-96,,J. Harris enters the game for K. Love
0:58.0,,,83-96,,M. Miller enters the game for K. Irving
0:50.0,H. Thompson misses 3-pt shot from 26 ft,,83-96,,
0:49.0,Offensive rebound by L. Mbah a Moute,,83-96,,
0:43.0,,,83-96,,Personal foul by I. Shumpert (drawn by R. Covington)
0:43.0,R. Covington misses free throw 1 of 2,,83-96,,
0:43.0,Offensive rebound by Team,,83-96,,
0:43.0,R. Covington makes free throw 2 of 2,1,84-96,,
0:39.0,Personal foul by R. Covington (drawn by M. Miller),,84-96,,
0:26.0,Personal foul by H. Thompson (drawn by M. Dellavedova),,84-96,,
0:26.0,,,84-96,,M. Dellavedova misses free throw 1 of 2
0:26.0,,,84-96,,Offensive rebound by Team
0:26.0,J. Sampson enters the game for L. Mbah a Moute,,84-96,,
0:26.0,,,84-97,1,M. Dellavedova makes free throw 2 of 2
0:21.0,L. Drew misses 3-pt shot from 25 ft,,84-97,,
0:20.0,Offensive rebound by J. Grant,,84-97,,
0:19.0,Turnover by J. Sampson (lost ball),,84-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
