time,Denver,pts.away,score,pts.home,LA Clippers
5:23.0,,,96-90,,Offensive rebound by Team
5:23.0,,,96-90,,D. Jordan misses free throw 2 of 2
5:22.0,Defensive rebound by K. Faried,,96-90,,
5:06.0,J. Hickson misses 2-pt shot from 16 ft,,96-90,,
5:05.0,,,96-90,,Defensive rebound by B. Griffin
5:00.0,,,96-90,,Offensive foul by C. Paul
5:00.0,,,96-90,,Turnover by C. Paul (offensive foul)
4:42.0,W. Barton misses 3-pt shot from 25 ft,,96-90,,
4:41.0,,,96-90,,Defensive rebound by D. Jordan
4:33.0,,,96-90,,M. Barnes misses 2-pt shot from 1 ft
4:32.0,Defensive rebound by J. Hickson,,96-90,,
4:14.0,Turnover by J. Hickson (lost ball),,96-90,,
4:14.0,,,96-90,,J. Crawford enters the game for M. Barnes
3:58.0,,,96-90,,B. Griffin misses 2-pt shot from 15 ft
3:56.0,Defensive rebound by J. Hickson,,96-90,,
3:38.0,R. Foye misses 2-pt shot from 12 ft,,96-90,,
3:38.0,,,96-90,,Defensive rebound by Team
3:25.0,,,96-92,2,B. Griffin makes 2-pt shot from 7 ft
3:25.0,,,96-92,,Shooting foul by K. Faried (drawn by B. Griffin)
3:25.0,,,96-93,1,B. Griffin makes free throw 1 of 1
3:08.0,Turnover by W. Barton (lost ball; steal by J. Crawford),,96-93,,
3:02.0,,,96-95,2,J. Crawford makes 2-pt shot from 3 ft (assist by B. Griffin)
3:02.0,,,96-95,,Shooting foul by W. Barton (drawn by J. Crawford)
3:02.0,,,96-96,1,J. Crawford makes free throw 1 of 1
2:56.0,Denver full timeout,,96-96,,
2:56.0,G. Harris enters the game for J. Hickson,,96-96,,
2:50.0,Shooting foul by C. Paul (drawn by K. Faried),,96-96,,
2:50.0,K. Faried misses free throw 1 of 2,,96-96,,
2:50.0,Offensive rebound by Team,,96-96,,
2:50.0,J. Lauvergne enters the game for W. Barton,,96-96,,
2:50.0,K. Faried makes free throw 2 of 2,1,97-96,,
2:49.0,Personal take foul by J. Lauvergne (drawn by D. Jordan),,97-96,,
2:49.0,,,97-97,1,D. Jordan makes free throw 1 of 2
2:49.0,W. Barton enters the game for J. Lauvergne,,97-97,,
2:49.0,,,97-98,1,D. Jordan makes free throw 2 of 2
2:32.0,R. Foye misses 3-pt shot from 30 ft,,97-98,,
2:31.0,,,97-98,,Defensive rebound by C. Paul
2:26.0,,,97-101,3,C. Paul makes 3-pt shot from 26 ft
2:25.0,Denver full timeout,,97-101,,
2:12.0,Turnover by R. Foye (bad pass; steal by C. Paul),,97-101,,
2:10.0,,,97-101,,Shooting foul by W. Chandler (drawn by B. Griffin)
2:10.0,,,97-102,1,B. Griffin makes free throw 1 of 2
2:10.0,,,97-102,,B. Griffin misses free throw 2 of 2
2:09.0,Defensive rebound by W. Barton,,97-102,,
1:59.0,W. Barton misses 2-pt shot from 3 ft,,97-102,,
1:57.0,,,97-102,,Defensive rebound by D. Jordan
1:41.0,,,97-104,2,C. Paul makes 2-pt shot from 2 ft
1:32.0,,,97-104,,Shooting block foul by J. Redick (drawn by K. Faried)
1:32.0,K. Faried misses free throw 1 of 2,,97-104,,
1:32.0,Offensive rebound by Team,,97-104,,
1:32.0,E. Green enters the game for R. Foye,,97-104,,
1:32.0,K. Faried makes free throw 2 of 2,1,98-104,,
1:23.0,Personal foul by W. Chandler (drawn by C. Paul),,98-104,,
1:23.0,R. Foye enters the game for W. Chandler,,98-104,,
1:23.0,,,98-105,1,C. Paul makes free throw 1 of 2
1:23.0,,,98-106,1,C. Paul makes free throw 2 of 2
1:12.0,W. Barton makes 2-pt shot from 3 ft,2,100-106,,
0:55.0,,,100-108,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
0:50.0,R. Foye misses 2-pt shot from 1 ft,,100-108,,
0:46.0,Offensive rebound by R. Foye,,100-108,,
0:40.0,R. Foye misses 2-pt shot from 6 ft,,100-108,,
0:37.0,Offensive rebound by R. Foye,,100-108,,
0:37.0,R. Foye makes 2-pt shot from 3 ft,2,102-108,,
0:36.0,Personal foul by E. Green (drawn by C. Paul),,102-108,,
0:36.0,,,102-109,1,C. Paul makes free throw 1 of 2
0:36.0,,,102-110,1,C. Paul makes free throw 2 of 2
0:25.0,G. Harris misses 3-pt shot from 26 ft,,102-110,,
0:25.0,Offensive rebound by K. Faried,,102-110,,
0:25.0,,,102-110,,Personal foul by D. Jordan (drawn by K. Faried)
0:25.0,K. Faried misses free throw 1 of 2,,102-110,,
0:25.0,Offensive rebound by Team,,102-110,,
0:25.0,J. Franklin enters the game for R. Foye,,102-110,,
0:25.0,I. Clark enters the game for W. Barton,,102-110,,
0:25.0,K. Faried makes free throw 2 of 2,1,103-110,,
0:01.0,,,103-110,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
