time,Denver,pts.away,score,pts.home,Dallas
5:48.0,,,75-86,,M. Ellis misses 2-pt shot from 1 ft
5:47.0,Defensive rebound by A. Afflalo,,75-86,,
5:39.0,Official timeout,,75-86,,
5:39.0,,,75-86,,R. Rondo enters the game for A. Aminu
5:39.0,,,75-86,,D. Nowitzki enters the game for J. Barea
5:24.0,J. Nelson misses 3-pt shot from 24 ft,,75-86,,
5:22.0,,,75-86,,Defensive rebound by D. Nowitzki
5:03.0,,,75-86,,Turnover by T. Chandler (3 sec)
4:51.0,J. Hickson makes 2-pt shot from 1 ft (assist by J. Nelson),2,77-86,,
4:30.0,,,77-88,2,D. Nowitzki makes 2-pt shot from 14 ft
4:17.0,A. Afflalo misses 3-pt shot from 24 ft,,77-88,,
4:16.0,Offensive rebound by T. Lawson,,77-88,,
4:10.0,W. Chandler misses 3-pt shot from 24 ft,,77-88,,
4:09.0,,,77-88,,Defensive rebound by C. Parsons
3:49.0,,,77-88,,D. Nowitzki misses 2-pt shot from 21 ft
3:49.0,Defensive rebound by J. Nelson,,77-88,,
3:44.0,T. Lawson makes 2-pt shot at rim,2,79-88,,
3:26.0,,,79-90,2,M. Ellis makes 2-pt shot at rim
3:19.0,,,79-90,,Violation by C. Parsons (def goaltending)
3:19.0,T. Lawson makes 2-pt shot from 1 ft,2,81-90,,
3:04.0,,,81-92,2,M. Ellis makes 2-pt shot from 1 ft
2:45.0,W. Chandler misses 2-pt shot from 5 ft,,81-92,,
2:44.0,,,81-92,,Defensive rebound by T. Chandler
2:41.0,Shooting block foul by J. Nelson (drawn by C. Parsons),,81-92,,
2:41.0,Denver full timeout,,81-92,,
2:41.0,,,81-93,1,C. Parsons makes free throw 1 of 2
2:41.0,,,81-94,1,C. Parsons makes free throw 2 of 2
2:21.0,J. Nelson misses 3-pt shot from 24 ft,,81-94,,
2:20.0,,,81-94,,Defensive rebound by T. Chandler
2:04.0,,,81-94,,M. Ellis misses 2-pt shot from 22 ft
2:04.0,,,81-94,,Offensive rebound by T. Chandler
2:04.0,Personal foul by A. Afflalo (drawn by T. Chandler),,81-94,,
2:04.0,,,81-95,1,T. Chandler makes free throw 1 of 2
2:04.0,,,81-95,,A. Aminu enters the game for D. Nowitzki
2:04.0,,,81-95,,T. Chandler misses free throw 2 of 2
2:04.0,Defensive rebound by J. Nelson,,81-95,,
1:53.0,J. Nelson makes 3-pt shot from 24 ft (assist by W. Chandler),3,84-95,,
1:35.0,,,84-95,,M. Ellis misses 2-pt shot from 15 ft
1:34.0,,,84-95,,Offensive rebound by C. Parsons
1:24.0,,,84-95,,Shooting foul by W. Chandler (drawn by T. Chandler)
1:24.0,,,84-96,1,T. Chandler makes free throw 1 of 2
1:24.0,E. Green enters the game for W. Chandler,,84-96,,
1:24.0,G. Harris enters the game for A. Afflalo,,84-96,,
1:24.0,J. Nurkic enters the game for T. Lawson,,84-96,,
1:24.0,,,84-97,1,T. Chandler makes free throw 2 of 2
1:15.0,Turnover by J. Hickson (lost ball),,84-97,,
0:58.0,,,84-97,,C. Parsons misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by J. Nelson,,84-97,,
0:47.0,J. Nelson misses 2-pt shot from 7 ft,,84-97,,
0:45.0,Offensive rebound by J. Hickson,,84-97,,
0:45.0,J. Hickson makes 2-pt shot from 1 ft,2,86-97,,
0:41.0,Personal take foul by J. Nelson (drawn by R. Rondo),,86-97,,
0:41.0,A. Gee enters the game for J. Nelson,,86-97,,
0:41.0,,,86-97,,R. Rondo misses free throw 1 of 2
0:41.0,,,86-97,,Offensive rebound by Team
0:41.0,,,86-97,,J. Barea enters the game for M. Ellis
0:41.0,,,86-97,,D. Powell enters the game for T. Chandler
0:41.0,,,86-97,,R. Rondo misses free throw 2 of 2
0:41.0,Defensive rebound by J. Hickson,,86-97,,
0:34.0,A. Gee misses 2-pt shot from 1 ft,,86-97,,
0:32.0,,,86-97,,Defensive rebound by C. Parsons
0:08.0,,,86-97,,Turnover by Team (shot clock)
0:02.0,A. Gee makes 3-pt shot from 22 ft (assist by E. Green),3,89-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
