time,San Antonio,pts.away,score,pts.home,Utah
1:15.0,Personal foul by M. Belinelli (drawn by D. Favors),,89-97,,
1:15.0,,,89-97,,J. Ingles enters the game for E. Kanter
1:08.0,,,89-97,,G. Hayward misses 3-pt shot from 23 ft
1:06.0,Defensive rebound by T. Duncan,,89-97,,
1:00.0,M. Ginobili misses 3-pt shot from 23 ft,,89-97,,
1:00.0,,,89-97,,Defensive rebound by J. Ingles
0:51.0,Personal foul by K. Leonard (drawn by G. Hayward),,89-97,,
0:51.0,,,89-97,,G. Hayward misses free throw 1 of 2
0:51.0,,,89-97,,Offensive rebound by Team
0:51.0,,,89-97,,G. Hayward misses free throw 2 of 2
0:51.0,Defensive rebound by K. Leonard,,89-97,,
0:51.0,San Antonio full timeout,,89-97,,
0:49.0,,,89-97,,Personal foul by G. Hayward (drawn by M. Ginobili)
0:44.0,Shooting foul by D. Favors (drawn by K. Leonard),,89-97,,
0:44.0,K. Leonard makes free throw 1 of 2,1,90-97,,
0:44.0,K. Leonard misses free throw 2 of 2,,90-97,,
0:42.0,Offensive rebound by K. Leonard,,90-97,,
0:37.0,Shooting foul by D. Favors (drawn by M. Belinelli),,90-97,,
0:37.0,M. Belinelli makes free throw 1 of 2,1,91-97,,
0:37.0,,,91-97,,E. Kanter enters the game for J. Ingles
0:37.0,M. Belinelli makes free throw 2 of 2,1,92-97,,
0:37.0,,,92-97,,Utah full timeout
0:37.0,,,92-97,,J. Ingles enters the game for E. Kanter
0:36.0,Personal foul by K. Leonard (drawn by G. Hayward),,92-97,,
0:36.0,,,92-97,,G. Hayward misses free throw 1 of 2
0:36.0,,,92-97,,Offensive rebound by Team
0:36.0,,,92-98,1,G. Hayward makes free throw 2 of 2
0:36.0,San Antonio full timeout,,92-98,,
0:36.0,B. Diaw enters the game for K. Leonard,,92-98,,
0:32.0,M. Ginobili makes 2-pt shot from 2 ft,2,94-98,,
0:24.0,,,94-98,,Utah full timeout
0:24.0,K. Leonard enters the game for B. Diaw,,94-98,,
0:21.0,Personal foul by D. Green (drawn by T. Burke),,94-98,,
0:21.0,,,94-99,1,T. Burke makes free throw 1 of 2
0:21.0,,,94-99,,T. Burke misses free throw 2 of 2
0:20.0,Defensive rebound by T. Duncan,,94-99,,
0:20.0,San Antonio full timeout,,94-99,,
0:20.0,B. Diaw enters the game for K. Leonard,,94-99,,
0:15.0,D. Green misses 3-pt shot from 24 ft,,94-99,,
0:14.0,,,94-99,,Defensive rebound by A. Burks
0:14.0,Personal foul by D. Green (drawn by A. Burks),,94-99,,
0:14.0,,,94-99,,A. Burks misses free throw 1 of 2
0:14.0,,,94-99,,Offensive rebound by Team
0:14.0,,,94-100,1,A. Burks makes free throw 2 of 2
0:08.0,M. Ginobili misses 3-pt shot from 25 ft,,94-100,,
0:07.0,Offensive rebound by M. Belinelli,,94-100,,
0:06.0,M. Belinelli makes 2-pt shot from 10 ft,2,96-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
