time,Cleveland,pts.away,score,pts.home,Brooklyn
3:09.0,,,102-84,,C. Jefferson misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by B. Haywood,,102-84,,
2:44.0,A. Price misses 3-pt shot from 24 ft,,102-84,,
2:43.0,,,102-84,,Defensive rebound by M. Brown
2:37.0,,,102-84,,C. Jefferson misses 2-pt shot at rim
2:36.0,Defensive rebound by J. Jones,,102-84,,
2:20.0,J. Jones makes 3-pt shot from 24 ft (assist by A. Price),3,105-84,,
2:06.0,,,105-84,,S. Karasev misses 2-pt shot from 16 ft
2:05.0,Defensive rebound by L. Amundson,,105-84,,
1:48.0,J. Harris makes 3-pt shot from 23 ft (assist by A. Price),3,108-84,,
1:29.0,,,108-84,,Turnover by J. Gutierrez (offensive foul)
1:29.0,,,108-84,,Offensive foul by J. Gutierrez
1:29.0,Cleveland full timeout,,108-84,,
1:17.0,B. Haywood makes 2-pt shot from 4 ft,2,110-84,,
0:58.0,,,110-86,2,M. Brown makes 2-pt shot from 18 ft (assist by J. Gutierrez)
0:40.0,B. Haywood misses 2-pt shot from 14 ft,,110-86,,
0:39.0,,,110-86,,Defensive rebound by C. Jefferson
0:26.0,,,110-86,,Shooting foul by B. Haywood (drawn by M. Plumlee)
0:26.0,,,110-86,,M. Plumlee misses free throw 1 of 2
0:26.0,,,110-86,,Offensive rebound by Team
0:26.0,,,110-86,,M. Plumlee misses free throw 2 of 2
0:24.0,,,110-86,,Offensive rebound by M. Plumlee
0:15.0,,,110-88,2,C. Jefferson makes 2-pt shot from 17 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
