time,Sacramento,pts.away,score,pts.home,Golden State
4:43.0,O. Casspi makes 2-pt shot from 8 ft (assist by C. Landry),2,91-114,,
4:24.0,,,91-114,,F. Ezeli misses 2-pt shot from 8 ft
4:23.0,Defensive rebound by O. Casspi,,91-114,,
4:15.0,O. Casspi makes 2-pt shot from 2 ft (assist by R. McCallum),2,93-114,,
3:59.0,,,93-114,,J. Holiday misses 2-pt shot from 17 ft
3:58.0,,,93-114,,Offensive rebound by F. Ezeli
3:58.0,,,93-114,,F. Ezeli misses 2-pt shot from 1 ft
3:56.0,Defensive rebound by O. Casspi,,93-114,,
3:52.0,D. Williams makes 2-pt shot at rim (assist by O. Casspi),2,95-114,,
3:34.0,,,95-114,,Shooting foul by N. Stauskas (drawn by L. Barbosa)
3:34.0,,,95-115,1,L. Barbosa makes free throw 1 of 2
3:34.0,,,95-115,,M. Speights enters the game for F. Ezeli
3:34.0,,,95-116,1,L. Barbosa makes free throw 2 of 2
3:24.0,Shooting foul by B. Rush (drawn by O. Casspi),,95-116,,
3:24.0,O. Casspi misses free throw 1 of 2,,95-116,,
3:24.0,Offensive rebound by Team,,95-116,,
3:24.0,O. Casspi makes free throw 2 of 2,1,96-116,,
3:11.0,,,96-119,3,J. Holiday makes 3-pt shot from 22 ft (assist by L. Barbosa)
2:51.0,C. Landry makes 2-pt shot from 1 ft (assist by R. McCallum),2,98-119,,
2:36.0,,,98-121,2,J. Holiday makes 2-pt shot from 1 ft (assist by M. Speights)
2:36.0,,,98-121,,Shooting foul by O. Casspi (drawn by J. Holiday)
2:36.0,,,98-121,,Golden State full timeout
2:36.0,,,98-121,,O. Kuzmic enters the game for M. Speights
2:36.0,,,98-122,1,J. Holiday makes free throw 1 of 1
2:25.0,C. Landry makes 2-pt shot from 18 ft (assist by R. McCallum),2,100-122,,
2:06.0,,,100-124,2,O. Kuzmic makes 2-pt shot from 11 ft (assist by S. Livingston)
1:49.0,N. Stauskas misses 2-pt shot from 18 ft,,100-124,,
1:47.0,Offensive rebound by C. Landry,,100-124,,
1:47.0,Shooting foul by O. Kuzmic (drawn by C. Landry),,100-124,,
1:47.0,C. Landry makes free throw 1 of 2,1,101-124,,
1:47.0,C. Landry makes free throw 2 of 2,1,102-124,,
1:36.0,,,102-124,,B. Rush misses 2-pt shot from 4 ft (block by O. Casspi)
1:34.0,Defensive rebound by N. Stauskas,,102-124,,
1:18.0,O. Casspi makes 2-pt shot from 1 ft (assist by R. McCallum),2,104-124,,
0:55.0,,,104-124,,J. Holiday misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by C. Landry,,104-124,,
0:42.0,C. Landry makes 2-pt shot from 18 ft (assist by N. Stauskas),2,106-124,,
0:37.0,,,106-126,2,L. Barbosa makes 2-pt shot from 1 ft
0:29.0,C. Landry makes 2-pt shot from 1 ft (assist by N. Stauskas),2,108-126,,
0:09.0,,,108-128,2,B. Rush makes 2-pt shot at rim
0:03.0,N. Stauskas misses 3-pt shot from 32 ft,,108-128,,
0:02.0,,,108-128,,Defensive rebound by L. Barbosa
0:00.0,End of 4th quarter,,,,End of 4th quarter
