time,Denver,pts.away,score,pts.home,Minnesota
3:14.0,,,95-80,,K. Martin enters the game for G. Dieng
3:14.0,D. Gallinari makes free throw 2 of 2,1,96-80,,
3:05.0,,,96-80,,Shooting foul by J. Nelson (drawn by A. Wiggins)
3:05.0,,,96-80,,A. Wiggins misses free throw 1 of 2
3:05.0,,,96-80,,Offensive rebound by Team
3:05.0,,,96-80,,A. Payne enters the game for K. Garnett
3:05.0,,,96-81,1,A. Wiggins makes free throw 2 of 2
2:47.0,K. Faried makes 2-pt shot from 6 ft (assist by W. Barton),2,98-81,,
2:35.0,,,98-81,,Turnover by A. Payne (lost ball)
2:15.0,D. Gallinari misses 2-pt shot from 12 ft,,98-81,,
2:14.0,Offensive rebound by K. Faried,,98-81,,
1:59.0,W. Barton misses 3-pt shot from 25 ft,,98-81,,
1:58.0,,,98-81,,Defensive rebound by A. Wiggins
1:46.0,,,98-81,,K. Martin misses 3-pt shot from 25 ft
1:45.0,,,98-81,,Offensive rebound by A. Payne
1:44.0,,,98-81,,Shooting foul by W. Barton (drawn by A. Payne)
1:44.0,,,98-81,,A. Payne misses free throw 1 of 2
1:44.0,,,98-81,,Offensive rebound by Team
1:44.0,,,98-82,1,A. Payne makes free throw 2 of 2
1:26.0,W. Barton misses 2-pt shot from 3 ft,,98-82,,
1:25.0,,,98-82,,Defensive rebound by G. Neal
1:19.0,,,98-82,,A. Wiggins misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by D. Gallinari,,98-82,,
1:15.0,Denver full timeout,,98-82,,
1:15.0,E. Green enters the game for J. Nelson,,98-82,,
1:15.0,G. Harris enters the game for T. Lawson,,98-82,,
1:15.0,J. Lauvergne enters the game for D. Gallinari,,98-82,,
1:01.0,G. Harris misses 3-pt shot from 24 ft,,98-82,,
1:00.0,,,98-82,,Defensive rebound by A. Payne
0:46.0,,,98-82,,A. Wiggins misses 2-pt shot from 21 ft
0:44.0,Defensive rebound by K. Faried,,98-82,,
0:26.0,W. Barton makes 2-pt shot from 2 ft,2,100-82,,
0:23.0,,,100-84,2,K. Martin makes 2-pt shot from 1 ft
0:23.0,,,100-84,,Shooting foul by G. Harris (drawn by K. Martin)
0:23.0,,,100-85,1,K. Martin makes free throw 1 of 1
0:00.0,End of 4th quarter,,,,End of 4th quarter
