time,Cleveland,pts.away,score,pts.home,Detroit
3:04.0,L. James makes 3-pt shot from 26 ft,3,94-83,,
2:48.0,,,94-83,,K. Caldwell-Pope misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by K. Love,,94-83,,
2:34.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,96-83,,
2:34.0,,,96-83,,Detroit full timeout
2:19.0,Personal foul by L. James (drawn by K. Caldwell-Pope),,96-83,,
2:08.0,,,96-83,,R. Jackson misses 3-pt shot from 26 ft
2:07.0,,,96-83,,Offensive rebound by A. Tolliver
2:06.0,,,96-85,2,A. Tolliver makes 2-pt shot from 1 ft
1:45.0,K. Love misses 3-pt shot from 27 ft,,96-85,,
1:44.0,,,96-85,,Defensive rebound by A. Drummond
1:38.0,,,96-87,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
1:33.0,,,96-87,,Personal foul by R. Jackson (drawn by I. Shumpert)
1:29.0,Offensive foul by K. Irving,,96-87,,
1:29.0,Turnover by K. Irving (offensive foul),,96-87,,
1:19.0,,,96-87,,R. Jackson misses 2-pt shot from 3 ft
1:19.0,,,96-87,,Offensive rebound by A. Drummond
1:19.0,,,96-87,,Shooting foul by T. Thompson (drawn by A. Drummond)
1:19.0,,,96-87,,A. Drummond misses free throw 1 of 2
1:19.0,,,96-87,,Offensive rebound by Team
1:19.0,,,96-87,,A. Drummond misses free throw 2 of 2
1:19.0,Defensive rebound by Team,,96-87,,
1:04.0,K. Irving makes 2-pt shot at rim,2,98-87,,
0:55.0,,,98-90,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by R. Jackson)
0:52.0,,,98-90,,Personal foul by R. Jackson (drawn by I. Shumpert)
0:52.0,I. Shumpert makes free throw 1 of 2,1,99-90,,
0:52.0,I. Shumpert makes free throw 2 of 2,1,100-90,,
0:45.0,,,100-92,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
0:31.0,,,100-92,,Personal foul by T. Prince (drawn by K. Irving)
0:31.0,K. Irving makes free throw 1 of 2,1,101-92,,
0:31.0,J. Jones enters the game for L. James,,101-92,,
0:31.0,K. Irving makes free throw 2 of 2,1,102-92,,
0:21.0,,,102-92,,Shooting foul by T. Thompson (drawn by A. Drummond)
0:21.0,,,102-93,1,A. Drummond makes free throw 1 of 2
0:21.0,J. Harris enters the game for K. Irving,,102-93,,
0:21.0,M. Dellavedova enters the game for K. Love,,102-93,,
0:21.0,,,102-93,,A. Drummond misses free throw 2 of 2
0:19.0,Defensive rebound by Team,,102-93,,
0:19.0,Cleveland full timeout,,102-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
