time,Oklahoma City,pts.away,score,pts.home,Phoenix
3:26.0,,,100-89,,Personal take foul by P. Tucker (drawn by S. Adams)
3:26.0,S. Adams misses free throw 1 of 2,,100-89,,
3:26.0,Offensive rebound by Team,,100-89,,
3:26.0,S. Adams misses free throw 2 of 2,,100-89,,
3:26.0,,,100-89,,Defensive rebound by M. Morris
3:08.0,,,100-89,,M. Morris misses 3-pt shot from 25 ft
3:07.0,,,100-89,,Offensive rebound by M. Morris
3:07.0,,,100-91,2,M. Morris makes 2-pt shot from 2 ft
3:07.0,Oklahoma City full timeout,,100-91,,
3:07.0,D. Waiters enters the game for K. Singler,,100-91,,
3:07.0,E. Kanter enters the game for S. Adams,,100-91,,
2:50.0,D. Augustin makes 3-pt shot from 25 ft (assist by R. Westbrook),3,103-91,,
2:33.0,,,103-91,,P. Tucker misses 2-pt shot from 22 ft
2:32.0,Defensive rebound by A. Morrow,,103-91,,
2:09.0,R. Westbrook misses 3-pt shot from 25 ft,,103-91,,
2:08.0,,,103-91,,Defensive rebound by P. Tucker
1:59.0,,,103-91,,M. Morris misses 3-pt shot from 24 ft
1:58.0,Defensive rebound by R. Westbrook,,103-91,,
1:37.0,Turnover by R. Westbrook (bad pass; steal by P. Tucker),,103-91,,
1:29.0,,,103-91,,Shooting foul by E. Kanter (drawn by T. Warren)
1:29.0,,,103-92,1,T. Warren makes free throw 1 of 2
1:29.0,,,103-93,1,T. Warren makes free throw 2 of 2
1:03.0,D. Augustin makes 2-pt shot from 8 ft,2,105-93,,
0:54.0,,,105-95,2,E. Bledsoe makes 2-pt shot from 6 ft
0:47.0,Oklahoma City full timeout,,105-95,,
0:47.0,Oklahoma City full timeout,,105-95,,
0:33.0,D. Waiters makes 2-pt shot at rim,2,107-95,,
0:28.0,,,107-97,2,T. Warren makes 2-pt shot at rim (assist by M. Morris)
0:19.0,,,107-97,,Personal take foul by T. Warren (drawn by R. Westbrook)
0:19.0,R. Westbrook makes free throw 1 of 2,1,108-97,,
0:19.0,M. McGary enters the game for E. Kanter,,108-97,,
0:19.0,R. Westbrook makes free throw 2 of 2,1,109-97,,
0:15.0,,,109-97,,E. Bledsoe misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by D. Waiters,,109-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
