time,Indiana,pts.away,score,pts.home,Cleveland
3:08.0,Defensive rebound by I. Mahinmi,,85-105,,
2:58.0,Shooting foul by L. Amundson (drawn by I. Mahinmi),,85-105,,
2:58.0,,,85-105,,Cleveland full timeout
2:58.0,,,85-105,,A. Kirk enters the game for T. Thompson
2:58.0,I. Mahinmi makes free throw 1 of 2,1,86-105,,
2:58.0,I. Mahinmi misses free throw 2 of 2,,86-105,,
2:57.0,,,86-105,,Defensive rebound by L. Amundson
2:38.0,,,86-105,,D. Waiters misses 2-pt shot from 17 ft
2:36.0,Defensive rebound by C. Watson,,86-105,,
2:33.0,,,86-105,,Personal foul by D. Waiters (drawn by S. Hill)
2:33.0,S. Hill makes free throw 1 of 2,1,87-105,,
2:33.0,C. Copeland enters the game for I. Mahinmi,,87-105,,
2:33.0,S. Hill makes free throw 2 of 2,1,88-105,,
2:14.0,,,88-107,2,A. Kirk makes 2-pt shot from 1 ft
1:53.0,C. Watson makes 3-pt shot from 26 ft (assist by C. Copeland),3,91-107,,
1:34.0,,,91-107,,A. Kirk misses 2-pt shot from 17 ft
1:33.0,Defensive rebound by C. Watson,,91-107,,
1:27.0,S. Hill misses 3-pt shot from 26 ft,,91-107,,
1:25.0,,,91-107,,Defensive rebound by L. Amundson
1:10.0,,,91-107,,Turnover by J. Harris (bad pass; steal by S. Whittington)
1:04.0,D. Rudez makes 3-pt shot from 23 ft (assist by C. Copeland),3,94-107,,
0:43.0,,,94-109,2,W. Cherry makes 2-pt shot from 5 ft
0:29.0,Shooting foul by L. Amundson (drawn by S. Whittington),,94-109,,
0:29.0,S. Whittington makes free throw 1 of 2,1,95-109,,
0:29.0,S. Whittington misses free throw 2 of 2,,95-109,,
0:28.0,Offensive rebound by C. Copeland,,95-109,,
0:28.0,,,95-109,,Personal foul by A. Kirk (drawn by C. Copeland)
0:28.0,C. Copeland makes free throw 1 of 2,1,96-109,,
0:28.0,C. Copeland makes free throw 2 of 2,1,97-109,,
0:04.0,,,97-109,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
