time,Sacramento,pts.away,score,pts.home,Memphis
2:33.0,,,106-102,,Personal foul by M. Gasol (drawn by D. Cousins)
2:23.0,D. Cousins misses 2-pt shot from 18 ft,,106-102,,
2:22.0,,,106-102,,Defensive rebound by V. Carter
2:03.0,,,106-104,2,Z. Randolph makes 2-pt shot at rim (assist by M. Gasol)
1:45.0,D. Collison misses 2-pt shot from 1 ft,,106-104,,
1:43.0,Offensive rebound by J. Thompson,,106-104,,
1:43.0,J. Thompson misses 2-pt shot at rim,,106-104,,
1:41.0,Offensive rebound by D. Cousins,,106-104,,
1:36.0,D. Collison misses 3-pt shot from 23 ft,,106-104,,
1:35.0,,,106-104,,Defensive rebound by Z. Randolph
1:32.0,,,106-106,2,M. Conley makes 2-pt shot at rim (assist by Z. Randolph)
1:32.0,Sacramento full timeout,,106-106,,
1:25.0,R. Gay misses 2-pt shot from 13 ft,,106-106,,
1:24.0,,,106-106,,Defensive rebound by M. Gasol
1:02.0,,,106-106,,Z. Randolph misses 2-pt shot from 4 ft (block by D. Cousins)
1:01.0,Defensive rebound by D. Cousins,,106-106,,
0:48.0,B. McLemore misses 3-pt shot from 23 ft,,106-106,,
0:47.0,,,106-106,,Defensive rebound by M. Gasol
0:37.0,,,106-106,,M. Conley misses 2-pt shot from 7 ft
0:35.0,Defensive rebound by R. Gay,,106-106,,
0:25.0,D. Cousins makes 2-pt shot from 3 ft,2,108-106,,
0:25.0,,,108-106,,Memphis full timeout
0:11.0,,,108-109,3,M. Conley makes 3-pt shot from 25 ft (assist by C. Lee)
0:11.0,Sacramento full timeout,,108-109,,
0:11.0,N. Stauskas enters the game for J. Thompson,,108-109,,
0:11.0,,,108-109,,T. Allen enters the game for Z. Randolph
0:07.0,Shooting foul by M. Gasol (drawn by D. Cousins),,108-109,,
0:07.0,D. Cousins makes free throw 1 of 2,1,109-109,,
0:07.0,J. Thompson enters the game for N. Stauskas,,109-109,,
0:07.0,,,109-109,,Z. Randolph enters the game for T. Allen
0:07.0,D. Cousins makes free throw 2 of 2,1,110-109,,
0:07.0,,,110-109,,Memphis full timeout
0:03.0,,,110-109,,Z. Randolph misses 2-pt shot from 7 ft
0:01.0,Defensive rebound by B. McLemore,,110-109,,
0:01.0,,,110-109,,Personal take foul by M. Gasol (drawn by B. McLemore)
0:01.0,B. McLemore misses free throw 1 of 2,,110-109,,
0:01.0,Offensive rebound by Team,,110-109,,
0:01.0,B. McLemore misses free throw 2 of 2,,110-109,,
0:00.0,,,110-109,,Defensive rebound by Z. Randolph
0:00.0,,,110-109,,Memphis full timeout
0:00.0,B. McLemore enters the game for,,110-109,,
0:00.0,,,110-111,2,C. Lee makes 2-pt shot from 1 ft (assist by V. Carter)
0:00.0,End of 4th quarter,,,,End of 4th quarter
