time,Memphis,pts.away,score,pts.home,Portland
1:03.0,Personal foul by T. Allen (drawn by D. Lillard),,102-94,,
1:03.0,,,102-94,,D. Lillard misses free throw 1 of 2
1:03.0,,,102-94,,Offensive rebound by Team
1:03.0,,,102-95,1,D. Lillard makes free throw 2 of 2
1:03.0,Memphis full timeout,,102-95,,
1:03.0,,,102-95,,S. Blake enters the game for R. Lopez
1:03.0,,,102-95,,C. McCollum enters the game for A. Afflalo
1:03.0,J. Green enters the game for T. Allen,,102-95,,
1:03.0,,,102-95,,Personal take foul by N. Batum (drawn by M. Gasol)
1:03.0,M. Gasol makes free throw 1 of 2,1,103-95,,
1:03.0,T. Allen enters the game for Z. Randolph,,103-95,,
1:03.0,,,103-95,,A. Afflalo enters the game for S. Blake
1:03.0,M. Gasol makes free throw 2 of 2,1,104-95,,
0:58.0,,,104-97,2,C. McCollum makes 2-pt shot from 1 ft
0:56.0,,,104-97,,Personal foul by N. Batum (drawn by M. Gasol)
0:56.0,M. Gasol makes free throw 1 of 2,1,105-97,,
0:56.0,M. Gasol makes free throw 2 of 2,1,106-97,,
0:50.0,,,106-99,2,D. Lillard makes 2-pt shot from 3 ft
0:49.0,,,106-99,,Personal take foul by C. McCollum (drawn by N. Calathes)
0:49.0,N. Calathes makes free throw 1 of 2,1,107-99,,
0:49.0,N. Calathes misses free throw 2 of 2,,107-99,,
0:48.0,,,107-99,,Defensive rebound by C. McCollum
0:39.0,,,107-101,2,N. Batum makes 2-pt shot from 1 ft (assist by A. Afflalo)
0:33.0,,,107-101,,Personal take foul by D. Lillard (drawn by C. Lee)
0:33.0,C. Lee makes free throw 1 of 2,1,108-101,,
0:33.0,Z. Randolph enters the game for J. Green,,108-101,,
0:33.0,C. Lee makes free throw 2 of 2,1,109-101,,
0:28.0,,,109-101,,Shooting foul by C. Lee (drawn by C. McCollum)
0:28.0,,,109-103,2,C. McCollum makes 2-pt shot from 3 ft
0:28.0,V. Carter enters the game for T. Allen,,109-103,,
0:28.0,,,109-104,1,C. McCollum makes free throw 1 of 1
0:22.0,,,109-104,,Personal take foul by L. Aldridge (drawn by M. Gasol)
0:22.0,M. Gasol makes free throw 1 of 2,1,110-104,,
0:22.0,T. Allen enters the game for V. Carter,,110-104,,
0:22.0,M. Gasol makes free throw 2 of 2,1,111-104,,
0:16.0,,,111-104,,N. Batum misses 3-pt shot from 28 ft
0:13.0,Defensive rebound by C. Lee,,111-104,,
0:13.0,,,111-104,,Personal take foul by D. Lillard (drawn by C. Lee)
0:13.0,C. Lee makes free throw 1 of 2,1,112-104,,
0:13.0,C. Lee makes free throw 2 of 2,1,113-104,,
0:08.0,,,113-106,2,C. McCollum makes 2-pt shot from 2 ft
0:05.0,,,113-106,,Personal take foul by A. Afflalo (drawn by C. Lee)
0:05.0,,,113-106,,S. Blake enters the game for A. Afflalo
0:05.0,C. Lee makes free throw 1 of 2,1,114-106,,
0:05.0,C. Lee makes free throw 2 of 2,1,115-106,,
0:00.0,,,115-109,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
0:00.0,End of 4th quarter,,,,End of 4th quarter
