time,LA Lakers,pts.away,score,pts.home,Houston
3:37.0,K. Bryant makes free throw 2 of 2,1,86-89,,
3:13.0,,,86-89,,T. Ariza misses 3-pt shot from 23 ft
3:11.0,Defensive rebound by N. Young,,86-89,,
2:58.0,K. Bryant misses 2-pt shot from 11 ft,,86-89,,
2:57.0,,,86-89,,Defensive rebound by K. Papanikolaou
2:50.0,,,86-89,,Houston full timeout
2:42.0,,,86-91,2,J. Harden makes 2-pt shot from 20 ft
2:19.0,N. Young misses 2-pt shot from 10 ft,,86-91,,
2:18.0,,,86-91,,Defensive rebound by K. Papanikolaou
1:57.0,,,86-91,,Turnover by J. Harden (bad pass)
1:43.0,K. Bryant makes 2-pt shot from 20 ft,2,88-91,,
1:43.0,Shooting foul by T. Ariza (drawn by K. Bryant),,88-91,,
1:43.0,K. Bryant makes free throw 1 of 1,1,89-91,,
1:43.0,,,89-91,,Houston full timeout
1:24.0,,,89-91,,Shooting foul by J. Hill (drawn by T. Black)
1:24.0,,,89-91,,T. Black misses free throw 1 of 2
1:24.0,,,89-91,,Offensive rebound by Team
1:24.0,,,89-92,1,T. Black makes free throw 2 of 2
1:08.0,K. Bryant misses 3-pt shot from 26 ft,,89-92,,
1:08.0,Offensive rebound by J. Hill,,89-92,,
1:08.0,J. Hill misses 2-pt shot from 1 ft,,89-92,,
1:06.0,Offensive rebound by Team,,89-92,,
1:06.0,,,89-92,,Loose ball foul by P. Beverley (drawn by W. Johnson)
1:06.0,W. Johnson makes free throw 1 of 2,1,90-92,,
1:06.0,W. Johnson makes free throw 2 of 2,1,91-92,,
0:46.0,,,91-92,,Turnover by J. Harden (lost ball; steal by W. Johnson)
0:43.0,Shooting foul by J. Harden (drawn by W. Johnson),,91-92,,
0:43.0,W. Johnson makes 2-pt shot at rim,2,93-92,,
0:43.0,W. Johnson makes free throw 1 of 1,1,94-92,,
0:43.0,,,94-92,,Houston full timeout
0:27.0,,,94-92,,T. Black misses 2-pt shot from 3 ft
0:26.0,Defensive rebound by Team,,94-92,,
0:26.0,,,94-92,,D. Motiejunas enters the game for T. Black
0:22.0,,,94-92,,Personal foul by J. Harden (drawn by N. Young)
0:22.0,N. Young makes free throw 1 of 2,1,95-92,,
0:22.0,,,95-92,,T. Black enters the game for K. Papanikolaou
0:22.0,N. Young makes free throw 2 of 2,1,96-92,,
0:22.0,,,96-92,,Houston full timeout
0:22.0,,,96-92,,K. Papanikolaou enters the game for T. Black
0:17.0,,,96-92,,J. Harden misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by K. Bryant,,96-92,,
0:14.0,,,96-92,,Personal foul by P. Beverley (drawn by K. Bryant)
0:14.0,K. Bryant makes free throw 1 of 2,1,97-92,,
0:14.0,K. Bryant makes free throw 2 of 2,1,98-92,,
0:09.0,,,98-92,,K. Papanikolaou misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by K. Bryant,,98-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
