time,Brooklyn,pts.away,score,pts.home,Detroit
1:34.0,Offensive charge foul by M. Teletovic,,100-88,,
1:34.0,Turnover by M. Teletovic (offensive foul),,100-88,,
1:16.0,,,100-88,,B. Jennings misses 2-pt shot from 10 ft
1:15.0,Defensive rebound by M. Teletovic,,100-88,,
1:00.0,K. Garnett makes 2-pt shot from 1 ft (assist by M. Teletovic),2,102-88,,
0:52.0,Personal foul by J. Jack (drawn by B. Jennings),,102-88,,
0:52.0,,,102-89,1,B. Jennings makes free throw 1 of 2
0:52.0,,,102-90,1,B. Jennings makes free throw 2 of 2
0:37.0,,,102-90,,Personal foul by B. Jennings (drawn by D. Williams)
0:23.0,J. Johnson misses 3-pt shot from 26 ft,,102-90,,
0:21.0,,,102-90,,Defensive rebound by G. Monroe
0:14.0,,,102-90,,B. Jennings misses 2-pt shot at rim
0:13.0,Defensive rebound by J. Johnson,,102-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
