time,Brooklyn,pts.away,score,pts.home,Charlotte
1:36.0,J. Johnson misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist),,81-79,,
1:34.0,,,81-79,,Defensive rebound by M. Kidd-Gilchrist
1:30.0,,,81-81,2,K. Walker makes 2-pt shot from 1 ft (assist by M. Kidd-Gilchrist)
1:12.0,A. Anderson makes 2-pt shot at rim (assist by D. Williams),2,83-81,,
1:12.0,,,83-81,,Charlotte full timeout
1:03.0,,,83-83,2,G. Henderson makes 2-pt shot from 8 ft
0:47.0,Shooting foul by A. Jefferson (drawn by B. Lopez),,83-83,,
0:47.0,B. Lopez makes free throw 1 of 2,1,84-83,,
0:47.0,B. Lopez makes free throw 2 of 2,1,85-83,,
0:37.0,,,85-85,2,A. Jefferson makes 2-pt shot from 1 ft (assist by K. Walker)
0:23.0,B. Lopez makes 2-pt shot from 6 ft (assist by D. Williams),2,87-85,,
0:23.0,,,87-85,,Charlotte full timeout
0:23.0,,,87-85,,M. Williams enters the game for M. Kidd-Gilchrist
0:18.0,,,87-85,,K. Walker misses 2-pt shot from 1 ft
0:16.0,Defensive rebound by J. Johnson,,87-85,,
0:13.0,,,87-85,,Personal take foul by G. Henderson (drawn by D. Williams)
0:13.0,D. Williams makes free throw 1 of 2,1,88-85,,
0:13.0,D. Williams makes free throw 2 of 2,1,89-85,,
0:13.0,,,89-85,,Charlotte full timeout
0:11.0,Personal foul by J. Jack (drawn by K. Walker),,89-85,,
0:11.0,,,89-86,1,K. Walker makes free throw 1 of 2
0:11.0,,,89-86,,M. Kidd-Gilchrist enters the game for M. Williams
0:11.0,,,89-86,,K. Walker misses free throw 2 of 2
0:10.0,Defensive rebound by D. Williams,,89-86,,
0:10.0,,,89-86,,Personal take foul by M. Kidd-Gilchrist (drawn by D. Williams)
0:10.0,D. Williams makes free throw 1 of 2,1,90-86,,
0:10.0,,,90-86,,M. Williams enters the game for M. Kidd-Gilchrist
0:10.0,D. Williams makes free throw 2 of 2,1,91-86,,
0:04.0,,,91-88,2,K. Walker makes 2-pt shot from 1 ft
0:03.0,Turnover by B. Lopez (bad pass),,91-88,,
0:01.0,,,91-88,,Turnover by G. Henderson (bad pass; steal by B. Lopez)
0:00.0,End of 4th quarter,,,,End of 4th quarter
