time,Atlanta,pts.away,score,pts.home,Brooklyn
3:31.0,,,95-66,,Defensive rebound by J. Jordan
3:24.0,,,95-66,,A. Anderson misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by K. Bazemore,,95-66,,
3:13.0,Turnover by M. Muscala (lost ball),,95-66,,
3:03.0,,,95-66,,C. Jefferson misses 3-pt shot from 27 ft
3:02.0,Defensive rebound by K. Bazemore,,95-66,,
2:48.0,Official timeout,,95-66,,
2:42.0,S. Mack makes 2-pt shot from 2 ft,2,97-66,,
2:42.0,Shooting foul by J. Jordan (drawn by S. Mack),,97-66,,
2:42.0,S. Mack misses free throw 1 of 1,,97-66,,
2:41.0,,,97-66,,Defensive rebound by C. Jefferson
2:27.0,,,97-68,2,J. Jordan makes 2-pt shot from 2 ft (assist by J. Gutierrez)
2:27.0,,,97-68,,Shooting foul by K. Bazemore (drawn by J. Jordan)
2:27.0,,,97-69,1,J. Jordan makes free throw 1 of 1
2:02.0,K. Bazemore misses 3-pt shot from 24 ft,,97-69,,
2:01.0,,,97-69,,Defensive rebound by M. Brown
1:55.0,,,97-69,,Shooting foul by E. Brand (drawn by C. Jefferson)
1:55.0,,,97-70,1,C. Jefferson makes free throw 1 of 2
1:55.0,,,97-70,,C. Jefferson misses free throw 2 of 2
1:54.0,,,97-70,,Offensive rebound by Team
1:47.0,,,97-72,2,M. Brown makes 2-pt shot from 18 ft (assist by J. Gutierrez)
1:29.0,M. Muscala misses 2-pt shot at rim,,97-72,,
1:28.0,Offensive rebound by S. Mack,,97-72,,
1:13.0,Turnover by K. Bazemore (step out of bounds),,97-72,,
1:05.0,,,97-74,2,C. Jefferson makes 2-pt shot at rim (assist by M. Brown)
1:05.0,,,97-74,,Shooting foul by M. Muscala (drawn by C. Jefferson)
1:05.0,,,97-75,1,C. Jefferson makes free throw 1 of 1
0:51.0,,,97-75,,Personal foul by A. Anderson (drawn by T. Sefolosha)
0:51.0,T. Sefolosha misses free throw 1 of 2,,97-75,,
0:51.0,Offensive rebound by Team,,97-75,,
0:51.0,T. Sefolosha makes free throw 2 of 2,1,98-75,,
0:35.0,,,98-75,,C. Jefferson misses 3-pt shot from 24 ft
0:34.0,Defensive rebound by S. Mack,,98-75,,
0:10.0,S. Mack misses 2-pt shot from 18 ft,,98-75,,
0:09.0,,,98-75,,Defensive rebound by J. Jordan
0:01.0,,,98-75,,J. Gutierrez misses 3-pt shot from 26 ft
0:00.0,,,98-75,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
