time,LA Lakers,pts.away,score,pts.home,New Orleans
1:08.0,Shooting foul by A. Rivers (drawn by J. Clarkson),,95-109,,
1:08.0,J. Clarkson misses free throw 1 of 2,,95-109,,
1:08.0,Offensive rebound by Team,,95-109,,
1:08.0,,,95-109,,A. Ajinca enters the game for A. Davis
1:08.0,,,95-109,,L. Babbitt enters the game for E. Gordon
1:08.0,J. Clarkson makes free throw 2 of 2,1,96-109,,
0:51.0,,,96-109,,J. Holiday misses 2-pt shot from 7 ft
0:50.0,Defensive rebound by J. Lin,,96-109,,
0:39.0,E. Davis misses 2-pt shot from 5 ft (block by A. Ajinca),,96-109,,
0:38.0,Offensive rebound by E. Davis,,96-109,,
0:38.0,Shooting foul by A. Ajinca (drawn by E. Davis),,96-109,,
0:38.0,E. Davis makes free throw 1 of 2,1,97-109,,
0:38.0,E. Davis makes free throw 2 of 2,1,98-109,,
0:22.0,J. Lin misses 2-pt shot from 1 ft (block by J. Withey),,98-109,,
0:21.0,Offensive rebound by E. Davis,,98-109,,
0:18.0,J. Clarkson makes 2-pt shot from 16 ft (assist by X. Henry),2,100-109,,
0:09.0,,,100-109,,Turnover by L. Babbitt (lost ball; steal by J. Lin)
0:06.0,J. Lin makes 2-pt shot from 2 ft,2,102-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
