time,Chicago,pts.away,score,pts.home,Orlando
2:52.0,Chicago full timeout,,96-94,,
2:52.0,K. Hinrich enters the game for T. Gibson,,96-94,,
2:36.0,,,96-94,,E. Fournier misses 3-pt shot from 24 ft
2:34.0,,,96-94,,Offensive rebound by E. Fournier
2:31.0,,,96-96,2,E. Fournier makes 2-pt shot from 1 ft
2:16.0,N. Mirotic makes 3-pt shot from 25 ft (assist by A. Brooks),3,99-96,,
1:55.0,,,99-98,2,V. Oladipo makes 2-pt shot from 7 ft (assist by E. Payton)
1:36.0,J. Butler misses 2-pt shot from 18 ft,,99-98,,
1:34.0,,,99-98,,Defensive rebound by A. Gordon
1:30.0,,,99-101,3,V. Oladipo makes 3-pt shot from 23 ft (assist by A. Gordon)
1:30.0,Chicago full timeout,,99-101,,
1:30.0,M. Dunleavy enters the game for K. Hinrich,,99-101,,
1:18.0,P. Gasol makes 2-pt shot from 1 ft (assist by J. Butler),2,101-101,,
1:18.0,Shooting foul by N. Vucevic (drawn by P. Gasol),,101-101,,
1:18.0,K. Hinrich enters the game for A. Brooks,,101-101,,
1:18.0,T. Snell enters the game for M. Dunleavy,,101-101,,
1:18.0,J. Noah enters the game for N. Mirotic,,101-101,,
1:18.0,P. Gasol misses free throw 1 of 1,,101-101,,
1:17.0,,,101-101,,Defensive rebound by A. Gordon
1:03.0,,,101-103,2,A. Gordon makes 2-pt shot from 10 ft (assist by E. Payton)
1:03.0,Chicago full timeout,,101-103,,
1:03.0,A. Brooks enters the game for J. Noah,,101-103,,
1:03.0,M. Dunleavy enters the game for K. Hinrich,,101-103,,
1:03.0,N. Mirotic enters the game for T. Snell,,101-103,,
0:52.0,Turnover by A. Brooks (lost ball; steal by N. Vucevic),,101-103,,
0:32.0,,,101-103,,E. Fournier misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by A. Brooks,,101-103,,
0:12.0,A. Brooks misses 2-pt shot from 2 ft,,101-103,,
0:11.0,Offensive rebound by Team,,101-103,,
0:07.0,,,101-103,,Personal foul by N. Vucevic (drawn by P. Gasol)
0:07.0,P. Gasol makes free throw 1 of 2,1,102-103,,
0:07.0,K. Hinrich enters the game for A. Brooks,,102-103,,
0:07.0,J. Noah enters the game for N. Mirotic,,102-103,,
0:07.0,,,102-103,,D. Dedmon enters the game for E. Fournier
0:07.0,T. Snell enters the game for M. Dunleavy,,102-103,,
0:07.0,P. Gasol makes free throw 2 of 2,1,103-103,,
0:07.0,,,103-103,,Orlando full timeout
0:07.0,T. Gibson enters the game for P. Gasol,,103-103,,
0:07.0,,,103-103,,E. Fournier enters the game for D. Dedmon
0:02.0,,,103-105,2,V. Oladipo makes 2-pt shot from 2 ft
0:02.0,Chicago full timeout,,103-105,,
0:02.0,A. Brooks enters the game for T. Gibson,,103-105,,
0:02.0,P. Gasol enters the game for K. Hinrich,,103-105,,
0:02.0,M. Dunleavy enters the game for T. Snell,,103-105,,
0:02.0,,,103-105,,D. Dedmon enters the game for E. Fournier
0:01.0,Turnover by M. Dunleavy (bad pass),,103-105,,
0:00.0,,,103-105,,Orlando full timeout
0:00.0,,,103-105,,E. Fournier enters the game for D. Dedmon
0:00.0,,,103-105,,T. Harris enters the game for A. Gordon
0:00.0,Personal foul by J. Noah (drawn by V. Oladipo),,103-105,,
0:00.0,,,103-105,,V. Oladipo misses free throw 1 of 2
0:00.0,,,103-105,,Offensive rebound by Team
0:00.0,,,103-105,,V. Oladipo misses free throw 2 of 2
0:00.0,Defensive rebound by P. Gasol,,103-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
