time,Detroit,pts.away,score,pts.home,Chicago
1:37.0,Shooting foul by J. Noah (drawn by J. Smith),,88-95,,
1:37.0,J. Smith misses free throw 1 of 2,,88-95,,
1:37.0,Offensive rebound by Team,,88-95,,
1:37.0,J. Smith makes free throw 2 of 2,1,89-95,,
1:18.0,,,89-95,,Turnover by P. Gasol (lost ball; steal by D. Augustin)
1:10.0,Turnover by D. Augustin (lost ball),,89-95,,
0:54.0,,,89-97,2,D. Rose makes 2-pt shot from 5 ft
0:54.0,Detroit full timeout,,89-97,,
0:48.0,,,89-97,,Violation by P. Gasol (kicked ball)
0:42.0,D. Augustin misses 3-pt shot from 24 ft,,89-97,,
0:41.0,,,89-97,,Defensive rebound by J. Noah
0:29.0,Personal take foul by J. Smith (drawn by J. Noah),,89-97,,
0:29.0,,,89-98,1,J. Noah makes free throw 1 of 2
0:29.0,,,89-99,1,J. Noah makes free throw 2 of 2
0:25.0,D. Augustin makes 2-pt shot from 17 ft,2,91-99,,
0:22.0,Personal take foul by D. Augustin (drawn by D. Rose),,91-99,,
0:22.0,,,91-100,1,D. Rose makes free throw 1 of 2
0:22.0,,,91-101,1,D. Rose makes free throw 2 of 2
0:11.0,C. Butler misses 2-pt shot from 2 ft (block by P. Gasol),,91-101,,
0:10.0,,,91-101,,Defensive rebound by P. Gasol
0:10.0,Personal take foul by A. Drummond (drawn by P. Gasol),,91-101,,
0:10.0,G. Monroe enters the game for A. Drummond,,91-101,,
0:10.0,,,91-102,1,P. Gasol makes free throw 1 of 2
0:10.0,,,91-102,,P. Gasol misses free throw 2 of 2
0:09.0,Defensive rebound by K. Singler,,91-102,,
0:03.0,K. Singler misses 2-pt shot from 3 ft (block by P. Gasol),,91-102,,
0:01.0,,,91-102,,Defensive rebound by J. Noah
0:00.0,End of 4th quarter,,,,End of 4th quarter
